Region,Country,Province,StrainID,sra_code,lat,lon,cave,year,adj.lat,adj.lon
Europe,Unknown,Unknown,Gd_00310-aa,Gd_00310-aa,,,Missing156,,0,0
Europe,Unknown,Unknown,Gd_00310-ab,Gd_00310-ab,,,Missing157,,0,0
Europe,Unknown,Unknown,Gd_00310-ba,Gd_00310-ba,,,Missing158,,0,0
Europe,Unknown,Unknown,Gd_00311-aa,Gd_00311-aa,,,Missing159,,0,0
Europe,Unknown,Unknown,Gd_00311-ab,Gd_00311-ab,,,Missing160,,0,0
Europe,Unknown,Unknown,Gd_00311-ac,Gd_00311-ac,,,Missing161,,0,0
Europe,Unknown,Unknown,Gd_00311-ba,Gd_00311-ba,,,Missing162,,0,0
Europe,Unknown,Unknown,Gd_00312-aa,Gd_00312-aa,,,Missing163,,0,0
Europe,Unknown,Unknown,Gd_00312-ab,Gd_00312-ab,,,Missing164,,0,0
Europe,Unknown,Unknown,Gd_00312-ba,Gd_00312-ba,,,Missing165,,0,0
Europe,Unknown,Unknown,Gd_00313-ba,Gd_00313-ba,,,Missing166,,0,0
Europe,Unknown,Unknown,Gd_00313-bb,Gd_00313-bb,,,Missing167,,0,0
Europe,Unknown,Unknown,Gd_00313-bc,Gd_00313-bc,,,Missing168,,0,0
Europe,Unknown,Unknown,Gd_00314-ca,Gd_00314-ca,,,Missing169,,0,0
Europe,Unknown,Unknown,Gd_00314-cb,Gd_00314-cb,,,Missing170,,0,0
Europe,Unknown,Unknown,Gd_00314-cc,Gd_00314-cc,,,Missing171,,0,0
Europe,Unknown,Unknown,Gd_00315-ba,Gd_00315-ba,,,Missing172,,0,0
Europe,Unknown,Unknown,Gd_00315-bb,Gd_00315-bb,,,Missing173,,0,0
Europe,Unknown,Unknown,Gd_00315-bc,Gd_00315-bc,,,Missing174,,0,0
Europe,Unknown,Unknown,Gd_00316-ea,Gd_00316-ea,,,Missing175,,0,0
Europe,Unknown,Unknown,Gd_00316-ec,Gd_00316-ec,,,Missing176,,0,0
Europe,Unknown,Unknown,Gd_00316-fa,Gd_00316-fa,,,Missing177,,0,0
Europe,Unknown,Unknown,Gd_00316-fb,Gd_00316-fb,,,Missing178,,0,0
Europe,Unknown,Unknown,Gd_00317-ba,Gd_00317-ba,,,Missing179,,0,0
Europe,Unknown,Unknown,Gd_00317-bb,Gd_00317-bb,,,Missing180,,0,0
Europe,Unknown,Unknown,Gd_00317-bc,Gd_00317-bc,,,Missing181,,0,0
Europe,Unknown,Unknown,Gd_00318-bb,Gd_00318-bb,,,Missing182,,0,0
Europe,Unknown,Unknown,Gd_00318-bc,Gd_00318-bc,,,Missing183,,0,0
Europe,Unknown,Unknown,Gd_00318-ca,Gd_00318-ca,,,Missing184,,0,0
Europe,Unknown,Unknown,Gd_00319-ba,Gd_00319-ba,,,Missing185,,0,0
Europe,Unknown,Unknown,Gd_00319-bb,Gd_00319-bb,,,Missing186,,0,0
Europe,Unknown,Unknown,Gd_00319-bc,Gd_00319-bc,,,Missing187,,0,0
Europe,Unknown,Unknown,Gd_00320-bb,Gd_00320-bb,,,Missing188,,0,0
Europe,Unknown,Unknown,Gd_00320-bc,Gd_00320-bc,,,Missing189,,0,0
Europe,Unknown,Unknown,Gd_00320-ca,Gd_00320-ca,,,Missing190,,0,0
Europe,Unknown,Unknown,Gd_00320-cb,Gd_00320-cb,,,Missing191,,0,0
Europe,Unknown,Unknown,Gd_00321-ba,Gd_00321-ba,,,Missing192,,0,0
Europe,Unknown,Unknown,Gd_00321-bb,Gd_00321-bb,,,Missing193,,0,0
Europe,Unknown,Unknown,Gd_00321-bc,Gd_00321-bc,,,Missing194,,0,0
Europe,Unknown,Unknown,Gd_00321-bd,Gd_00321-bd,,,Missing195,,0,0
Europe,Unknown,Unknown,Gd_00321-be,Gd_00321-be,,,Missing196,,0,0
Europe,Unknown,Unknown,Gd_00321-ca,Gd_00321-ca,,,Missing197,,0,0
Europe,Unknown,Unknown,Gd_00322-ba,Gd_00322-ba,,,Missing198,,0,0
Europe,Unknown,Unknown,Gd_00322-bb,Gd_00322-bb,,,Missing199,,0,0
Europe,Unknown,Unknown,Gd_00322-bc,Gd_00322-bc,,,Missing200,,0,0
North America,Canada,PEI,PE8,PE8,46.014727,-62.610955,Murray River,2013,46.014727,-62.610955
North America,USA,WV,US14,US14,38.769075,-79.289703,Pendleton,2011,38.769075,-79.289703
North America,Canada,PEI,PE5,PE5,46.059712,-63.012986,Prim Point,2013,46.059712,-63.012986
North America,USA,WV,US13,US13,38.848264,-80.010681,Randolph,2011,38.848264,-80.010681
North America,Canada,PEI,PE2,PE2,46.203033,-63.150144,Rocky Point,2013,46.203033,-63.150144
North America,Canada,PEI,PE1,PE1,46.203033,-63.150144,Rocky Point,2013,46.203033,-63.150144
North America,USA,WV,US9,US9,39.121537,-79.648819,Tucker,2011,39.121537,-79.648819
North America,Canada,PEI,PE3,PE3,46.164912,-62.81343,Uigg,2013,46.164912,-62.81343
North America,Canada,PEI,PE4,PE4,46.179741,-62.88424,Vernon Bridge,2013,46.179741,-62.88424
North America,Canada,NB,NB56,NB56,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB34,NB34,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB59,NB59,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB15,NB15,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB60,NB60,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB46,NB46,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB68,NB68,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB42,NB42,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB8,NB8,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB71,NB71,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB54,NB54,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB29,NB29,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB45,NB45,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB52,NB52,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB58,NB58,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB65,NB65,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,Canada,NB,NB70,NB70,45.923222,-64.645711,White Cave,2012,45.923222,-64.645711
North America,USA,NY,US4,US4,41.86408,-74.081798,Williams Hotel Mine,2013,41.86408,-74.081798
North America,USA,NY,US3,US3,41.86408,-74.081798,Williams Hotel Mine,2013,41.86408,-74.081798
North America,USA,NY,US15,US15,41.86408,-74.081798,Williams Hotel Mine,2008,41.86408,-74.081798
North America,USA,NY,Gd01053,20631-21,41.86408,-74.081798,Williams Hotel Mine,2008,41.86408,-74.081798
North America,USA,PA,US6,US6,40.900279,-77.356195,Woodward,2010,40.900279,-77.356195
North America,USA,NC,US10,US10,35.9024,-82.347336,Yancey,2011,35.9024,-82.347336
