"","county1","county2","year","num.shared","incidence","date","inf.counties","uninf.counties","touching"
"1","Albert County-New Brunswick","Essex-New York",2013,1,0,2013-01-01,730,6505,0
"2","Albert County-New Brunswick","Essex-New York",2014,1,0,2014-01-01,760,6531,0
"3","Albert County-New Brunswick","Essex-New York",2007,1,0,2007-01-01,20,6541,0
"4","Albert County-New Brunswick","Essex-New York",2011,1,0,2011-01-01,464,6489,0
"5","Albert County-New Brunswick","Essex-New York",2017,1,0,2017-01-01,760,6561,0
"6","Albert County-New Brunswick","Essex-New York",2010,1,0,2010-01-01,392,6351,0
"7","Albert County-New Brunswick","Essex-New York",2008,1,0,2008-01-01,110,6471,0
"8","Albert County-New Brunswick","Essex-New York",2018,1,0,2018-01-01,760,6561,0
"9","Albert County-New Brunswick","Essex-New York",2015,1,0,2015-01-01,760,6561,0
"10","Albert County-New Brunswick","Essex-New York",2012,1,0,2012-01-01,674,6351,0
"11","Albert County-New Brunswick","Essex-New York",2009,1,0,2009-01-01,182,6489,0
"12","Albert County-New Brunswick","Essex-New York",2006,1,0,2006-01-01,0,6561,0
"13","Albert County-New Brunswick","Fairfield-Connecticut",2017,1,0,2017-01-01,760,6561,0
"14","Albert County-New Brunswick","Fairfield-Connecticut",2008,1,0,2008-01-01,110,6471,0
"15","Albert County-New Brunswick","Fairfield-Connecticut",2009,1,0,2009-01-01,182,6489,0
"16","Albert County-New Brunswick","Fairfield-Connecticut",2018,1,0,2018-01-01,760,6561,0
"17","Albert County-New Brunswick","Fairfield-Connecticut",2010,1,1,2010-01-01,392,6351,0
"18","Albert County-New Brunswick","Fairfield-Connecticut",2007,1,0,2007-01-01,20,6541,0
"19","Albert County-New Brunswick","Fairfield-Connecticut",2012,1,0,2012-01-01,674,6351,0
"20","Albert County-New Brunswick","Fairfield-Connecticut",2013,1,0,2013-01-01,730,6505,0
"21","Albert County-New Brunswick","Fairfield-Connecticut",2006,1,0,2006-01-01,0,6561,0
"22","Albert County-New Brunswick","Fairfield-Connecticut",2014,1,0,2014-01-01,760,6531,0
"23","Albert County-New Brunswick","Fairfield-Connecticut",2011,1,0,2011-01-01,464,6489,0
"24","Albert County-New Brunswick","Fairfield-Connecticut",2015,1,0,2015-01-01,760,6561,0
"25","Albert County-New Brunswick","Haliburton County-Ontario",2014,1,0,2014-01-01,760,6531,0
"26","Albert County-New Brunswick","Haliburton County-Ontario",2015,1,0,2015-01-01,760,6561,0
"27","Albert County-New Brunswick","Haliburton County-Ontario",2017,1,0,2017-01-01,760,6561,0
"28","Albert County-New Brunswick","Haliburton County-Ontario",2012,1,0,2012-01-01,674,6351,0
"29","Albert County-New Brunswick","Haliburton County-Ontario",2018,1,0,2018-01-01,760,6561,0
"30","Albert County-New Brunswick","Haliburton County-Ontario",2009,1,0,2009-01-01,182,6489,0
"31","Albert County-New Brunswick","Haliburton County-Ontario",2011,1,0,2011-01-01,464,6489,0
"32","Albert County-New Brunswick","Haliburton County-Ontario",2013,1,0,2013-01-01,730,6505,0
"33","Albert County-New Brunswick","Haliburton County-Ontario",2006,1,0,2006-01-01,0,6561,0
"34","Albert County-New Brunswick","Haliburton County-Ontario",2007,1,0,2007-01-01,20,6541,0
"35","Albert County-New Brunswick","Haliburton County-Ontario",2008,1,0,2008-01-01,110,6471,0
"36","Albert County-New Brunswick","Haliburton County-Ontario",2010,1,1,2010-01-01,392,6351,0
"37","Albert County-New Brunswick","Marquette-Michigan",2009,1,0,2009-01-01,182,6489,0
"38","Albert County-New Brunswick","Marquette-Michigan",2018,1,0,2018-01-01,760,6561,0
"39","Albert County-New Brunswick","Marquette-Michigan",2007,1,0,2007-01-01,20,6541,0
"40","Albert County-New Brunswick","Marquette-Michigan",2010,1,0,2010-01-01,392,6351,0
"41","Albert County-New Brunswick","Marquette-Michigan",2015,1,0,2015-01-01,760,6561,0
"42","Albert County-New Brunswick","Marquette-Michigan",2013,1,0,2013-01-01,730,6505,0
"43","Albert County-New Brunswick","Marquette-Michigan",2014,1,0,2014-01-01,760,6531,0
"44","Albert County-New Brunswick","Marquette-Michigan",2012,1,0,2012-01-01,674,6351,0
"45","Albert County-New Brunswick","Marquette-Michigan",2008,1,0,2008-01-01,110,6471,0
"46","Albert County-New Brunswick","Marquette-Michigan",2011,1,0,2011-01-01,464,6489,0
"47","Albert County-New Brunswick","Marquette-Michigan",2006,1,0,2006-01-01,0,6561,0
"48","Albert County-New Brunswick","Marquette-Michigan",2017,1,0,2017-01-01,760,6561,0
"49","Albert County-New Brunswick","Orange-New York",2013,1,0,2013-01-01,730,6505,0
"50","Albert County-New Brunswick","Orange-New York",2006,1,0,2006-01-01,0,6561,0
"51","Albert County-New Brunswick","Orange-New York",2009,1,0,2009-01-01,182,6489,0
"52","Albert County-New Brunswick","Orange-New York",2011,1,0,2011-01-01,464,6489,0
"53","Albert County-New Brunswick","Orange-New York",2014,1,0,2014-01-01,760,6531,0
"54","Albert County-New Brunswick","Orange-New York",2007,1,0,2007-01-01,20,6541,0
"55","Albert County-New Brunswick","Orange-New York",2008,1,0,2008-01-01,110,6471,0
"56","Albert County-New Brunswick","Orange-New York",2017,1,0,2017-01-01,760,6561,0
"57","Albert County-New Brunswick","Orange-New York",2015,1,0,2015-01-01,760,6561,0
"58","Albert County-New Brunswick","Orange-New York",2010,1,0,2010-01-01,392,6351,0
"59","Albert County-New Brunswick","Orange-New York",2018,1,0,2018-01-01,760,6561,0
"60","Albert County-New Brunswick","Orange-New York",2012,1,0,2012-01-01,674,6351,0
"61","Bennington-Vermont","Albert County-New Brunswick",2008,1,0,2008-01-01,110,6471,0
"62","Bennington-Vermont","Albert County-New Brunswick",2018,1,0,2018-01-01,760,6561,0
"63","Bennington-Vermont","Albert County-New Brunswick",2011,1,0,2011-01-01,464,6489,0
"64","Bennington-Vermont","Albert County-New Brunswick",2012,1,0,2012-01-01,674,6351,0
"65","Bennington-Vermont","Albert County-New Brunswick",2015,1,0,2015-01-01,760,6561,0
"66","Bennington-Vermont","Albert County-New Brunswick",2009,1,0,2009-01-01,182,6489,0
"67","Bennington-Vermont","Albert County-New Brunswick",2010,1,0,2010-01-01,392,6351,0
"68","Bennington-Vermont","Albert County-New Brunswick",2007,1,0,2007-01-01,20,6541,0
"69","Bennington-Vermont","Albert County-New Brunswick",2013,1,0,2013-01-01,730,6505,0
"70","Bennington-Vermont","Albert County-New Brunswick",2017,1,0,2017-01-01,760,6561,0
"71","Bennington-Vermont","Albert County-New Brunswick",2014,1,0,2014-01-01,760,6531,0
"72","Bennington-Vermont","Albert County-New Brunswick",2006,1,0,2006-01-01,0,6561,0
"73","Bennington-Vermont","Blair-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"74","Bennington-Vermont","Blair-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"75","Bennington-Vermont","Blair-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"76","Bennington-Vermont","Blair-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"77","Bennington-Vermont","Blair-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"78","Bennington-Vermont","Blair-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"79","Bennington-Vermont","Blair-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"80","Bennington-Vermont","Blair-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"81","Bennington-Vermont","Blair-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"82","Bennington-Vermont","Blair-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"83","Bennington-Vermont","Blair-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"84","Bennington-Vermont","Blair-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"85","Bennington-Vermont","Carter-Kentucky",2015,1,0,2015-01-01,760,6561,0
"86","Bennington-Vermont","Carter-Kentucky",2014,1,0,2014-01-01,760,6531,0
"87","Bennington-Vermont","Carter-Kentucky",2008,1,0,2008-01-01,110,6471,0
"88","Bennington-Vermont","Carter-Kentucky",2012,1,0,2012-01-01,674,6351,0
"89","Bennington-Vermont","Carter-Kentucky",2017,1,0,2017-01-01,760,6561,0
"90","Bennington-Vermont","Carter-Kentucky",2009,1,0,2009-01-01,182,6489,0
"91","Bennington-Vermont","Carter-Kentucky",2007,1,0,2007-01-01,20,6541,0
"92","Bennington-Vermont","Carter-Kentucky",2013,1,0,2013-01-01,730,6505,0
"93","Bennington-Vermont","Carter-Kentucky",2010,1,0,2010-01-01,392,6351,0
"94","Bennington-Vermont","Carter-Kentucky",2006,1,0,2006-01-01,0,6561,0
"95","Bennington-Vermont","Carter-Kentucky",2018,1,0,2018-01-01,760,6561,0
"96","Bennington-Vermont","Carter-Kentucky",2011,1,0,2011-01-01,464,6489,0
"97","Bennington-Vermont","Centre-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"98","Bennington-Vermont","Centre-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"99","Bennington-Vermont","Centre-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"100","Bennington-Vermont","Centre-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"101","Bennington-Vermont","Centre-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"102","Bennington-Vermont","Centre-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"103","Bennington-Vermont","Centre-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"104","Bennington-Vermont","Centre-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"105","Bennington-Vermont","Centre-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"106","Bennington-Vermont","Centre-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"107","Bennington-Vermont","Centre-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"108","Bennington-Vermont","Centre-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"109","Bennington-Vermont","Clearfield-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"110","Bennington-Vermont","Clearfield-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"111","Bennington-Vermont","Clearfield-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"112","Bennington-Vermont","Clearfield-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"113","Bennington-Vermont","Clearfield-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"114","Bennington-Vermont","Clearfield-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"115","Bennington-Vermont","Clearfield-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"116","Bennington-Vermont","Clearfield-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"117","Bennington-Vermont","Clearfield-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"118","Bennington-Vermont","Clearfield-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"119","Bennington-Vermont","Clearfield-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"120","Bennington-Vermont","Clearfield-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"121","Bennington-Vermont","Colchester County-Nova Scotia",2012,1,0,2012-01-01,674,6351,0
"122","Bennington-Vermont","Colchester County-Nova Scotia",2007,1,0,2007-01-01,20,6541,0
"123","Bennington-Vermont","Colchester County-Nova Scotia",2008,1,0,2008-01-01,110,6471,0
"124","Bennington-Vermont","Colchester County-Nova Scotia",2006,1,0,2006-01-01,0,6561,0
"125","Bennington-Vermont","Colchester County-Nova Scotia",2015,1,0,2015-01-01,760,6561,0
"126","Bennington-Vermont","Colchester County-Nova Scotia",2010,1,0,2010-01-01,392,6351,0
"127","Bennington-Vermont","Colchester County-Nova Scotia",2011,1,0,2011-01-01,464,6489,0
"128","Bennington-Vermont","Colchester County-Nova Scotia",2018,1,0,2018-01-01,760,6561,0
"129","Bennington-Vermont","Colchester County-Nova Scotia",2017,1,0,2017-01-01,760,6561,0
"130","Bennington-Vermont","Colchester County-Nova Scotia",2009,1,0,2009-01-01,182,6489,0
"131","Bennington-Vermont","Colchester County-Nova Scotia",2013,1,0,2013-01-01,730,6505,0
"132","Bennington-Vermont","Colchester County-Nova Scotia",2014,1,0,2014-01-01,760,6531,0
"133","Bennington-Vermont","Crawford-Indiana",2014,1,0,2014-01-01,760,6531,0
"134","Bennington-Vermont","Crawford-Indiana",2015,1,0,2015-01-01,760,6561,0
"135","Bennington-Vermont","Crawford-Indiana",2007,1,0,2007-01-01,20,6541,0
"136","Bennington-Vermont","Crawford-Indiana",2018,1,0,2018-01-01,760,6561,0
"137","Bennington-Vermont","Crawford-Indiana",2013,1,0,2013-01-01,730,6505,0
"138","Bennington-Vermont","Crawford-Indiana",2009,1,0,2009-01-01,182,6489,0
"139","Bennington-Vermont","Crawford-Indiana",2017,1,0,2017-01-01,760,6561,0
"140","Bennington-Vermont","Crawford-Indiana",2012,1,0,2012-01-01,674,6351,0
"141","Bennington-Vermont","Crawford-Indiana",2008,1,0,2008-01-01,110,6471,0
"142","Bennington-Vermont","Crawford-Indiana",2010,1,0,2010-01-01,392,6351,0
"143","Bennington-Vermont","Crawford-Indiana",2006,1,0,2006-01-01,0,6561,0
"144","Bennington-Vermont","Crawford-Indiana",2011,1,0,2011-01-01,464,6489,0
"145","Bennington-Vermont","Edmonson-Kentucky",2010,1,0,2010-01-01,392,6351,0
"146","Bennington-Vermont","Edmonson-Kentucky",2014,1,0,2014-01-01,760,6531,0
"147","Bennington-Vermont","Edmonson-Kentucky",2012,1,0,2012-01-01,674,6351,0
"148","Bennington-Vermont","Edmonson-Kentucky",2007,1,0,2007-01-01,20,6541,0
"149","Bennington-Vermont","Edmonson-Kentucky",2009,1,0,2009-01-01,182,6489,0
"150","Bennington-Vermont","Edmonson-Kentucky",2011,1,0,2011-01-01,464,6489,0
"151","Bennington-Vermont","Edmonson-Kentucky",2008,1,0,2008-01-01,110,6471,0
"152","Bennington-Vermont","Edmonson-Kentucky",2017,1,0,2017-01-01,760,6561,0
"153","Bennington-Vermont","Edmonson-Kentucky",2018,1,0,2018-01-01,760,6561,0
"154","Bennington-Vermont","Edmonson-Kentucky",2006,1,0,2006-01-01,0,6561,0
"155","Bennington-Vermont","Edmonson-Kentucky",2013,1,0,2013-01-01,730,6505,0
"156","Bennington-Vermont","Edmonson-Kentucky",2015,1,0,2015-01-01,760,6561,0
"157","Bennington-Vermont","Essex-New York",2017,1,0,2017-01-01,760,6561,0
"158","Bennington-Vermont","Essex-New York",2012,1,0,2012-01-01,674,6351,0
"159","Bennington-Vermont","Essex-New York",2010,1,0,2010-01-01,392,6351,0
"160","Bennington-Vermont","Essex-New York",2013,1,0,2013-01-01,730,6505,0
"161","Bennington-Vermont","Essex-New York",2011,1,0,2011-01-01,464,6489,0
"162","Bennington-Vermont","Essex-New York",2008,1,0,2008-01-01,110,6471,0
"163","Bennington-Vermont","Essex-New York",2009,1,0,2009-01-01,182,6489,0
"164","Bennington-Vermont","Essex-New York",2015,1,0,2015-01-01,760,6561,0
"165","Bennington-Vermont","Essex-New York",2018,1,0,2018-01-01,760,6561,0
"166","Bennington-Vermont","Essex-New York",2006,1,0,2006-01-01,0,6561,0
"167","Bennington-Vermont","Essex-New York",2007,3,1,2007-01-01,20,6541,0
"168","Bennington-Vermont","Essex-New York",2014,1,0,2014-01-01,760,6531,0
"169","Bennington-Vermont","Fairfield-Connecticut",2018,1,0,2018-01-01,760,6561,0
"170","Bennington-Vermont","Fairfield-Connecticut",2007,1,0,2007-01-01,20,6541,0
"171","Bennington-Vermont","Fairfield-Connecticut",2008,1,0,2008-01-01,110,6471,0
"172","Bennington-Vermont","Fairfield-Connecticut",2009,1,0,2009-01-01,182,6489,0
"173","Bennington-Vermont","Fairfield-Connecticut",2014,1,0,2014-01-01,760,6531,0
"174","Bennington-Vermont","Fairfield-Connecticut",2006,1,0,2006-01-01,0,6561,0
"175","Bennington-Vermont","Fairfield-Connecticut",2011,1,0,2011-01-01,464,6489,0
"176","Bennington-Vermont","Fairfield-Connecticut",2013,1,0,2013-01-01,730,6505,0
"177","Bennington-Vermont","Fairfield-Connecticut",2010,1,0,2010-01-01,392,6351,0
"178","Bennington-Vermont","Fairfield-Connecticut",2012,1,0,2012-01-01,674,6351,0
"179","Bennington-Vermont","Fairfield-Connecticut",2015,1,0,2015-01-01,760,6561,0
"180","Bennington-Vermont","Fairfield-Connecticut",2017,1,0,2017-01-01,760,6561,0
"181","Bennington-Vermont","Franklin-Massachusetts",2008,1,0,2008-01-01,110,6471,1
"182","Bennington-Vermont","Franklin-Massachusetts",2013,1,0,2013-01-01,730,6505,1
"183","Bennington-Vermont","Franklin-Massachusetts",2015,1,0,2015-01-01,760,6561,1
"184","Bennington-Vermont","Franklin-Massachusetts",2017,1,0,2017-01-01,760,6561,1
"185","Bennington-Vermont","Franklin-Massachusetts",2006,1,0,2006-01-01,0,6561,1
"186","Bennington-Vermont","Franklin-Massachusetts",2011,1,0,2011-01-01,464,6489,1
"187","Bennington-Vermont","Franklin-Massachusetts",2014,1,0,2014-01-01,760,6531,1
"188","Bennington-Vermont","Franklin-Massachusetts",2012,1,0,2012-01-01,674,6351,1
"189","Bennington-Vermont","Franklin-Massachusetts",2007,4,1,2007-01-01,20,6541,1
"190","Bennington-Vermont","Franklin-Massachusetts",2009,1,0,2009-01-01,182,6489,1
"191","Bennington-Vermont","Franklin-Massachusetts",2018,1,0,2018-01-01,760,6561,1
"192","Bennington-Vermont","Franklin-Massachusetts",2010,1,0,2010-01-01,392,6351,1
"193","Bennington-Vermont","Giles-Virginia",2011,1,0,2011-01-01,464,6489,0
"194","Bennington-Vermont","Giles-Virginia",2007,1,0,2007-01-01,20,6541,0
"195","Bennington-Vermont","Giles-Virginia",2015,1,0,2015-01-01,760,6561,0
"196","Bennington-Vermont","Giles-Virginia",2013,1,0,2013-01-01,730,6505,0
"197","Bennington-Vermont","Giles-Virginia",2009,1,0,2009-01-01,182,6489,0
"198","Bennington-Vermont","Giles-Virginia",2017,1,0,2017-01-01,760,6561,0
"199","Bennington-Vermont","Giles-Virginia",2014,1,0,2014-01-01,760,6531,0
"200","Bennington-Vermont","Giles-Virginia",2008,1,0,2008-01-01,110,6471,0
"201","Bennington-Vermont","Giles-Virginia",2010,1,0,2010-01-01,392,6351,0
"202","Bennington-Vermont","Giles-Virginia",2006,1,0,2006-01-01,0,6561,0
"203","Bennington-Vermont","Giles-Virginia",2018,1,0,2018-01-01,760,6561,0
"204","Bennington-Vermont","Giles-Virginia",2012,1,0,2012-01-01,674,6351,0
"205","Bennington-Vermont","Greenbrier-West Virginia",2013,1,0,2013-01-01,730,6505,0
"206","Bennington-Vermont","Greenbrier-West Virginia",2014,1,0,2014-01-01,760,6531,0
"207","Bennington-Vermont","Greenbrier-West Virginia",2017,1,0,2017-01-01,760,6561,0
"208","Bennington-Vermont","Greenbrier-West Virginia",2015,1,0,2015-01-01,760,6561,0
"209","Bennington-Vermont","Greenbrier-West Virginia",2009,1,0,2009-01-01,182,6489,0
"210","Bennington-Vermont","Greenbrier-West Virginia",2018,1,0,2018-01-01,760,6561,0
"211","Bennington-Vermont","Greenbrier-West Virginia",2012,1,0,2012-01-01,674,6351,0
"212","Bennington-Vermont","Greenbrier-West Virginia",2007,1,0,2007-01-01,20,6541,0
"213","Bennington-Vermont","Greenbrier-West Virginia",2011,1,0,2011-01-01,464,6489,0
"214","Bennington-Vermont","Greenbrier-West Virginia",2008,1,0,2008-01-01,110,6471,0
"215","Bennington-Vermont","Greenbrier-West Virginia",2010,1,0,2010-01-01,392,6351,0
"216","Bennington-Vermont","Greenbrier-West Virginia",2006,1,0,2006-01-01,0,6561,0
"217","Bennington-Vermont","Haliburton County-Ontario",2010,1,0,2010-01-01,392,6351,0
"218","Bennington-Vermont","Haliburton County-Ontario",2006,1,0,2006-01-01,0,6561,0
"219","Bennington-Vermont","Haliburton County-Ontario",2009,1,0,2009-01-01,182,6489,0
"220","Bennington-Vermont","Haliburton County-Ontario",2015,1,0,2015-01-01,760,6561,0
"221","Bennington-Vermont","Haliburton County-Ontario",2013,1,0,2013-01-01,730,6505,0
"222","Bennington-Vermont","Haliburton County-Ontario",2012,1,0,2012-01-01,674,6351,0
"223","Bennington-Vermont","Haliburton County-Ontario",2007,1,0,2007-01-01,20,6541,0
"224","Bennington-Vermont","Haliburton County-Ontario",2014,1,0,2014-01-01,760,6531,0
"225","Bennington-Vermont","Haliburton County-Ontario",2017,1,0,2017-01-01,760,6561,0
"226","Bennington-Vermont","Haliburton County-Ontario",2011,1,0,2011-01-01,464,6489,0
"227","Bennington-Vermont","Haliburton County-Ontario",2018,1,0,2018-01-01,760,6561,0
"228","Bennington-Vermont","Haliburton County-Ontario",2008,1,0,2008-01-01,110,6471,0
"229","Bennington-Vermont","Halton Regional Municipality-Ontario",2013,1,0,2013-01-01,730,6505,0
"230","Bennington-Vermont","Halton Regional Municipality-Ontario",2006,1,0,2006-01-01,0,6561,0
"231","Bennington-Vermont","Halton Regional Municipality-Ontario",2015,1,0,2015-01-01,760,6561,0
"232","Bennington-Vermont","Halton Regional Municipality-Ontario",2014,1,0,2014-01-01,760,6531,0
"233","Bennington-Vermont","Halton Regional Municipality-Ontario",2008,1,0,2008-01-01,110,6471,0
"234","Bennington-Vermont","Halton Regional Municipality-Ontario",2011,1,0,2011-01-01,464,6489,0
"235","Bennington-Vermont","Halton Regional Municipality-Ontario",2010,1,0,2010-01-01,392,6351,0
"236","Bennington-Vermont","Halton Regional Municipality-Ontario",2018,1,0,2018-01-01,760,6561,0
"237","Bennington-Vermont","Halton Regional Municipality-Ontario",2007,1,0,2007-01-01,20,6541,0
"238","Bennington-Vermont","Halton Regional Municipality-Ontario",2012,1,0,2012-01-01,674,6351,0
"239","Bennington-Vermont","Halton Regional Municipality-Ontario",2017,1,0,2017-01-01,760,6561,0
"240","Bennington-Vermont","Halton Regional Municipality-Ontario",2009,1,0,2009-01-01,182,6489,0
"241","Bennington-Vermont","Hancock-Tennessee",2015,1,0,2015-01-01,760,6561,0
"242","Bennington-Vermont","Hancock-Tennessee",2014,1,0,2014-01-01,760,6531,0
"243","Bennington-Vermont","Hancock-Tennessee",2010,1,0,2010-01-01,392,6351,0
"244","Bennington-Vermont","Hancock-Tennessee",2013,1,0,2013-01-01,730,6505,0
"245","Bennington-Vermont","Hancock-Tennessee",2017,1,0,2017-01-01,760,6561,0
"246","Bennington-Vermont","Hancock-Tennessee",2006,1,0,2006-01-01,0,6561,0
"247","Bennington-Vermont","Hancock-Tennessee",2008,1,0,2008-01-01,110,6471,0
"248","Bennington-Vermont","Hancock-Tennessee",2011,1,0,2011-01-01,464,6489,0
"249","Bennington-Vermont","Hancock-Tennessee",2009,1,0,2009-01-01,182,6489,0
"250","Bennington-Vermont","Hancock-Tennessee",2007,1,0,2007-01-01,20,6541,0
"251","Bennington-Vermont","Hancock-Tennessee",2018,1,0,2018-01-01,760,6561,0
"252","Bennington-Vermont","Hancock-Tennessee",2012,1,0,2012-01-01,674,6351,0
"253","Bennington-Vermont","Hardin-Kentucky",2014,1,0,2014-01-01,760,6531,0
"254","Bennington-Vermont","Hardin-Kentucky",2012,1,0,2012-01-01,674,6351,0
"255","Bennington-Vermont","Hardin-Kentucky",2006,1,0,2006-01-01,0,6561,0
"256","Bennington-Vermont","Hardin-Kentucky",2015,1,0,2015-01-01,760,6561,0
"257","Bennington-Vermont","Hardin-Kentucky",2013,1,0,2013-01-01,730,6505,0
"258","Bennington-Vermont","Hardin-Kentucky",2018,1,0,2018-01-01,760,6561,0
"259","Bennington-Vermont","Hardin-Kentucky",2017,1,0,2017-01-01,760,6561,0
"260","Bennington-Vermont","Hardin-Kentucky",2010,1,0,2010-01-01,392,6351,0
"261","Bennington-Vermont","Hardin-Kentucky",2011,1,0,2011-01-01,464,6489,0
"262","Bennington-Vermont","Hardin-Kentucky",2008,1,0,2008-01-01,110,6471,0
"263","Bennington-Vermont","Hardin-Kentucky",2009,1,0,2009-01-01,182,6489,0
"264","Bennington-Vermont","Hardin-Kentucky",2007,1,0,2007-01-01,20,6541,0
"265","Bennington-Vermont","Hart-Kentucky",2007,1,0,2007-01-01,20,6541,0
"266","Bennington-Vermont","Hart-Kentucky",2009,1,0,2009-01-01,182,6489,0
"267","Bennington-Vermont","Hart-Kentucky",2008,1,0,2008-01-01,110,6471,0
"268","Bennington-Vermont","Hart-Kentucky",2014,1,0,2014-01-01,760,6531,0
"269","Bennington-Vermont","Hart-Kentucky",2018,1,0,2018-01-01,760,6561,0
"270","Bennington-Vermont","Hart-Kentucky",2017,1,0,2017-01-01,760,6561,0
"271","Bennington-Vermont","Hart-Kentucky",2010,1,0,2010-01-01,392,6351,0
"272","Bennington-Vermont","Hart-Kentucky",2012,1,0,2012-01-01,674,6351,0
"273","Bennington-Vermont","Hart-Kentucky",2013,1,0,2013-01-01,730,6505,0
"274","Bennington-Vermont","Hart-Kentucky",2011,1,0,2011-01-01,464,6489,0
"275","Bennington-Vermont","Hart-Kentucky",2015,1,0,2015-01-01,760,6561,0
"276","Bennington-Vermont","Hart-Kentucky",2006,1,0,2006-01-01,0,6561,0
"277","Bennington-Vermont","Hastings County-Ontario",2008,1,0,2008-01-01,110,6471,0
"278","Bennington-Vermont","Hastings County-Ontario",2017,1,0,2017-01-01,760,6561,0
"279","Bennington-Vermont","Hastings County-Ontario",2010,1,0,2010-01-01,392,6351,0
"280","Bennington-Vermont","Hastings County-Ontario",2012,1,0,2012-01-01,674,6351,0
"281","Bennington-Vermont","Hastings County-Ontario",2009,1,0,2009-01-01,182,6489,0
"282","Bennington-Vermont","Hastings County-Ontario",2014,1,0,2014-01-01,760,6531,0
"283","Bennington-Vermont","Hastings County-Ontario",2007,1,0,2007-01-01,20,6541,0
"284","Bennington-Vermont","Hastings County-Ontario",2011,1,0,2011-01-01,464,6489,0
"285","Bennington-Vermont","Hastings County-Ontario",2006,1,0,2006-01-01,0,6561,0
"286","Bennington-Vermont","Hastings County-Ontario",2013,1,0,2013-01-01,730,6505,0
"287","Bennington-Vermont","Hastings County-Ontario",2015,1,0,2015-01-01,760,6561,0
"288","Bennington-Vermont","Hastings County-Ontario",2018,1,0,2018-01-01,760,6561,0
"289","Bennington-Vermont","Hocking-Ohio",2008,1,0,2008-01-01,110,6471,0
"290","Bennington-Vermont","Hocking-Ohio",2011,1,0,2011-01-01,464,6489,0
"291","Bennington-Vermont","Hocking-Ohio",2006,1,0,2006-01-01,0,6561,0
"292","Bennington-Vermont","Hocking-Ohio",2010,1,0,2010-01-01,392,6351,0
"293","Bennington-Vermont","Hocking-Ohio",2015,1,0,2015-01-01,760,6561,0
"294","Bennington-Vermont","Hocking-Ohio",2018,1,0,2018-01-01,760,6561,0
"295","Bennington-Vermont","Hocking-Ohio",2017,1,0,2017-01-01,760,6561,0
"296","Bennington-Vermont","Hocking-Ohio",2013,1,0,2013-01-01,730,6505,0
"297","Bennington-Vermont","Hocking-Ohio",2009,1,0,2009-01-01,182,6489,0
"298","Bennington-Vermont","Hocking-Ohio",2014,1,0,2014-01-01,760,6531,0
"299","Bennington-Vermont","Hocking-Ohio",2012,1,0,2012-01-01,674,6351,0
"300","Bennington-Vermont","Hocking-Ohio",2007,1,0,2007-01-01,20,6541,0
"301","Bennington-Vermont","Houghton-Michigan",2007,1,0,2007-01-01,20,6541,0
"302","Bennington-Vermont","Houghton-Michigan",2013,1,0,2013-01-01,730,6505,0
"303","Bennington-Vermont","Houghton-Michigan",2011,1,0,2011-01-01,464,6489,0
"304","Bennington-Vermont","Houghton-Michigan",2018,1,0,2018-01-01,760,6561,0
"305","Bennington-Vermont","Houghton-Michigan",2009,1,0,2009-01-01,182,6489,0
"306","Bennington-Vermont","Houghton-Michigan",2017,1,0,2017-01-01,760,6561,0
