"","county1","county2","year","num.shared","incidence","date","inf.counties","uninf.counties","touching"
"25115","Ontonagon-Michigan","Fairfield-Connecticut",2012,1,0,2012-01-01,674,6351,0
"25116","Ontonagon-Michigan","Fairfield-Connecticut",2011,1,0,2011-01-01,464,6489,0
"25117","Ontonagon-Michigan","Franklin-Massachusetts",2006,1,0,2006-01-01,0,6561,0
"25118","Ontonagon-Michigan","Franklin-Massachusetts",2012,1,0,2012-01-01,674,6351,0
"25119","Ontonagon-Michigan","Franklin-Massachusetts",2017,1,0,2017-01-01,760,6561,0
"25120","Ontonagon-Michigan","Franklin-Massachusetts",2009,1,0,2009-01-01,182,6489,0
"25121","Ontonagon-Michigan","Franklin-Massachusetts",2014,1,0,2014-01-01,760,6531,0
"25122","Ontonagon-Michigan","Franklin-Massachusetts",2018,1,0,2018-01-01,760,6561,0
"25123","Ontonagon-Michigan","Franklin-Massachusetts",2013,1,0,2013-01-01,730,6505,0
"25124","Ontonagon-Michigan","Franklin-Massachusetts",2010,1,0,2010-01-01,392,6351,0
"25125","Ontonagon-Michigan","Franklin-Massachusetts",2015,1,0,2015-01-01,760,6561,0
"25126","Ontonagon-Michigan","Franklin-Massachusetts",2011,1,0,2011-01-01,464,6489,0
"25127","Ontonagon-Michigan","Franklin-Massachusetts",2008,1,0,2008-01-01,110,6471,0
"25128","Ontonagon-Michigan","Franklin-Massachusetts",2007,1,0,2007-01-01,20,6541,0
"25129","Ontonagon-Michigan","Haliburton County-Ontario",2017,1,0,2017-01-01,760,6561,0
"25130","Ontonagon-Michigan","Haliburton County-Ontario",2014,1,0,2014-01-01,760,6531,0
"25131","Ontonagon-Michigan","Haliburton County-Ontario",2015,1,0,2015-01-01,760,6561,0
"25132","Ontonagon-Michigan","Haliburton County-Ontario",2009,1,0,2009-01-01,182,6489,0
"25133","Ontonagon-Michigan","Haliburton County-Ontario",2012,1,0,2012-01-01,674,6351,0
"25134","Ontonagon-Michigan","Haliburton County-Ontario",2010,1,0,2010-01-01,392,6351,0
"25135","Ontonagon-Michigan","Haliburton County-Ontario",2007,1,0,2007-01-01,20,6541,0
"25136","Ontonagon-Michigan","Haliburton County-Ontario",2011,1,0,2011-01-01,464,6489,0
"25137","Ontonagon-Michigan","Haliburton County-Ontario",2008,1,0,2008-01-01,110,6471,0
"25138","Ontonagon-Michigan","Haliburton County-Ontario",2018,1,0,2018-01-01,760,6561,0
"25139","Ontonagon-Michigan","Haliburton County-Ontario",2013,1,0,2013-01-01,730,6505,0
"25140","Ontonagon-Michigan","Haliburton County-Ontario",2006,1,0,2006-01-01,0,6561,0
"25141","Ontonagon-Michigan","Hancock-Tennessee",2015,1,0,2015-01-01,760,6561,0
"25142","Ontonagon-Michigan","Hancock-Tennessee",2010,1,0,2010-01-01,392,6351,0
"25143","Ontonagon-Michigan","Hancock-Tennessee",2014,1,0,2014-01-01,760,6531,0
"25144","Ontonagon-Michigan","Hancock-Tennessee",2011,1,0,2011-01-01,464,6489,0
"25145","Ontonagon-Michigan","Hancock-Tennessee",2017,1,0,2017-01-01,760,6561,0
"25146","Ontonagon-Michigan","Hancock-Tennessee",2008,1,0,2008-01-01,110,6471,0
"25147","Ontonagon-Michigan","Hancock-Tennessee",2007,1,0,2007-01-01,20,6541,0
"25148","Ontonagon-Michigan","Hancock-Tennessee",2013,1,0,2013-01-01,730,6505,0
"25149","Ontonagon-Michigan","Hancock-Tennessee",2018,1,0,2018-01-01,760,6561,0
"25150","Ontonagon-Michigan","Hancock-Tennessee",2006,1,0,2006-01-01,0,6561,0
"25151","Ontonagon-Michigan","Hancock-Tennessee",2009,1,0,2009-01-01,182,6489,0
"25152","Ontonagon-Michigan","Hancock-Tennessee",2012,1,0,2012-01-01,674,6351,0
"25153","Ontonagon-Michigan","Hart-Kentucky",2015,1,0,2015-01-01,760,6561,0
"25154","Ontonagon-Michigan","Hart-Kentucky",2009,1,0,2009-01-01,182,6489,0
"25155","Ontonagon-Michigan","Hart-Kentucky",2017,1,0,2017-01-01,760,6561,0
"25156","Ontonagon-Michigan","Hart-Kentucky",2008,1,0,2008-01-01,110,6471,0
"25157","Ontonagon-Michigan","Hart-Kentucky",2013,1,0,2013-01-01,730,6505,0
"25158","Ontonagon-Michigan","Hart-Kentucky",2014,1,0,2014-01-01,760,6531,0
"25159","Ontonagon-Michigan","Hart-Kentucky",2012,1,0,2012-01-01,674,6351,0
"25160","Ontonagon-Michigan","Hart-Kentucky",2007,1,0,2007-01-01,20,6541,0
"25161","Ontonagon-Michigan","Hart-Kentucky",2018,1,0,2018-01-01,760,6561,0
"25162","Ontonagon-Michigan","Hart-Kentucky",2006,1,0,2006-01-01,0,6561,0
"25163","Ontonagon-Michigan","Hart-Kentucky",2011,1,0,2011-01-01,464,6489,0
"25164","Ontonagon-Michigan","Hart-Kentucky",2010,1,0,2010-01-01,392,6351,0
"25165","Ontonagon-Michigan","Houghton-Michigan",2014,1,0,2014-01-01,760,6531,1
"25166","Ontonagon-Michigan","Houghton-Michigan",2009,1,0,2009-01-01,182,6489,1
"25167","Ontonagon-Michigan","Houghton-Michigan",2017,1,0,2017-01-01,760,6561,1
"25168","Ontonagon-Michigan","Houghton-Michigan",2010,1,0,2010-01-01,392,6351,1
"25169","Ontonagon-Michigan","Houghton-Michigan",2018,1,0,2018-01-01,760,6561,1
"25170","Ontonagon-Michigan","Houghton-Michigan",2013,1,0,2013-01-01,730,6505,1
"25171","Ontonagon-Michigan","Houghton-Michigan",2008,1,0,2008-01-01,110,6471,1
"25172","Ontonagon-Michigan","Houghton-Michigan",2006,1,0,2006-01-01,0,6561,1
"25173","Ontonagon-Michigan","Houghton-Michigan",2012,1,0,2012-01-01,674,6351,1
"25174","Ontonagon-Michigan","Houghton-Michigan",2011,1,0,2011-01-01,464,6489,1
"25175","Ontonagon-Michigan","Houghton-Michigan",2015,1,0,2015-01-01,760,6561,1
"25176","Ontonagon-Michigan","Houghton-Michigan",2007,1,0,2007-01-01,20,6541,1
"25177","Ontonagon-Michigan","Inverness County-Nova Scotia",2009,1,0,2009-01-01,182,6489,0
"25178","Ontonagon-Michigan","Inverness County-Nova Scotia",2013,1,1,2013-01-01,730,6505,0
"25179","Ontonagon-Michigan","Inverness County-Nova Scotia",2018,1,0,2018-01-01,760,6561,0
"25180","Ontonagon-Michigan","Inverness County-Nova Scotia",2010,1,0,2010-01-01,392,6351,0
"25181","Ontonagon-Michigan","Inverness County-Nova Scotia",2006,1,0,2006-01-01,0,6561,0
"25182","Ontonagon-Michigan","Inverness County-Nova Scotia",2012,1,0,2012-01-01,674,6351,0
"25183","Ontonagon-Michigan","Inverness County-Nova Scotia",2015,1,0,2015-01-01,760,6561,0
"25184","Ontonagon-Michigan","Inverness County-Nova Scotia",2008,1,0,2008-01-01,110,6471,0
"25185","Ontonagon-Michigan","Inverness County-Nova Scotia",2007,1,0,2007-01-01,20,6541,0
"25186","Ontonagon-Michigan","Inverness County-Nova Scotia",2011,1,0,2011-01-01,464,6489,0
"25187","Ontonagon-Michigan","Inverness County-Nova Scotia",2014,1,0,2014-01-01,760,6531,0
"25188","Ontonagon-Michigan","Inverness County-Nova Scotia",2017,1,0,2017-01-01,760,6561,0
"25189","Ontonagon-Michigan","Kings County-Nova Scotia",2012,1,0,2012-01-01,674,6351,0
"25190","Ontonagon-Michigan","Kings County-Nova Scotia",2008,1,0,2008-01-01,110,6471,0
"25191","Ontonagon-Michigan","Kings County-Nova Scotia",2013,1,0,2013-01-01,730,6505,0
"25192","Ontonagon-Michigan","Kings County-Nova Scotia",2010,1,0,2010-01-01,392,6351,0
"25193","Ontonagon-Michigan","Kings County-Nova Scotia",2006,1,0,2006-01-01,0,6561,0
"25194","Ontonagon-Michigan","Kings County-Nova Scotia",2018,1,0,2018-01-01,760,6561,0
"25195","Ontonagon-Michigan","Kings County-Nova Scotia",2009,1,0,2009-01-01,182,6489,0
"25196","Ontonagon-Michigan","Kings County-Nova Scotia",2015,1,0,2015-01-01,760,6561,0
"25197","Ontonagon-Michigan","Kings County-Nova Scotia",2007,1,0,2007-01-01,20,6541,0
"25198","Ontonagon-Michigan","Kings County-Nova Scotia",2014,1,0,2014-01-01,760,6531,0
"25199","Ontonagon-Michigan","Kings County-Nova Scotia",2017,1,0,2017-01-01,760,6561,0
"25200","Ontonagon-Michigan","Kings County-Nova Scotia",2011,1,0,2011-01-01,464,6489,0
"25201","Ontonagon-Michigan","Lewis-Tennessee",2011,1,0,2011-01-01,464,6489,0
"25202","Ontonagon-Michigan","Lewis-Tennessee",2007,1,0,2007-01-01,20,6541,0
"25203","Ontonagon-Michigan","Lewis-Tennessee",2013,1,0,2013-01-01,730,6505,0
"25204","Ontonagon-Michigan","Lewis-Tennessee",2012,1,0,2012-01-01,674,6351,0
"25205","Ontonagon-Michigan","Lewis-Tennessee",2018,1,0,2018-01-01,760,6561,0
"25206","Ontonagon-Michigan","Lewis-Tennessee",2006,1,0,2006-01-01,0,6561,0
"25207","Ontonagon-Michigan","Lewis-Tennessee",2015,1,0,2015-01-01,760,6561,0
"25208","Ontonagon-Michigan","Lewis-Tennessee",2009,1,0,2009-01-01,182,6489,0
"25209","Ontonagon-Michigan","Lewis-Tennessee",2008,1,0,2008-01-01,110,6471,0
"25210","Ontonagon-Michigan","Lewis-Tennessee",2010,1,0,2010-01-01,392,6351,0
"25211","Ontonagon-Michigan","Lewis-Tennessee",2014,1,0,2014-01-01,760,6531,0
"25212","Ontonagon-Michigan","Lewis-Tennessee",2017,1,0,2017-01-01,760,6561,0
"25213","Ontonagon-Michigan","Luzerne-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"25214","Ontonagon-Michigan","Luzerne-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"25215","Ontonagon-Michigan","Luzerne-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"25216","Ontonagon-Michigan","Luzerne-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"25217","Ontonagon-Michigan","Luzerne-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"25218","Ontonagon-Michigan","Luzerne-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"25219","Ontonagon-Michigan","Luzerne-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"25220","Ontonagon-Michigan","Luzerne-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"25221","Ontonagon-Michigan","Luzerne-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"25222","Ontonagon-Michigan","Luzerne-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"25223","Ontonagon-Michigan","Luzerne-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"25224","Ontonagon-Michigan","Luzerne-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"25225","Ontonagon-Michigan","Marquette-Michigan",2014,1,0,2014-01-01,760,6531,0
"25226","Ontonagon-Michigan","Marquette-Michigan",2018,1,0,2018-01-01,760,6561,0
"25227","Ontonagon-Michigan","Marquette-Michigan",2012,1,0,2012-01-01,674,6351,0
"25228","Ontonagon-Michigan","Marquette-Michigan",2017,1,0,2017-01-01,760,6561,0
"25229","Ontonagon-Michigan","Marquette-Michigan",2013,1,0,2013-01-01,730,6505,0
"25230","Ontonagon-Michigan","Marquette-Michigan",2009,1,0,2009-01-01,182,6489,0
"25231","Ontonagon-Michigan","Marquette-Michigan",2006,1,0,2006-01-01,0,6561,0
"25232","Ontonagon-Michigan","Marquette-Michigan",2010,1,0,2010-01-01,392,6351,0
"25233","Ontonagon-Michigan","Marquette-Michigan",2007,1,0,2007-01-01,20,6541,0
"25234","Ontonagon-Michigan","Marquette-Michigan",2011,1,0,2011-01-01,464,6489,0
"25235","Ontonagon-Michigan","Marquette-Michigan",2008,1,0,2008-01-01,110,6471,0
"25236","Ontonagon-Michigan","Marquette-Michigan",2015,1,0,2015-01-01,760,6561,0
"25237","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2007,1,0,2007-01-01,20,6541,0
"25238","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2009,1,0,2009-01-01,182,6489,0
"25239","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2011,1,0,2011-01-01,464,6489,0
"25240","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2006,1,0,2006-01-01,0,6561,0
"25241","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2012,1,0,2012-01-01,674,6351,0
"25242","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2017,1,0,2017-01-01,760,6561,0
"25243","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2018,1,0,2018-01-01,760,6561,0
"25244","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2010,1,0,2010-01-01,392,6351,0
"25245","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2008,1,0,2008-01-01,110,6471,0
"25246","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2015,1,0,2015-01-01,760,6561,0
"25247","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2014,1,0,2014-01-01,760,6531,0
"25248","Ontonagon-Michigan","Nipissing District (Part 1 Of)-Ontario",2013,1,0,2013-01-01,730,6505,0
"25249","Ontonagon-Michigan","Orange-New York",2011,1,0,2011-01-01,464,6489,0
"25250","Ontonagon-Michigan","Orange-New York",2015,1,0,2015-01-01,760,6561,0
"25251","Ontonagon-Michigan","Orange-New York",2006,1,0,2006-01-01,0,6561,0
"25252","Ontonagon-Michigan","Orange-New York",2012,1,0,2012-01-01,674,6351,0
"25253","Ontonagon-Michigan","Orange-New York",2018,1,0,2018-01-01,760,6561,0
"25254","Ontonagon-Michigan","Orange-New York",2007,1,0,2007-01-01,20,6541,0
"25255","Ontonagon-Michigan","Orange-New York",2008,1,0,2008-01-01,110,6471,0
"25256","Ontonagon-Michigan","Orange-New York",2009,1,0,2009-01-01,182,6489,0
"25257","Ontonagon-Michigan","Orange-New York",2014,1,0,2014-01-01,760,6531,0
"25258","Ontonagon-Michigan","Orange-New York",2010,1,0,2010-01-01,392,6351,0
"25259","Ontonagon-Michigan","Orange-New York",2017,1,0,2017-01-01,760,6561,0
"25260","Ontonagon-Michigan","Orange-New York",2013,1,0,2013-01-01,730,6505,0
"25261","Ontonagon-Michigan","Pulaski-Kentucky",2009,1,0,2009-01-01,182,6489,0
"25262","Ontonagon-Michigan","Pulaski-Kentucky",2012,1,0,2012-01-01,674,6351,0
"25263","Ontonagon-Michigan","Pulaski-Kentucky",2006,1,0,2006-01-01,0,6561,0
"25264","Ontonagon-Michigan","Pulaski-Kentucky",2017,1,0,2017-01-01,760,6561,0
"25265","Ontonagon-Michigan","Pulaski-Kentucky",2013,1,0,2013-01-01,730,6505,0
"25266","Ontonagon-Michigan","Pulaski-Kentucky",2007,1,0,2007-01-01,20,6541,0
"25267","Ontonagon-Michigan","Pulaski-Kentucky",2010,1,0,2010-01-01,392,6351,0
"25268","Ontonagon-Michigan","Pulaski-Kentucky",2008,1,0,2008-01-01,110,6471,0
"25269","Ontonagon-Michigan","Pulaski-Kentucky",2015,1,0,2015-01-01,760,6561,0
"25270","Ontonagon-Michigan","Pulaski-Kentucky",2011,1,0,2011-01-01,464,6489,0
"25271","Ontonagon-Michigan","Pulaski-Kentucky",2014,1,0,2014-01-01,760,6531,0
"25272","Ontonagon-Michigan","Pulaski-Kentucky",2018,1,0,2018-01-01,760,6561,0
"25273","Ontonagon-Michigan","Smyth-Virginia",2007,1,0,2007-01-01,20,6541,0
"25274","Ontonagon-Michigan","Smyth-Virginia",2008,1,0,2008-01-01,110,6471,0
"25275","Ontonagon-Michigan","Smyth-Virginia",2006,1,0,2006-01-01,0,6561,0
"25276","Ontonagon-Michigan","Smyth-Virginia",2015,1,0,2015-01-01,760,6561,0
"25277","Ontonagon-Michigan","Smyth-Virginia",2013,1,0,2013-01-01,730,6505,0
"25278","Ontonagon-Michigan","Smyth-Virginia",2014,1,0,2014-01-01,760,6531,0
"25279","Ontonagon-Michigan","Smyth-Virginia",2018,1,0,2018-01-01,760,6561,0
"25280","Ontonagon-Michigan","Smyth-Virginia",2010,1,0,2010-01-01,392,6351,0
"25281","Ontonagon-Michigan","Smyth-Virginia",2009,1,0,2009-01-01,182,6489,0
"25282","Ontonagon-Michigan","Smyth-Virginia",2011,1,0,2011-01-01,464,6489,0
"25283","Ontonagon-Michigan","Smyth-Virginia",2012,1,0,2012-01-01,674,6351,0
"25284","Ontonagon-Michigan","Smyth-Virginia",2017,1,0,2017-01-01,760,6561,0
"25285","Ontonagon-Michigan","Warren-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"25286","Ontonagon-Michigan","Warren-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"25287","Ontonagon-Michigan","Warren-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"25288","Ontonagon-Michigan","Warren-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"25289","Ontonagon-Michigan","Warren-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"25290","Ontonagon-Michigan","Warren-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"25291","Ontonagon-Michigan","Warren-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"25292","Ontonagon-Michigan","Warren-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"25293","Ontonagon-Michigan","Warren-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"25294","Ontonagon-Michigan","Warren-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"25295","Ontonagon-Michigan","Warren-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"25296","Ontonagon-Michigan","Warren-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"25297","Ontonagon-Michigan","Warren-Tennessee",2012,1,0,2012-01-01,674,6351,0
"25298","Ontonagon-Michigan","Warren-Tennessee",2010,1,0,2010-01-01,392,6351,0
"25299","Ontonagon-Michigan","Warren-Tennessee",2007,1,0,2007-01-01,20,6541,0
"25300","Ontonagon-Michigan","Warren-Tennessee",2014,1,0,2014-01-01,760,6531,0
"25301","Ontonagon-Michigan","Warren-Tennessee",2006,1,0,2006-01-01,0,6561,0
"25302","Ontonagon-Michigan","Warren-Tennessee",2017,1,0,2017-01-01,760,6561,0
"25303","Ontonagon-Michigan","Warren-Tennessee",2013,1,0,2013-01-01,730,6505,0
"25304","Ontonagon-Michigan","Warren-Tennessee",2009,1,0,2009-01-01,182,6489,0
"25305","Ontonagon-Michigan","Warren-Tennessee",2008,1,0,2008-01-01,110,6471,0
"25306","Ontonagon-Michigan","Warren-Tennessee",2015,1,0,2015-01-01,760,6561,0
"25307","Ontonagon-Michigan","Warren-Tennessee",2011,1,0,2011-01-01,464,6489,0
"25308","Ontonagon-Michigan","Warren-Tennessee",2018,1,0,2018-01-01,760,6561,0
"25309","Ontonagon-Michigan","Wellington County-Ontario",2008,1,0,2008-01-01,110,6471,0
"25310","Ontonagon-Michigan","Wellington County-Ontario",2014,1,0,2014-01-01,760,6531,0
"25311","Ontonagon-Michigan","Wellington County-Ontario",2011,1,0,2011-01-01,464,6489,0
"25312","Ontonagon-Michigan","Wellington County-Ontario",2013,1,0,2013-01-01,730,6505,0
"25313","Ontonagon-Michigan","Wellington County-Ontario",2012,1,0,2012-01-01,674,6351,0
"25314","Ontonagon-Michigan","Wellington County-Ontario",2018,1,0,2018-01-01,760,6561,0
"25315","Ontonagon-Michigan","Wellington County-Ontario",2015,1,0,2015-01-01,760,6561,0
"25316","Ontonagon-Michigan","Wellington County-Ontario",2007,1,0,2007-01-01,20,6541,0
"25317","Ontonagon-Michigan","Wellington County-Ontario",2017,1,0,2017-01-01,760,6561,0
"25318","Ontonagon-Michigan","Wellington County-Ontario",2006,1,0,2006-01-01,0,6561,0
"25319","Ontonagon-Michigan","Wellington County-Ontario",2009,1,0,2009-01-01,182,6489,0
"25320","Ontonagon-Michigan","Wellington County-Ontario",2010,1,0,2010-01-01,392,6351,0
"25321","Ontonagon-Michigan","White-Tennessee",2018,1,0,2018-01-01,760,6561,0
"25322","Ontonagon-Michigan","White-Tennessee",2009,1,0,2009-01-01,182,6489,0
"25323","Ontonagon-Michigan","White-Tennessee",2015,1,0,2015-01-01,760,6561,0
"25324","Ontonagon-Michigan","White-Tennessee",2014,1,0,2014-01-01,760,6531,0
"25325","Ontonagon-Michigan","White-Tennessee",2011,1,0,2011-01-01,464,6489,0
"25326","Ontonagon-Michigan","White-Tennessee",2008,1,0,2008-01-01,110,6471,0
"25327","Ontonagon-Michigan","White-Tennessee",2010,1,0,2010-01-01,392,6351,0
"25328","Ontonagon-Michigan","White-Tennessee",2017,1,0,2017-01-01,760,6561,0
"25329","Ontonagon-Michigan","White-Tennessee",2013,1,0,2013-01-01,730,6505,0
"25330","Ontonagon-Michigan","White-Tennessee",2007,1,0,2007-01-01,20,6541,0
"25331","Ontonagon-Michigan","White-Tennessee",2006,1,0,2006-01-01,0,6561,0
"25332","Ontonagon-Michigan","White-Tennessee",2012,1,0,2012-01-01,674,6351,0
"25333","Ontonagon-Michigan","Wise-Virginia",2014,1,0,2014-01-01,760,6531,0
"25334","Ontonagon-Michigan","Wise-Virginia",2018,1,0,2018-01-01,760,6561,0
"25335","Ontonagon-Michigan","Wise-Virginia",2009,1,0,2009-01-01,182,6489,0
"25336","Ontonagon-Michigan","Wise-Virginia",2006,1,0,2006-01-01,0,6561,0
"25337","Ontonagon-Michigan","Wise-Virginia",2012,1,0,2012-01-01,674,6351,0
"25338","Ontonagon-Michigan","Wise-Virginia",2011,1,0,2011-01-01,464,6489,0
"25339","Ontonagon-Michigan","Wise-Virginia",2017,1,0,2017-01-01,760,6561,0
"25340","Ontonagon-Michigan","Wise-Virginia",2013,1,0,2013-01-01,730,6505,0
"25341","Ontonagon-Michigan","Wise-Virginia",2007,1,0,2007-01-01,20,6541,0
"25342","Ontonagon-Michigan","Wise-Virginia",2015,1,0,2015-01-01,760,6561,0
"25343","Ontonagon-Michigan","Wise-Virginia",2010,1,0,2010-01-01,392,6351,0
"25344","Ontonagon-Michigan","Wise-Virginia",2008,1,0,2008-01-01,110,6471,0
"25345","Orange-New York","Essex-New York",2007,1,0,2007-01-01,20,6541,0
"25346","Orange-New York","Essex-New York",2006,1,0,2006-01-01,0,6561,0
"25347","Orange-New York","Essex-New York",2008,1,0,2008-01-01,110,6471,0
"25348","Orange-New York","Essex-New York",2015,1,0,2015-01-01,760,6561,0
"25349","Orange-New York","Essex-New York",2011,1,0,2011-01-01,464,6489,0
"25350","Orange-New York","Essex-New York",2009,1,0,2009-01-01,182,6489,0
"25351","Orange-New York","Essex-New York",2018,1,0,2018-01-01,760,6561,0
"25352","Orange-New York","Essex-New York",2012,1,0,2012-01-01,674,6351,0
"25353","Orange-New York","Essex-New York",2010,1,0,2010-01-01,392,6351,0
"25354","Orange-New York","Essex-New York",2017,1,0,2017-01-01,760,6561,0
"25355","Orange-New York","Essex-New York",2014,1,0,2014-01-01,760,6531,0
"25356","Orange-New York","Essex-New York",2013,1,0,2013-01-01,730,6505,0
"25357","Orange-New York","Haliburton County-Ontario",2008,1,0,2008-01-01,110,6471,0
"25358","Orange-New York","Haliburton County-Ontario",2013,1,0,2013-01-01,730,6505,0
"25359","Orange-New York","Haliburton County-Ontario",2010,1,0,2010-01-01,392,6351,0
"25360","Orange-New York","Haliburton County-Ontario",2009,1,0,2009-01-01,182,6489,0
"25361","Orange-New York","Haliburton County-Ontario",2006,1,0,2006-01-01,0,6561,0
"25362","Orange-New York","Haliburton County-Ontario",2011,1,0,2011-01-01,464,6489,0
"25363","Orange-New York","Haliburton County-Ontario",2018,1,0,2018-01-01,760,6561,0
"25364","Orange-New York","Haliburton County-Ontario",2012,1,0,2012-01-01,674,6351,0
"25365","Orange-New York","Haliburton County-Ontario",2015,1,0,2015-01-01,760,6561,0
"25366","Orange-New York","Haliburton County-Ontario",2017,1,0,2017-01-01,760,6561,0
"25367","Orange-New York","Haliburton County-Ontario",2007,1,0,2007-01-01,20,6541,0
"25368","Orange-New York","Haliburton County-Ontario",2014,1,0,2014-01-01,760,6531,0
"25369","Orange-New York","Marquette-Michigan",2012,1,0,2012-01-01,674,6351,0
"25370","Orange-New York","Marquette-Michigan",2006,1,0,2006-01-01,0,6561,0
"25371","Orange-New York","Marquette-Michigan",2011,1,0,2011-01-01,464,6489,0
"25372","Orange-New York","Marquette-Michigan",2008,1,0,2008-01-01,110,6471,0
"25373","Orange-New York","Marquette-Michigan",2018,1,0,2018-01-01,760,6561,0
"25374","Orange-New York","Marquette-Michigan",2013,1,0,2013-01-01,730,6505,0
"25375","Orange-New York","Marquette-Michigan",2009,1,0,2009-01-01,182,6489,0
"25376","Orange-New York","Marquette-Michigan",2015,1,0,2015-01-01,760,6561,0
"25377","Orange-New York","Marquette-Michigan",2007,1,0,2007-01-01,20,6541,0
"25378","Orange-New York","Marquette-Michigan",2014,1,0,2014-01-01,760,6531,0
"25379","Orange-New York","Marquette-Michigan",2010,1,0,2010-01-01,392,6351,0
"25380","Orange-New York","Marquette-Michigan",2017,1,0,2017-01-01,760,6561,0
"25381","Oxford-Maine","Albert County-New Brunswick",2007,1,0,2007-01-01,20,6541,0
"25382","Oxford-Maine","Albert County-New Brunswick",2008,1,0,2008-01-01,110,6471,0
"25383","Oxford-Maine","Albert County-New Brunswick",2009,1,0,2009-01-01,182,6489,0
"25384","Oxford-Maine","Albert County-New Brunswick",2012,1,0,2012-01-01,674,6351,0
"25385","Oxford-Maine","Albert County-New Brunswick",2018,1,0,2018-01-01,760,6561,0
"25386","Oxford-Maine","Albert County-New Brunswick",2014,1,0,2014-01-01,760,6531,0
"25387","Oxford-Maine","Albert County-New Brunswick",2010,1,1,2010-01-01,392,6351,0
"25388","Oxford-Maine","Albert County-New Brunswick",2013,1,0,2013-01-01,730,6505,0
"25389","Oxford-Maine","Albert County-New Brunswick",2006,1,0,2006-01-01,0,6561,0
"25390","Oxford-Maine","Albert County-New Brunswick",2017,1,0,2017-01-01,760,6561,0
"25391","Oxford-Maine","Albert County-New Brunswick",2011,1,0,2011-01-01,464,6489,0
"25392","Oxford-Maine","Albert County-New Brunswick",2015,1,0,2015-01-01,760,6561,0
"25393","Oxford-Maine","Blair-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
"25394","Oxford-Maine","Blair-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"25395","Oxford-Maine","Blair-Pennsylvania",2010,1,0,2010-01-01,392,6351,0
"25396","Oxford-Maine","Blair-Pennsylvania",2006,1,0,2006-01-01,0,6561,0
"25397","Oxford-Maine","Blair-Pennsylvania",2017,1,0,2017-01-01,760,6561,0
"25398","Oxford-Maine","Blair-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"25399","Oxford-Maine","Blair-Pennsylvania",2014,1,0,2014-01-01,760,6531,0
"25400","Oxford-Maine","Blair-Pennsylvania",2008,1,0,2008-01-01,110,6471,0
"25401","Oxford-Maine","Blair-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"25402","Oxford-Maine","Blair-Pennsylvania",2012,1,0,2012-01-01,674,6351,0
"25403","Oxford-Maine","Blair-Pennsylvania",2015,1,0,2015-01-01,760,6561,0
"25404","Oxford-Maine","Blair-Pennsylvania",2013,1,0,2013-01-01,730,6505,0
"25405","Oxford-Maine","Clearfield-Pennsylvania",2009,1,0,2009-01-01,182,6489,0
"25406","Oxford-Maine","Clearfield-Pennsylvania",2018,1,0,2018-01-01,760,6561,0
"25407","Oxford-Maine","Clearfield-Pennsylvania",2007,1,0,2007-01-01,20,6541,0
"25408","Oxford-Maine","Clearfield-Pennsylvania",2011,1,0,2011-01-01,464,6489,0
