GC,title,lat,lon,country,region,county,numfinds,,
 GC8C6QP,Saint-Michel à Valmeinier #3 : La route de la mine,N 45° 12.424,E 006° 28.828,France,Auvergne-Rhône-Alpes,Savoie,9,,
 GC8C9PX,Grotta misteriosa - Reggia di Caserta,N 41° 04.554,E 014° 19.296,Italy,Campania,Caserta,23,,
 GC8CM2A,3 - Di Cuma - Sibyl's Cave,N 40° 50.808,E 014° 03.182,Italy,Campania,Napoli,13,,
 GC8CME8,la mine/surface mine,N 43° 24.274,E 002° 56.547,France,Occitanie,Hérault,21,,
 GC8CQ35,la Grotta della Sinaiola sul sentiero Medievale,N 44° 02.107,E 011° 28.438,Italy,Toscana,Firenze,1,,
 GC8CQ5Z,Hagener Geocaching Stammtisch - Cave 66 [11],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,16,,
 GC8CR6N,Kopalnia,N 51° 03.889,E 021° 05.306,Poland,Świętokrzyskie,Starachowicki (Świętokrzyskie),9,,
 GC8D0G4,Betyár barlang ,N 46° 49.452,E 018° 03.756,Hungary,Somogy,Siófoki járás,5,,
 GC8D8NM,Vipavska jama,N 45° 50.770,E 013° 57.600,Slovenia,Goriška,Vipava,16,,
 GC8DJZ6,1 La tourniquette des Zinzins: La cave,N 43° 54.899,E 004° 30.666,France,Occitanie,Gard,4,,
 GC8DKNQ,BIENVENUE .... à la grange! ,N 46° 23.053,E 006° 48.156,France,Auvergne-Rhône-Alpes,Haute-Savoie,7,,
 GC8DTTH,La mine de Brouffier,N 45° 01.867,E 005° 54.047,France,Auvergne-Rhône-Alpes,Isère,10,,
 GC8DVED,la cave coopérative,N 43° 06.710,E 002° 50.137,France,Occitanie,Aude,13,,
 GC8DVF9,Hagener Geocaching Stammtisch - Cave 66 [12],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,7,,
 GC8DXVC,du haut des falaises - mine de vienne #2,N 45° 30.125,E 004° 51.543,France,Auvergne-Rhône-Alpes,Isère,14,,
 GC8DXWM, #mine de Vienne,N 45° 30.258,E 004° 51.560,France,Auvergne-Rhône-Alpes,Isère,18,,
 GC8E3TC,Cave Idus Martias!,N 47° 17.769,E 008° 33.724,Switzerland,Zürich,Thalwil (1),31,,
 GC8E4A6,Le Pas de la Mine,N 45° 01.982,E 005° 54.054,France,Auvergne-Rhône-Alpes,Isère,13,,
 GC8E7MB,Kopalnia Kruszywa w Łojewie,N 52° 44.785,E 018° 17.495,Poland,Kujawsko-Pomorskie,Inowrocławski (Kujawsko-Pomorskie),4,,
 GC8EB7K,"Taliin agui, cave",N 45° 35.413,E 114° 30.046,Mongolia, , ,1,,
 GC8EFX8,#3 Les Mines de Trémuson - Entrée de mine,N 48° 31.913,W 002° 49.886,France,Bretagne,Côtes-d'Armor,25,,
 GC8EGKJ,Ptite grotte,N 47° 09.096,E 007° 15.204,Switzerland,Bern,Biel/Bienne (2),12,,
 GC8EH6M,The little Cave Cache,N 46° 38.104,E 014° 04.660,Austria,Kärnten,Klagenfurt-Land,126,,
 GC8EQN8,De la mine au rugby,N 50° 23.951,E 003° 54.007,Belgium,Hainaut,Frameries,20,,
 GC8ERYG,Hard Work in the Mine,N 52° 19.553,E 010° 12.572,Germany,Niedersachsen,Peine (Lkr),35,,
 GC8F1EP,Grotta Su Marmuri,N 39° 48.916,E 009° 29.284,Italy,Sardegna,Ogliastra,1,,
 GC8F26F,Remete-barlang ösvény,N 47° 46.683,E 018° 55.481,Hungary,Pest megye,Szobi járás,1,,
 GC8F29W,Il David tra le cave,N 44° 04.816,E 010° 09.525,Italy,Toscana,Massa e Carrara,4,,
 GC8F9K7,Kögelberg Cave,N 48° 24.688,E 015° 34.970,Austria,Niederösterreich,Bezirk Krems an der Donau (Stadt),67,,
 GC8FFDD,NN-98- Stan wojenny-Kopalnia Wujek,N 54° 07.801,E 020° 24.392,Poland,Warmińsko-Mazurskie,Lidzbarski (Warmińsko-Mazurskie),32,,
 GC8FMRY,Hagener Geocaching Stammtisch - Cave 66 [13],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,8,,
 GC8G34F,Kopalnia sarkopsydu,N 50° 44.188,E 016° 26.178,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),4,,
 GC8G97D,Hagener Geocaching Stammtisch - Cave 66 [14],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,12,,
 GC8GB4K,La Grotta Azzurra - Capri,N 40° 33.663,E 014° 12.350,Italy,Campania,Napoli,10,,
 GC8GBVA,Höhle,N 48° 20.490,E 015° 41.538,Austria,Niederösterreich,Bezirk St. Pölten,64,,
 GC8GXWN,Hagener Geocaching Stammtisch - Cave 66 [15],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,9,,
 GC8H6YV,Ancienne mine de Neffiès,N 43° 32.415,E 003° 19.256,France,Occitanie,Hérault,6,,
 GC8H957,Grotta della Neve (ingresso 2),N 37° 46.287,E 015° 04.311,Italy,Sicilia,Catania,8,,
 GC8HCT4,[KOKO]  - Kopalnia bursztynu,N 54° 21.072,E 018° 29.609,Poland,Pomorskie,Gdańsk (Pomorskie),35,,
 GC8HCW5,La grotte de Hohière,N 50° 21.462,E 005° 33.966,Belgium,Luxembourg,Durbuy,10,,
 GC8HCXN,Kopalnia Węgla Kamiennego Czechowice-Dz.,N 49° 56.295,E 019° 00.958,Poland,Śląskie,Bielski (Śląskie),13,,
 GC8HD7N,Grotta di Cocceio,N 40° 50.413,E 014° 04.249,Italy,Campania,Napoli,14,,
 GC8HHP1,La mine de Fer de L'esquerde #2,N 42° 48.355,E 002° 31.249,France,Occitanie,Pyrénées-Orientales,3,,
 GC8J2MP,Le cave di Piero,N 43° 25.019,E 010° 34.718,Italy,Toscana,Pisa,10,,
 GC8J4J1,Hagener Geocaching Stammtisch - Cave 66 [16],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,15,,
 GC8JD0K,La grotte mine de la Vitarelle,N 44° 12.682,E 003° 03.860,France,Occitanie,Aveyron,10,,
 GC8JDNK,Musée de la Mine,N 46° 28.953,E 003° 07.760,France,Auvergne-Rhône-Alpes,Allier,22,,
 GC8JPEA,Grotta di Serracozzo 1971,N 37° 45.379,E 015° 03.237,Italy,Sicilia,Catania,3,,
 GC8K3H2,Hagener Geocaching Stammtisch - Cave 66 [17],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,0,,
 GC8K72Z,[ASX] Grotta di S. Ubaldo,N 43° 34.809,E 012° 27.536,Italy,Marche,Pesaro e Urbino,6,,
 GC8KBCH,Mine de Dielette,N 49° 32.573,W 001° 51.978,France,Normandie,Manche,7,,
 GC8KBRJ,La grotte abandonnée ,N 50° 38.254,E 003° 17.419,Belgium,Hainaut,Tournai,25,,
 GC8KDBZ,Hagener Geocaching Stammtisch - Cave 66 [18],N 51° 21.200,E 007° 28.730,Germany,Nordrhein-Westfalen,Hagen,0,,
 GC8KFYR,La mine (2),N 45° 33.105,E 004° 51.210,France,Auvergne-Rhône-Alpes,Isère,6,,
 GC8KXTE,Grotta Marozza,N 42° 03.979,E 012° 39.194,Italy,Lazio,Roma,2,,
 GC8MT2C,Fledermaushöhle / bat cave,N 50° 34.211,E 009° 42.432,Germany,Hessen,Fulda (Lkr),73,,
 GC8N2VF,Kopalnia piasku kwarcowego w Żabinku - Wydma,N 52° 12.169,E 016° 52.886,Poland,Wielkopolskie,Poznański (Wielkopolskie),6,,
 GC8NDX7,Filialkirche - Hohle Gasse,N 48° 15.528,E 015° 37.162,Austria,Niederösterreich,Bezirk St. Pölten,27,,
 GC8NECX,Höhle im Vituspark,N 46° 46.450,E 014° 20.937,Austria,Kärnten,Bezirk Sankt Veit an der Glan,18,,
 GC8NZHC,Elle à bonne mine,N 43° 40.700,E 003° 08.545,France,Occitanie,Hérault,3,,
 GC8PPNZ,Jaskinia na Dupce,N 50° 41.957,E 019° 21.753,Poland,Śląskie,Częstochowski (Śląskie),13,,
 GC8PQBT,Nitrianska Hradná Jaskyňa / Nitra Castle Cave,N 48° 19.122,E 018° 05.185,Slovakia,Nitriansky kraj,Nitra,40,,
 GC8PR0Z,Kopalnia uranu w Starym Julianowie,N 50° 47.057,E 016° 21.610,Poland,Dolnośląskie,Wałbrzyski (Dolnośląskie),3,,
 GC8PT2F,"Cave, Hatiny",N 48° 39.183,E 021° 00.068,Slovakia,Košický kraj,Košice - okolie,13,,
 GC8Q48K,[RPP] Kopalnia piasku,N 53° 31.507,E 014° 57.136,Poland,Zachodniopomorskie,Goleniowski (Zachodniopomorskie),9,,
 GC8Q4H5,La mine,N 43° 53.708,E 007° 15.491,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,7,,
 GC8R0EQ,Lurška jama,N 46° 05.399,E 015° 28.486,Slovenia,Savinja Statistical Region,Kozje,4,,
 GC8R5GF,Beceletova jama,N 45° 50.865,E 015° 12.285,Slovenia,Jugovzhodna Slovenija,Novo mesto,12,,
 GC8RAD8,Tata(kő)bánya,N 47° 34.642,E 018° 24.892,Hungary,Komárom-Esztergom,Tatabányai járás,7,,
 GC8RD2R,Taverny # La cave gallo-romaine,N 49° 01.371,E 002° 12.590,France,Île-de-France,Val-d'Oise,31,,
 GC8RJHX,#2 la grotte,N 46° 11.347,E 007° 27.264,Switzerland,Valais,Saint-Martin (VS) (23),26,,
 GC8RV79,Entre cave et chapelle,N 44° 13.837,E 004° 55.785,France,Provence-Alpes-Côte d'Azur,Vaucluse,16,,
 GC8T1DR,Schürfen im Bergwerk,N 48° 09.255,E 014° 00.907,Austria,Oberösterreich,Wels,8,,
 GC8TCCA,La Grotte d'Allain,N 50° 35.877,E 003° 24.703,Belgium,Hainaut,Tournai,20,,
 GC8TP67,Glija jama,N 46° 06.583,E 015° 26.360,Slovenia,Savinja Statistical Region,Šentjur,3,,
 GC8V2CE,La Multi-cave de Louhans,N 46° 37.751,E 005° 13.351,France,Bourgogne-Franche-Comté,Saône-et-Loire,13,,
 GC8V41P,La Fage - Mine abandonnée,N 43° 59.380,E 003° 48.343,France,Occitanie,Gard,1,,
 GC8V80X,Grotte Notre-Dame de Lourdes,N 47° 15.428,E 007° 06.826,Switzerland,Jura,Les Genevez (JU) (26),23,,
 GC8V8EH,Grotte de Corbois,N 50° 09.863,E 005° 13.948,Belgium,Namur,Rochefort,26,,
 GC8V8FT,Grotte du Pré au Tonneau,N 50° 09.368,E 005° 14.145,Belgium,Namur,Rochefort,20,,
 GC8VM6H,Grotte am Maggenberg,N 46° 48.688,E 007° 12.816,Switzerland,Fribourg,Tafers (10),42,,
 GC8VTRV,Grotta mazzamuto (sabu04) ,N 38° 01.407,E 013° 33.747,Italy,Sicilia,Palermo,2,,
 GC8VVW7,La grotta del Semalo ,N 45° 38.574,E 010° 55.078,Italy,Veneto,Verona,5,,
 GC8WAF2,Tu była kopalnia...,N 50° 16.855,E 019° 08.901,Poland,Śląskie,Sosnowiec (Śląskie),25,,
 GC8WR93,EN MONTANT AU TAILLEFER#VUE SUR LE PAS DE LA MINE#,N 45° 02.327,E 005° 53.735,France,Auvergne-Rhône-Alpes,Isère,10,,
 GC8WZN1,Die Höhle,N 47° 13.809,E 011° 53.836,Austria,Tirol,Schwaz,18,,
 GC8X32X,Avoir bonne mine ,N 50° 28.452,E 002° 28.898,France,Hauts-de-France,Pas-de-Calais,11,,
 GC8X6JY,CMC #1  La Carrière de la mine,N 48° 38.014,E 006° 06.606,France,Grand-Est,Meurthe-et-Moselle,12,,
 GC8X84F,Grotta dei Briganti,N 41° 18.186,E 014° 32.451,Italy,Campania,Benevento,0,,
 GC8XNYF,Grotta di Pastena,N 41° 29.793,E 013° 29.440,Italy,Lazio,Frosinone,1,,
 GC8XRCT,Dal parco delle cave a Boscoincittà,N 45° 28.739,E 009° 05.747,Italy,Lombardia,Milano,6,,
 GC8Y4PW,Kopalnia borowiny / peloid mine 🇵🇱🇬🇧,N 54° 10.676,E 015° 37.001,Poland,Zachodniopomorskie,Kołobrzeski (Zachodniopomorskie),1,,
 GC8Y6FE,Emil Racoviță Cave,N 48° 17.000,E 026° 38.000,Ukraine,Chernivtsi,Новоселицький район,0,,
 GC8YHK7,Kleine Höhle am Rande der Straße,N 47° 41.269,E 015° 58.902,Austria,Niederösterreich,Bezirk Neunkirchen,15,,
 GC8YQZK,Ovito - La Grotta,N 42° 08.292,E 013° 08.129,Italy,Abruzzo,L'Aquila,3,,
 GC8Z3CW,Grotta di Campo Braca,N 41° 25.044,E 014° 20.844,Italy,Campania,Caserta,4,,
 GC8Z6HX,Grotta dell'orso,N 41° 24.817,E 014° 27.177,Italy,Campania,Caserta,0,,
 GC8Z6MT,Grotta delle Rose,N 41° 24.479,E 014° 27.290,Italy,Campania,Caserta,0,,
 GC8ZCMH,B 24 Liberator in Valle delle Mine,N 46° 28.399,E 010° 08.087,Italy,Lombardia,Sondrio,1,,
 GC8ZJVB,Ancienne Mine de l'Epine,N 46° 00.763,E 006° 38.925,France,Auvergne-Rhône-Alpes,Haute-Savoie,1,,
 GC8ZMK1,Bonus Adventure Lab Blegny-Mine,N 50° 41.171,E 005° 43.417,Belgium,Liège,Blegny,7,,
 GC8ZMQ2,La grotta delle Ossa,N 40° 01.807,E 015° 18.298,Italy,Campania,Salerno,0,,
 GC8ZPW3,La grotta delle Ossa - Earthcache,N 40° 01.795,E 015° 18.280,Italy,Campania,Salerno,0,,
 GC8ZV32,Kleine Höhle,N 46° 35.873,E 014° 35.630,Austria,Kärnten,Völkermarkt,9,,
 GC8ZVND,Steenkoolmijn Winterslag wordt C-mine (BONUS),N 50° 58.349,E 005° 29.099,Belgium,Limburg,Genk,19,,
 GC8ZVT3,Kopalnia piasku,N 51° 24.473,E 022° 27.386,Poland,Lubelskie,Lubartowski (Lubelskie),1,,
 GC903G8,Ice cave,N 49° 01.025,E 019° 35.001,Slovakia,Žilinský kraj,Liptovský Mikuláš,7,,
 GC9067R,Grotta Nera,N 45° 37.807,E 013° 51.058,Italy,Friuli-Venezia Giulia,Provincia di Trieste,1,,
 GC908Y3,Grotta della Madonna del bosco,N 45° 33.247,E 009° 34.560,Italy,Lombardia,Bergamo,5,,
 GC90K84,Geocache della grotta dell’eremita ,N 44° 25.404,E 009° 01.103,Italy,Liguria,Genova,6,,
 GC90P9J,Dolina Kluczwody- Jaskinia,N 50° 09.258,E 019° 49.222,Poland,Małopolskie,Krakowski (Małopolskie),1,,
 GCD481,Lava cave,N 48° 06.261,E 019° 58.308,Hungary,Nógrád,Salgótarjáni járás,42,,
 GCGAWQ,Fohlenhaus (small cave),N 48° 31.086,E 010° 03.076,Germany,Baden-Württemberg,Alb-Donau-Kreis,380,,
 GCGC98,Cave Lodge,N 49° 01.420,E 008° 33.730,Germany,Baden-Württemberg,Karlsruhe (Lkr),152,,
 GCGDY3,Cave of Dorneck,N 47° 28.791,E 007° 37.676,Switzerland,Solothurn,Dornach (11),110,,
 GCGF35,Baradla cave in Aggtelek,N 48° 28.550,E 020° 30.085,Hungary,Borsod-Abaúj-Zemplén,Putnoki járás,413,,
 GCGF39,The cave of Vecsembükk,N 48° 34.012,E 020° 43.600,Hungary,Borsod-Abaúj-Zemplén,Edelényi járás,2,,
 GCGM1G,The Pirates Cave,N 50° 09.710,E 007° 54.930,Germany,Hessen,Rheingau-Taunus-Kreis,51,,
 GCHF86,Uncle Bear's Cave,N 47° 37.957,E 018° 58.287,Hungary,Pest megye,Szentendrei járás,187,,
 GCHPGZ,Auntie Spring is sad (Cat-cave),N 47° 38.613,E 018° 56.645,Hungary,Pest megye,Szentendrei járás,111,,
 GCHR3A,Grotte de Baron Goffinet,N 49° 58.081,E 005° 27.712,Belgium,Luxembourg,Libramont-Chevigny,36,,
 GCJ26Z,Pálvölgyi and Mátyáshegyi Cave,N 47° 32.027,E 019° 00.992,Hungary,Budapest,Budapest,174,,
 GCJQ7E,Baarburg-Cave,N 47° 12.360,E 008° 33.165,Switzerland,Zug,Baar (9),14,,
 GCKQ84,Murphys Cave,N 47° 52.158,E 009° 00.546,Germany,Baden-Württemberg,Konstanz (Lkr),346,,
 GCKX8D,bat-cave,N 52° 23.173,E 006° 02.940,Netherlands,Gelderland,Heerde,28,,
 GCKXQF,Surprise for Claudia 4 - vom Berg in die Höhle,N 48° 21.170,E 014° 27.634,Austria,Oberösterreich,Freistadt,101,,
 GCM7WE,BATMANS CAVE,N 47° 43.835,E 008° 52.315,Germany,Baden-Württemberg,Konstanz (Lkr),59,,
 GCMN1K,KRYOS CAVE,N 48° 04.284,E 008° 25.057,Germany,Baden-Württemberg,Schwarzwald-Baar-Kreis,41,,
 GCMQPB,Ördöglyuk / Devil's Hole Cave,N 47° 35.438,E 018° 54.339,Hungary,Pest megye,Pilisvörösvári járás,214,,
 GCN53Y,Cave In The Sky,N 48° 05.614,E 016° 59.100,Austria,Burgenland,Bezirk Neusiedl am See,49,,
 GCN6AA,Cave Lodge Reloaded,N 49° 01.080,E 008° 34.230,Germany,Baden-Württemberg,Karlsruhe (Lkr),24,,
 GCP08F,La mine perdue,N 50° 41.645,E 005° 40.625,Belgium,Liège,Visé,71,,
 GCP791,welcome to: Huntman's Cave huge cavern,N 47° 16.238,E 015° 35.062,Austria,Steiermark,Weiz,206,,
 GCP8B5,Sir Emile et le tresor de la grotte,N 50° 21.728,E 004° 27.559,Belgium,Hainaut,Gerpinnes,22,,
 GCP9JK,Grotte d'Odxette Matran,N 46° 46.866,E 007° 06.037,Switzerland,Fribourg,Hauterive (FR) (10),106,,
 GCPB3K,welcome to: Huntman's Cave No. 9,N 47° 16.203,E 015° 35.011,Austria,Steiermark,Weiz,229,,
 GCPX5R,welcome to: Huntman's Cave g&s Echoloch,N 47° 15.968,E 015° 34.923,Austria,Steiermark,Weiz,63,,
 GCQ7R4,"Grotta dei  5 Laghi, Monte Nerone",N 43° 34.104,E 012° 31.033,Italy,Marche,Pesaro e Urbino,21,,
 GCQ9KZ,Fairy cave,N 47° 42.583,E 018° 49.599,Hungary,Komárom-Esztergom,Esztergomi járás,77,,
 GCQAKM,Lourdes-Grotte Ramiswil,N 47° 21.080,E 007° 39.749,Switzerland,Solothurn,Mümliswil-Ramiswil (11),238,,
 GCQCG6,Cave of Táborhegy (GCKBrl),N 47° 33.008,E 019° 00.705,Hungary,Budapest,Budapest,339,,
 GCQXMP,CSI:GERMANY \ 11 \ crazy mine,N 54° 04.579,E 010° 46.810,Germany,Schleswig-Holstein,Ostholstein (Kr),17,,
 GCRTDY,IMC No. 3 S-DE - Where is the cave gone?,N 51° 14.299,E 007° 33.404,Germany,Nordrhein-Westfalen,Märkischer Kreis,48,,
 GCRTEG,La grotte de Las Manes - Las Manes cave,N 44° 00.077,W 000° 24.604,France,Nouvelle-Aquitaine,Landes,16,,
 GCRWMY,Mine Schmalgraf,N 50° 41.818,E 005° 59.157,Belgium,Liège,Lontzen,18,,
 GCRZ1F,La mine de Plombières (Earthcache),N 50° 44.280,E 005° 57.639,Belgium,Liège,Plombières,295,,
 GCRZH1,Der Schlupflochfelsen im Ailsbachtal,N 49° 48.986,E 011° 21.860,Germany,Bayern,Bayreuth (Lkr),588,,
 GCV3GW,CCC - Coprophagus' Cave Czernice geocache,N 49° 41.742,E 013° 24.586,Czechia,Plzeňský kraj,Plzeň-město,159,,
 GCV3ZE,The Lóczy Cave,N 46° 58.135,E 017° 52.450,Hungary,Veszprém,Balatonfüredi járás,942,,
 GCVQAA,"Ajka-Csingervalley -  ""Macskalik"" cave",N 47° 03.698,E 017° 38.081,Hungary,Veszprém,Veszprémi járás,71,,
 GCVTP3,Lourdes-Grotte Laupersdorf,N 47° 19.504,E 007° 38.964,Switzerland,Solothurn,Laupersdorf (11),184,,
 GCW986,Cave of Csakvar - Tracking the primal horse,N 47° 22.638,E 018° 26.430,Hungary,Fejér,Bicskei járás,290,,
 GCWE9V,BALCARKA / BALCARKA CAVE,N 49° 22.564,E 016° 45.479,Czechia,Jihomoravský kraj,Blansko,3619,,
 GCWM3P,Djungle Cave,N 49° 02.785,E 008° 33.811,Germany,Baden-Württemberg,Karlsruhe (Lkr),19,,
 GCWNAW,Labajowa Cave - Jaskinia Labajowa,N 50° 11.446,E 019° 46.349,Poland,Małopolskie,Krakowski (Małopolskie),203,,
 GCWQ18,Lourdes Grotte - Libingen,N 47° 19.532,E 009° 00.910,Switzerland,St. Gallen,Mosnang (17),73,,
 GCX9PT,Grotte N-D de Lourdes,N 50° 33.852,E 003° 55.203,Belgium,Hainaut,Lens,23,,
 GCXD62,La grotte Notre-Dame de Lourdes.,N 50° 17.580,E 005° 54.589,Belgium,Luxembourg,Vielsalm,92,,
 GCXF5X,Squeaks Cave,N 45° 21.517,E 000° 31.202,France,Nouvelle-Aquitaine,Dordogne,38,,
 GCXGJK,The Komoniecki Cave,N 49° 45.517,E 019° 24.603,Poland,Śląskie,żywiecki (Śląskie),8,,
 GCXJ4A,Josephs stone (Aragonit cave),N 49° 31.888,E 017° 44.695,Czechia,Olomoucký kraj,Přerov,441,,
 GCXMFC,La grotte aux fées,N 46° 42.138,E 006° 20.953,Switzerland,Vaud,Vallorbe (22),200,,
 GCY928,Dripstone Cave at Abaliget (GCABAL),N 46° 08.082,E 018° 06.977,Hungary,Baranya,Pécsi járás,221,,
 GCZY5W,Grüss Grotte,N 47° 18.415,E 007° 13.155,Switzerland,Jura,Haute-Sorne (26),96,,
GC1FMW8,Baradla Barlang – Baradla Cave,N 48° 27.918,E 020° 29.910,Hungary,Borsod-Abaúj-Zemplén,Putnoki járás,278,,
GC1X40P,The old mine,N 46° 37.782,E 013° 41.767,Austria,Kärnten,Villach-Land,66,,
GC22ECD,The mystery of the Mine,N 49° 47.457,E 006° 29.958,Luxembourg,Canton Echternach,Rosport,150,,
GC28C0,Schaad's Pirate Cave,N 46° 44.073,E 007° 20.825,Switzerland,Bern,Guggisberg (2),212,,
GC2GY8H,Marble Cave (Mramornoe),N 44° 47.463,E 034° 16.954,Ukraine,Autonomous Republic of Crimea,Сімферопольський район,32,,
GC5799,Close to the Dryads cave,N 48° 25.767,E 002° 39.240,France,Île-de-France,Seine-et-Marne,361,,
GC58C2,Vernazza Rock Cave,N 44° 08.117,E 009° 40.891,Italy,Liguria,La Spezia,0,,
GC5ERKX,"Minë""Case Bellotti-Gran Burrone",N 46° 05.860,E 011° 45.002,Italy,Veneto,Belluno,4,,
GCA1AD,Left Wastleland Cave,N 48° 01.579,E 016° 14.141,Austria,Niederösterreich,Bezirk Baden,6,,
GCH70W,GCSILI-Silica (Szilice) Ice cave,N 48° 33.024,E 020° 30.279,Slovakia,Košický kraj,Rožňava,569,,
GCHJPZ,War Cave,N 49° 31.645,E 006° 15.900,Luxembourg,Canton Remich,Mondorf-les-Bains,853,,
GCJH51,Old Mine - Großholz,N 48° 59.481,E 010° 48.489,Germany,Bayern,Weißenburg-Gunzenhausen (Lkr),193,,
GCN8JZ,"Grotta dei Gessi, Valmarecchia #1",N 43° 55.553,E 012° 20.348,Italy,Emilia-Romagna,Rimini,92,,
GCPKXY,Cave Freak,N 50° 30.179,E 005° 11.550,Belgium,Liège,Huy,153,,
GCQCZE,Permonik (Mine Dwarf),N 49° 49.687,E 013° 16.868,Czechia,Plzeňský kraj,Plzeň-sever,128,,
GCWNAW,Labajowa Cave - Jaskinia Labajowa,N 50° 11.446,E 019° 46.349,Poland,Małopolskie,Krakowski (Małopolskie),203,,
GCYJAE,Old  Mine,N 45° 30.801,E 007° 45.498,Italy,Piemonte,Torino,50,,
GCYP8V,Zvoniva jama,N 48° 37.073,E 020° 25.540,Slovakia,Košický kraj,Rožňava,137,,
GCYZ8W,Himmel-oder-Höhle,N 48° 01.410,E 016° 13.940,Austria,Niederösterreich,Bezirk Baden,466,,
