"","gc.lat","gen.lat","gc.lon","gen.lon","dist","Region","Country","Province","StrainID","sra_code","lon.x","cave","year","adj.lat","adj.lon","GC","lon.y","max"
"128",45.8875,45.923222,-64.4227777777778,-64.645711,17748.3721131602,"North America","Canada","NB","NB14","NB14",-64.645711,"Berryton Cave",2012,45.8751,-64.871633,"GC16QVH",-64.4227777777778,14
"129",45.8875,45.923222,-64.4227777777778,-64.645711,17748.3721131602,"North America","Canada","NB","NB59","NB59",-64.645711,"White Cave",2012,45.923222,-64.645711,"GC16QVH",-64.4227777777778,14
"130",45.8875,45.923222,-64.4227777777778,-64.645711,17748.3721131602,"North America","Canada","NB","NB54","NB54",-64.645711,"White Cave",2012,45.923222,-64.645711,"GC16QVH",-64.4227777777778,14
"131",46.31,46.140093,-82.1308333333333,-81.907196,25580.4986107141,"North America","Canada","ON","ON15","ON15",-81.907196,"Missing29",2013,46.140093,-81.907196,"GC3WF6R",-82.1308333333333,19
"132",46.3325,46.31,-76.4122222222222,-78.71,176972.005690411,"North America","Canada","ON","ON8","ON8",-78.71,"Missing30",2013,46.31,-78.71,"GC4HWT8",-76.4122222222222,26
"133",46.3325,46.31,-76.4122222222222,-78.71,176972.005690411,"North America","Canada","ON","ON9","ON9",-78.71,"Missing30",2013,46.31,-78.71,"GC4HWT8",-76.4122222222222,26
"134",46.695,48.46,-81.2413888888889,-81.26,196241.384314235,"North America","Canada","ON","ON7","ON7",-81.26,"Missing38",2013,48.46,-81.26,"GC7WP2J",-81.2413888888889,3
"135",46.695,47.65,-81.2413888888889,-80.77,112023.712056742,"North America","Canada","ON","ON5","ON5",-80.77,"Missing34",2013,47.65,-80.77,"GC7WP2J",-81.2413888888889,3
"136",46.695,48.46,-81.2413888888889,-81.26,196241.384314235,"North America","Canada","ON","ON6","ON6",-81.26,"Missing38",2013,48.46,-81.26,"GC7WP2J",-81.2413888888889,3
"137",46.9625,47.002968,-71.4280555555556,-71.194153,18355.2826066911,"North America","Canada","QU","QU16","QU16",-71.194153,"Missing31",2013,47.002968,-71.194153,"GC2414Y",-71.4280555555556,19
"138",47.54,50.4454,-87.6733333333333,-86.0472,344304.189610244,"North America","Canada","ON","Gd00486","22972-2W",-86.0472,"Missing39",2010,50.4454,-86.0472,"GCPERA",-87.6733333333333,4
"139",47.9875,50.45,-64.1136111111111,30.5,6402984.03644346,"Europe","Ukraine","Ukraine","Gd00501","Gd44",30.5,"Missing40",2011,50.45,30.5,"GC2YDGW",-64.1136111111111,5
"140",48.545,48.16,-77.6780555555556,-80.02,178768.029166855,"North America","Canada","ON","ON1","ON1",-80.02,"Missing37",2013,48.16,-80.02,"GC5YFXF",-77.6780555555556,17
"141",48.545,48.15,-77.6780555555556,-80.0333,180009.703382571,"North America","Canada","ON","ON2","ON2",-80.03,"Missing36",2013,48.15,-80.03,"GC5YFXF",-77.6780555555556,17
"142",48.545,48.15,-77.6780555555556,-80.0333,180009.703382571,"North America","Canada","ON","Gd00085","22971-3",-80.0333,"Missing35",2010,48.15,-80.0333,"GC5YFXF",-77.6780555555556,17
