,county,WNS_MAP_YR,WNS_STATUS,county.y,touching,county1.incidence,year,num_shared
765,Keweenaw-Michigan,2013-14,Confirmed,Hardin-Kentucky,FALSE,0,2013,1
766,Keweenaw-Michigan,2013-14,Confirmed,Maury-Tennessee,FALSE,0,2013,1
767,Keweenaw-Michigan,2013-14,Confirmed,Bartow-Georgia,FALSE,0,2013,2
768,Keweenaw-Michigan,2013-14,Confirmed,Polk-Georgia,FALSE,0,2013,0
769,Keweenaw-Michigan,2013-14,Confirmed,Ontonagon-Michigan,FALSE,0,2013,58
770,Keweenaw-Michigan,2013-14,Confirmed,York-New Brunswick,FALSE,0,2013,0
771,Keweenaw-Michigan,2013-14,Confirmed,Inverness-Nova Scotia,FALSE,0,2013,0
772,Houghton-Michigan,2014-15,Confirmed,Des Moines-Iowa,FALSE,0,2014,2
773,Houghton-Michigan,2014-15,Confirmed,St. Louis-Missouri,FALSE,0,2014,0
774,Houghton-Michigan,2014-15,Confirmed,Phelps-Missouri,FALSE,0,2014,1
775,Houghton-Michigan,2014-15,Confirmed,Wright-Missouri,FALSE,0,2014,0
776,Houghton-Michigan,2014-15,Confirmed,Independence-Arkansas,FALSE,0,2014,0
777,Houghton-Michigan,2014-15,Confirmed,Garland-Arkansas,FALSE,0,2014,0
778,Houghton-Michigan,2014-15,Confirmed,Floyd-Georgia,FALSE,0,2014,0
779,Houghton-Michigan,2014-15,Confirmed,La Côte-De-Gaspé-Quebec,FALSE,0,2014,0
780,Ontonagon-Michigan,2013-14,Confirmed,Marion-Missouri,FALSE,0,2013,12
781,Ontonagon-Michigan,2013-14,Confirmed,Hocking-Ohio,FALSE,0,2013,2
782,Ontonagon-Michigan,2013-14,Confirmed,Hardin-Kentucky,FALSE,0,2013,0
783,Ontonagon-Michigan,2013-14,Confirmed,Maury-Tennessee,FALSE,0,2013,0
784,Ontonagon-Michigan,2013-14,Confirmed,Bartow-Georgia,FALSE,0,2013,1
785,Ontonagon-Michigan,2013-14,Confirmed,Polk-Georgia,FALSE,0,2013,0
786,Ontonagon-Michigan,2013-14,Confirmed,Keweenaw-Michigan,FALSE,0,2013,58
787,Ontonagon-Michigan,2013-14,Confirmed,York-New Brunswick,FALSE,0,2013,0
788,Ontonagon-Michigan,2013-14,Confirmed,Inverness-Nova Scotia,FALSE,0,2013,0
789,Green-Wisconsin,2015-16,Confirmed,St. Louis-Minnesota,FALSE,0,2015,7
790,Green-Wisconsin,2015-16,Confirmed,Douglas-Wisconsin,FALSE,0,2015,2
791,Green-Wisconsin,2015-16,Confirmed,Iron-Wisconsin,FALSE,0,2015,11
792,Green-Wisconsin,2015-16,Confirmed,Washington-Minnesota,FALSE,0,2015,7
793,Green-Wisconsin,2015-16,Confirmed,Iowa-Wisconsin,TRUE,0,2015,40
794,Green-Wisconsin,2015-16,Confirmed,Jackson-Iowa,FALSE,0,2015,4
795,Green-Wisconsin,2015-16,Confirmed,Taney-Missouri,FALSE,0,2015,1
796,Green-Wisconsin,2015-16,Confirmed,Benton-Arkansas,FALSE,0,2015,2
797,Green-Wisconsin,2015-16,Confirmed,Calhoun-Alabama,FALSE,0,2015,0
798,Warren-Pennsylvania,2011-12,Confirmed,Cuyahoga-Ohio,FALSE,0,2011,7
799,Warren-Pennsylvania,2011-12,Confirmed,Clearfield-Pennsylvania,FALSE,0,2011,12
800,Warren-Pennsylvania,2011-12,Confirmed,Hancock-Tennessee,FALSE,0,2011,0
801,Warren-Pennsylvania,2011-12,Confirmed,Hamilton-Tennessee,FALSE,0,2011,2
802,Warren-Pennsylvania,2011-12,Confirmed,Jackson-Alabama,FALSE,0,2011,0
803,Warren-Pennsylvania,2011-12,Confirmed,Wellington-Ontario,FALSE,0,2011,18
804,Warren-Pennsylvania,2011-12,Confirmed,Colchester-Nova Scotia,FALSE,0,2011,0
805,Warren-Pennsylvania,2011-12,Confirmed,Westmorland-New Brunswick,FALSE,0,2011,0
806,Warren-Pennsylvania,2011-12,Confirmed,Kings-New Brunswick,FALSE,0,2011,0
807,Itasca-Minnesota,2016-17,Confirmed,Fillmore-Minnesota,FALSE,0,2016,31
808,Itasca-Minnesota,2016-17,Confirmed,Shelby-Alabama,FALSE,0,2016,0
809,Itasca-Minnesota,2016-17,Confirmed,Lancaster-Nebraska,FALSE,0,2016,0
810,Itasca-Minnesota,2016-17,Confirmed,Blount-Alabama,FALSE,0,2016,0
811,Custer-South Dakota,2017-18,Confirmed,Newton-Missouri,FALSE,0,2017,1
812,Lancaster-Nebraska,2016-17,Suspect,Fillmore-Minnesota,FALSE,1,2016,1
813,Lancaster-Nebraska,2016-17,Suspect,Shelby-Alabama,FALSE,1,2016,0
814,Lancaster-Nebraska,2016-17,Suspect,Itasca-Minnesota,FALSE,1,2016,0
815,Lancaster-Nebraska,2016-17,Suspect,Blount-Alabama,FALSE,1,2016,0
816,Newton-Missouri,2017-18,Suspect,Custer-South Dakota,FALSE,1,2017,1
817,Rowan-North Carolina,2018-19,Suspect,Bexar-Texas,FALSE,1,2018,4
818,Blount-Alabama,2016-17,Suspect,Fillmore-Minnesota,FALSE,1,2016,0
819,Blount-Alabama,2016-17,Suspect,Shelby-Alabama,FALSE,1,2016,14
820,Blount-Alabama,2016-17,Suspect,Itasca-Minnesota,FALSE,1,2016,0
821,Blount-Alabama,2016-17,Suspect,Lancaster-Nebraska,FALSE,1,2016,0
822,Bexar-Texas,2018-19,Suspect,Rowan-North Carolina,FALSE,1,2018,4
823,Saint John-New Brunswick,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
824,Saint John-New Brunswick,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
825,Saint John-New Brunswick,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
826,Saint John-New Brunswick,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,0
827,Saint John-New Brunswick,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,1
828,Saint John-New Brunswick,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
829,Saint John-New Brunswick,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,0
830,Saint John-New Brunswick,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,0
831,Saint John-New Brunswick,2010-11,Confirmed,Nipissing District (Part 1 Of)-Ontario,FALSE,0,2010,1
832,Saint John-New Brunswick,2010-11,Confirmed,Halton Regional Municipality-Ontario,FALSE,0,2010,1
833,Saint John-New Brunswick,2010-11,Confirmed,Haliburton-Ontario,FALSE,0,2010,0
834,Saint John-New Brunswick,2010-11,Confirmed,Albert-New Brunswick,FALSE,0,2010,4
835,Saint John-New Brunswick,2010-11,Confirmed,Hants-Nova Scotia,FALSE,0,2010,3
836,Saint John-New Brunswick,2010-11,Confirmed,Kings-Nova Scotia,FALSE,0,2010,3
837,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Des Moines-Iowa,FALSE,0,2014,1
838,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,St. Louis-Missouri,FALSE,0,2014,1
839,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Phelps-Missouri,FALSE,0,2014,0
840,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Wright-Missouri,FALSE,0,2014,0
841,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Independence-Arkansas,FALSE,0,2014,0
842,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Garland-Arkansas,FALSE,0,2014,0
843,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Floyd-Georgia,FALSE,0,2014,0
844,La Côte-De-Gaspé-Quebec,2014-15,Confirmed,Houghton-Michigan,FALSE,0,2014,0
845,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
846,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
847,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
848,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,0
849,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,1
850,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
851,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,0
852,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,0
853,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Saint John-New Brunswick,FALSE,0,2010,1
854,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Halton Regional Municipality-Ontario,FALSE,0,2010,0
855,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Haliburton-Ontario,FALSE,0,2010,0
856,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Albert-New Brunswick,FALSE,0,2010,0
857,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Hants-Nova Scotia,FALSE,0,2010,0
858,Nipissing District (Part 1 Of)-Ontario,2010-11,Confirmed,Kings-Nova Scotia,FALSE,0,2010,1
859,Halton Regional Municipality-Ontario,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
860,Halton Regional Municipality-Ontario,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
861,Halton Regional Municipality-Ontario,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
862,Halton Regional Municipality-Ontario,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,0
863,Halton Regional Municipality-Ontario,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,0
864,Halton Regional Municipality-Ontario,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
865,Halton Regional Municipality-Ontario,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,0
866,Halton Regional Municipality-Ontario,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,0
867,Halton Regional Municipality-Ontario,2010-11,Confirmed,Saint John-New Brunswick,FALSE,0,2010,1
868,Halton Regional Municipality-Ontario,2010-11,Confirmed,Nipissing District (Part 1 Of)-Ontario,FALSE,0,2010,0
869,Halton Regional Municipality-Ontario,2010-11,Confirmed,Haliburton-Ontario,FALSE,0,2010,2
870,Halton Regional Municipality-Ontario,2010-11,Confirmed,Albert-New Brunswick,FALSE,0,2010,0
871,Halton Regional Municipality-Ontario,2010-11,Confirmed,Hants-Nova Scotia,FALSE,0,2010,0
872,Halton Regional Municipality-Ontario,2010-11,Confirmed,Kings-Nova Scotia,FALSE,0,2010,0
873,Haliburton-Ontario,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
874,Haliburton-Ontario,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
875,Haliburton-Ontario,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
876,Haliburton-Ontario,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,0
877,Haliburton-Ontario,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,0
878,Haliburton-Ontario,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
879,Haliburton-Ontario,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,0
880,Haliburton-Ontario,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,0
881,Haliburton-Ontario,2010-11,Confirmed,Saint John-New Brunswick,FALSE,0,2010,0
882,Haliburton-Ontario,2010-11,Confirmed,Nipissing District (Part 1 Of)-Ontario,FALSE,0,2010,0
883,Haliburton-Ontario,2010-11,Confirmed,Halton Regional Municipality-Ontario,FALSE,0,2010,2
884,Haliburton-Ontario,2010-11,Confirmed,Albert-New Brunswick,FALSE,0,2010,0
885,Haliburton-Ontario,2010-11,Confirmed,Hants-Nova Scotia,FALSE,0,2010,0
886,Haliburton-Ontario,2010-11,Confirmed,Kings-Nova Scotia,FALSE,0,2010,0
887,Hastings-Ontario,2009-10,Confirmed,Orange-New York,FALSE,0,2009,0
888,Hastings-Ontario,2009-10,Confirmed,Monroe-Pennsylvania,FALSE,0,2009,0
889,Hastings-Ontario,2009-10,Confirmed,Blair-Pennsylvania,FALSE,0,2009,0
890,Hastings-Ontario,2009-10,Confirmed,Huntingdon-Pennsylvania,FALSE,0,2009,0
891,Hastings-Ontario,2009-10,Confirmed,Greenbrier-West Virginia,FALSE,0,2009,0
892,Hastings-Ontario,2009-10,Confirmed,Shannon-Missouri,FALSE,0,2009,0
893,Hastings-Ontario,2009-10,Confirmed,Sullivan-Tennessee,FALSE,0,2009,0
894,Hastings-Ontario,2009-10,Confirmed,Les Collines-De-L'Outaouais-Quebec,FALSE,0,2009,11
895,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Orange-New York,FALSE,0,2009,1
896,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Monroe-Pennsylvania,FALSE,0,2009,0
897,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Blair-Pennsylvania,FALSE,0,2009,1
898,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Huntingdon-Pennsylvania,FALSE,0,2009,0
899,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Greenbrier-West Virginia,FALSE,0,2009,1
900,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Shannon-Missouri,FALSE,0,2009,1
901,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Sullivan-Tennessee,FALSE,0,2009,1
902,Les Collines-De-L'Outaouais-Quebec,2009-10,Confirmed,Hastings-Ontario,FALSE,0,2009,11
903,Wellington-Ontario,2011-12,Confirmed,Cuyahoga-Ohio,FALSE,0,2011,3
904,Wellington-Ontario,2011-12,Confirmed,Clearfield-Pennsylvania,FALSE,0,2011,5
905,Wellington-Ontario,2011-12,Confirmed,Hancock-Tennessee,FALSE,0,2011,0
906,Wellington-Ontario,2011-12,Confirmed,Hamilton-Tennessee,FALSE,0,2011,0
907,Wellington-Ontario,2011-12,Confirmed,Jackson-Alabama,FALSE,0,2011,0
908,Wellington-Ontario,2011-12,Confirmed,Warren-Pennsylvania,FALSE,0,2011,18
909,Wellington-Ontario,2011-12,Confirmed,Colchester-Nova Scotia,FALSE,0,2011,0
910,Wellington-Ontario,2011-12,Confirmed,Westmorland-New Brunswick,FALSE,0,2011,1
911,Wellington-Ontario,2011-12,Confirmed,Kings-New Brunswick,FALSE,0,2011,2
912,York-New Brunswick,2013-14,Confirmed,Marion-Missouri,FALSE,0,2013,0
913,York-New Brunswick,2013-14,Confirmed,Hocking-Ohio,FALSE,0,2013,0
914,York-New Brunswick,2013-14,Confirmed,Hardin-Kentucky,FALSE,0,2013,0
915,York-New Brunswick,2013-14,Confirmed,Maury-Tennessee,FALSE,0,2013,0
916,York-New Brunswick,2013-14,Confirmed,Bartow-Georgia,FALSE,0,2013,0
917,York-New Brunswick,2013-14,Confirmed,Polk-Georgia,FALSE,0,2013,0
918,York-New Brunswick,2013-14,Confirmed,Keweenaw-Michigan,FALSE,0,2013,0
919,York-New Brunswick,2013-14,Confirmed,Ontonagon-Michigan,FALSE,0,2013,0
920,York-New Brunswick,2013-14,Confirmed,Inverness-Nova Scotia,FALSE,0,2013,1
921,Colchester-Nova Scotia,2011-12,Confirmed,Cuyahoga-Ohio,FALSE,0,2011,0
922,Colchester-Nova Scotia,2011-12,Confirmed,Clearfield-Pennsylvania,FALSE,0,2011,0
923,Colchester-Nova Scotia,2011-12,Confirmed,Hancock-Tennessee,FALSE,0,2011,0
924,Colchester-Nova Scotia,2011-12,Confirmed,Hamilton-Tennessee,FALSE,0,2011,0
925,Colchester-Nova Scotia,2011-12,Confirmed,Jackson-Alabama,FALSE,0,2011,0
926,Colchester-Nova Scotia,2011-12,Confirmed,Warren-Pennsylvania,FALSE,0,2011,0
927,Colchester-Nova Scotia,2011-12,Confirmed,Wellington-Ontario,FALSE,0,2011,0
928,Colchester-Nova Scotia,2011-12,Confirmed,Westmorland-New Brunswick,FALSE,0,2011,7
929,Colchester-Nova Scotia,2011-12,Confirmed,Kings-New Brunswick,FALSE,0,2011,3
930,Westmorland-New Brunswick,2011-12,Confirmed,Cuyahoga-Ohio,FALSE,0,2011,1
931,Westmorland-New Brunswick,2011-12,Confirmed,Clearfield-Pennsylvania,FALSE,0,2011,0
932,Westmorland-New Brunswick,2011-12,Confirmed,Hancock-Tennessee,FALSE,0,2011,0
933,Westmorland-New Brunswick,2011-12,Confirmed,Hamilton-Tennessee,FALSE,0,2011,2
934,Westmorland-New Brunswick,2011-12,Confirmed,Jackson-Alabama,FALSE,0,2011,2
935,Westmorland-New Brunswick,2011-12,Confirmed,Warren-Pennsylvania,FALSE,0,2011,0
936,Westmorland-New Brunswick,2011-12,Confirmed,Wellington-Ontario,FALSE,0,2011,1
937,Westmorland-New Brunswick,2011-12,Confirmed,Colchester-Nova Scotia,FALSE,0,2011,7
938,Westmorland-New Brunswick,2011-12,Confirmed,Kings-New Brunswick,FALSE,0,2011,28
939,Kings-New Brunswick,2011-12,Confirmed,Cuyahoga-Ohio,FALSE,0,2011,3
940,Kings-New Brunswick,2011-12,Confirmed,Clearfield-Pennsylvania,FALSE,0,2011,0
941,Kings-New Brunswick,2011-12,Confirmed,Hancock-Tennessee,FALSE,0,2011,0
942,Kings-New Brunswick,2011-12,Confirmed,Hamilton-Tennessee,FALSE,0,2011,1
943,Kings-New Brunswick,2011-12,Confirmed,Jackson-Alabama,FALSE,0,2011,1
944,Kings-New Brunswick,2011-12,Confirmed,Warren-Pennsylvania,FALSE,0,2011,0
945,Kings-New Brunswick,2011-12,Confirmed,Wellington-Ontario,FALSE,0,2011,2
946,Kings-New Brunswick,2011-12,Confirmed,Colchester-Nova Scotia,FALSE,0,2011,3
947,Kings-New Brunswick,2011-12,Confirmed,Westmorland-New Brunswick,FALSE,0,2011,28
948,Albert-New Brunswick,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
949,Albert-New Brunswick,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
950,Albert-New Brunswick,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
951,Albert-New Brunswick,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,0
952,Albert-New Brunswick,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,0
953,Albert-New Brunswick,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
954,Albert-New Brunswick,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,0
955,Albert-New Brunswick,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,0
956,Albert-New Brunswick,2010-11,Confirmed,Saint John-New Brunswick,FALSE,0,2010,4
957,Albert-New Brunswick,2010-11,Confirmed,Nipissing District (Part 1 Of)-Ontario,FALSE,0,2010,0
958,Albert-New Brunswick,2010-11,Confirmed,Halton Regional Municipality-Ontario,FALSE,0,2010,0
959,Albert-New Brunswick,2010-11,Confirmed,Haliburton-Ontario,FALSE,0,2010,0
960,Albert-New Brunswick,2010-11,Confirmed,Hants-Nova Scotia,FALSE,0,2010,0
961,Albert-New Brunswick,2010-11,Confirmed,Kings-Nova Scotia,FALSE,0,2010,0
962,Hants-Nova Scotia,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
963,Hants-Nova Scotia,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
964,Hants-Nova Scotia,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
965,Hants-Nova Scotia,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,1
966,Hants-Nova Scotia,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,0
967,Hants-Nova Scotia,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
968,Hants-Nova Scotia,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,1
969,Hants-Nova Scotia,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,1
970,Hants-Nova Scotia,2010-11,Confirmed,Saint John-New Brunswick,FALSE,0,2010,3
971,Hants-Nova Scotia,2010-11,Confirmed,Nipissing District (Part 1 Of)-Ontario,FALSE,0,2010,0
972,Hants-Nova Scotia,2010-11,Confirmed,Halton Regional Municipality-Ontario,FALSE,0,2010,0
973,Hants-Nova Scotia,2010-11,Confirmed,Haliburton-Ontario,FALSE,0,2010,0
974,Hants-Nova Scotia,2010-11,Confirmed,Albert-New Brunswick,FALSE,0,2010,0
975,Hants-Nova Scotia,2010-11,Confirmed,Kings-Nova Scotia,TRUE,0,2010,4
976,Kings-Nova Scotia,2010-11,Confirmed,Oxford-Maine,FALSE,0,2010,0
977,Kings-Nova Scotia,2010-11,Confirmed,Fairfield-Connecticut,FALSE,0,2010,0
978,Kings-Nova Scotia,2010-11,Confirmed,Monroe-Indiana,FALSE,0,2010,0
979,Kings-Nova Scotia,2010-11,Confirmed,Crawford-Indiana,FALSE,0,2010,0
980,Kings-Nova Scotia,2010-11,Confirmed,Roanoke-Virginia,FALSE,0,2010,1
981,Kings-Nova Scotia,2010-11,Confirmed,Wise-Virginia,FALSE,0,2010,0
982,Kings-Nova Scotia,2010-11,Confirmed,Montgomery-Tennessee,FALSE,0,2010,0
983,Kings-Nova Scotia,2010-11,Confirmed,Yancey-North Carolina,FALSE,0,2010,0
984,Kings-Nova Scotia,2010-11,Confirmed,Saint John-New Brunswick,FALSE,0,2010,3
985,Kings-Nova Scotia,2010-11,Confirmed,Nipissing District (Part 1 Of)-Ontario,FALSE,0,2010,1
986,Kings-Nova Scotia,2010-11,Confirmed,Halton Regional Municipality-Ontario,FALSE,0,2010,0
987,Kings-Nova Scotia,2010-11,Confirmed,Haliburton-Ontario,FALSE,0,2010,0
988,Kings-Nova Scotia,2010-11,Confirmed,Albert-New Brunswick,FALSE,0,2010,0
989,Kings-Nova Scotia,2010-11,Confirmed,Hants-Nova Scotia,TRUE,0,2010,4
990,Inverness-Nova Scotia,2013-14,Confirmed,Marion-Missouri,FALSE,0,2013,0
991,Inverness-Nova Scotia,2013-14,Confirmed,Hocking-Ohio,FALSE,0,2013,0
992,Inverness-Nova Scotia,2013-14,Confirmed,Hardin-Kentucky,FALSE,0,2013,0
993,Inverness-Nova Scotia,2013-14,Confirmed,Maury-Tennessee,FALSE,0,2013,0
994,Inverness-Nova Scotia,2013-14,Confirmed,Bartow-Georgia,FALSE,0,2013,0
995,Inverness-Nova Scotia,2013-14,Confirmed,Polk-Georgia,FALSE,0,2013,0
996,Inverness-Nova Scotia,2013-14,Confirmed,Keweenaw-Michigan,FALSE,0,2013,0
997,Inverness-Nova Scotia,2013-14,Confirmed,Ontonagon-Michigan,FALSE,0,2013,0
998,Inverness-Nova Scotia,2013-14,Confirmed,York-New Brunswick,FALSE,0,2013,1
999,Iron-Wisconsin,2015-16,Suspect,St. Louis-Minnesota,FALSE,1,2015,41
1000,Iron-Wisconsin,2015-16,Suspect,Douglas-Wisconsin,FALSE,1,2015,12
1001,Iron-Wisconsin,2015-16,Suspect,Washington-Minnesota,FALSE,1,2015,27
1002,Iron-Wisconsin,2015-16,Suspect,Iowa-Wisconsin,FALSE,1,2015,22
1003,Iron-Wisconsin,2015-16,Suspect,Jackson-Iowa,FALSE,1,2015,7
1004,Iron-Wisconsin,2015-16,Suspect,Taney-Missouri,FALSE,1,2015,7
1005,Iron-Wisconsin,2015-16,Suspect,Benton-Arkansas,FALSE,1,2015,4
1006,Iron-Wisconsin,2015-16,Suspect,Calhoun-Alabama,FALSE,1,2015,0
1007,Iron-Wisconsin,2015-16,Suspect,Green-Wisconsin,FALSE,1,2015,11
1008,Middlesex-Massachusetts,2008-09,Suspect,Hamilton-New York,FALSE,1,2008,0
1009,Middlesex-Massachusetts,2008-09,Suspect,Hartford-Connecticut,FALSE,1,2008,2
1010,Middlesex-Massachusetts,2008-09,Suspect,Putnam-New York,FALSE,1,2008,0
1011,Middlesex-Massachusetts,2008-09,Suspect,Luzerne-Pennsylvania,FALSE,1,2008,0
1012,Middlesex-Massachusetts,2008-09,Suspect,Centre-Pennsylvania,FALSE,1,2008,0
1013,Middlesex-Massachusetts,2008-09,Suspect,Warren-New Jersey,FALSE,1,2008,0
1014,Middlesex-Massachusetts,2008-09,Suspect,Morris-New Jersey,FALSE,1,2008,1
1015,Middlesex-Massachusetts,2008-09,Suspect,Giles-Virginia,FALSE,1,2008,0
1016,Middlesex-Massachusetts,2008-09,Suspect,Smyth-Virginia,FALSE,1,2008,0
1017,Marion-Missouri,2013-14,Suspect,Hocking-Ohio,FALSE,1,2013,4
1018,Marion-Missouri,2013-14,Suspect,Hardin-Kentucky,FALSE,1,2013,3
1019,Marion-Missouri,2013-14,Suspect,Maury-Tennessee,FALSE,1,2013,5
1020,Marion-Missouri,2013-14,Suspect,Bartow-Georgia,FALSE,1,2013,1
1021,Marion-Missouri,2013-14,Suspect,Polk-Georgia,FALSE,1,2013,0
1022,Marion-Missouri,2013-14,Suspect,Keweenaw-Michigan,FALSE,1,2013,16
1023,Marion-Missouri,2013-14,Suspect,Ontonagon-Michigan,FALSE,1,2013,12
1024,Marion-Missouri,2013-14,Suspect,York-New Brunswick,FALSE,1,2013,0
1025,Marion-Missouri,2013-14,Suspect,Inverness-Nova Scotia,FALSE,1,2013,0
1026,St. Louis-Missouri,2014-15,Suspect,Des Moines-Iowa,FALSE,1,2014,17
1027,St. Louis-Missouri,2014-15,Suspect,Phelps-Missouri,FALSE,1,2014,37
1028,St. Louis-Missouri,2014-15,Suspect,Wright-Missouri,FALSE,1,2014,4
1029,St. Louis-Missouri,2014-15,Suspect,Independence-Arkansas,FALSE,1,2014,0
1030,St. Louis-Missouri,2014-15,Suspect,Garland-Arkansas,FALSE,1,2014,0
1031,St. Louis-Missouri,2014-15,Suspect,Floyd-Georgia,FALSE,1,2014,1
1032,St. Louis-Missouri,2014-15,Suspect,Houghton-Michigan,FALSE,1,2014,0
1033,St. Louis-Missouri,2014-15,Suspect,La Côte-De-Gaspé-Quebec,FALSE,1,2014,1
1034,Phelps-Missouri,2014-15,Suspect,Des Moines-Iowa,FALSE,1,2014,7
1035,Phelps-Missouri,2014-15,Suspect,St. Louis-Missouri,FALSE,1,2014,37
1036,Phelps-Missouri,2014-15,Suspect,Wright-Missouri,FALSE,1,2014,7
1037,Phelps-Missouri,2014-15,Suspect,Independence-Arkansas,FALSE,1,2014,0
1038,Phelps-Missouri,2014-15,Suspect,Garland-Arkansas,FALSE,1,2014,0
1039,Phelps-Missouri,2014-15,Suspect,Floyd-Georgia,FALSE,1,2014,0
1040,Phelps-Missouri,2014-15,Suspect,Houghton-Michigan,FALSE,1,2014,1
1041,Phelps-Missouri,2014-15,Suspect,La Côte-De-Gaspé-Quebec,FALSE,1,2014,0
1042,Hardin-Kentucky,2013-14,Suspect,Marion-Missouri,FALSE,1,2013,3
1043,Hardin-Kentucky,2013-14,Suspect,Hocking-Ohio,FALSE,1,2013,4
1044,Hardin-Kentucky,2013-14,Suspect,Maury-Tennessee,FALSE,1,2013,1
1045,Hardin-Kentucky,2013-14,Suspect,Bartow-Georgia,FALSE,1,2013,2
1046,Hardin-Kentucky,2013-14,Suspect,Polk-Georgia,FALSE,1,2013,0
1047,Hardin-Kentucky,2013-14,Suspect,Keweenaw-Michigan,FALSE,1,2013,1
1048,Hardin-Kentucky,2013-14,Suspect,Ontonagon-Michigan,FALSE,1,2013,0
1049,Hardin-Kentucky,2013-14,Suspect,York-New Brunswick,FALSE,1,2013,0
1050,Hardin-Kentucky,2013-14,Suspect,Inverness-Nova Scotia,FALSE,1,2013,0
