GC,title,url,lat,lon,country,province.state,county,numfinds,numpage
GC105ND,CaveWithoutAName,NA,29.8859,-97.3814833333333,UnitedStates,Texas,KendallCounty,124,NA
GC105T5,LilCrag-O-Mine,NA,39.1921833333333,-76.7123,UnitedStates,Maryland,MontgomeryCounty,15,NA
GC106CK,PythianCave,NA,41.5922166666667,-121.4177,UnitedStates,California,SiskiyouCounty,42,NA
GC106P2,CacheByTheCave,NA,37.04595,-93.35925,UnitedStates,Kansas,CherokeeCounty,130,NA
GC10CQG,LittleWindCave,NA,32.9910166666667,-115.886233333333,UnitedStates,California,SanDiegoCounty,21,NA
GC10D8F,HersislikeMine,NA,48.23325,-121.846866666667,UnitedStates,Washington,SnohomishCounty,204,NA
GC10E5J,TheBatCave,NA,33.0904333333333,-95.2804833333333,UnitedStates,Texas,CollinCounty,127,NA
GC10F2V,YourGasIsAsGoodAsMine,NA,48.21465,-121.507916666667,UnitedStates,Washington,IslandCounty,99,NA
GC10FFG,AcidMineDrainage,NA,40.3674666666667,-79.6400166666667,UnitedStates,Pennsylvania,WashingtonCounty,18,NA
GC10FND,"Mine#46HashBrownsBaconEggs",NA,46.9355333333333,-122.09185,UnitedStates,Washington,GraysHarborCounty,45,NA
GC10JTY,"Thisisminethat'syurs.-Myfirstgeocache",NA,38.57075,-93.1283,UnitedStates,Kansas,MiamiCounty,56,NA
GC10NM9,CaveSpringsOne,NA,31.9926833333333,-93.5240333333333,UnitedStates,Texas,PanolaCounty,14,NA
GC10V39,SageCave,NA,37.0570833333333,-118.265116666667,UnitedStates,California,MaderaCounty,29,NA
GC10YQ6,MosquitoCave,NA,41.9498833333333,-90.3589166666667,UnitedStates,Iowa,LinnCounty,114,NA
GC11073,CacheMine,NA,47.4845333333333,-118.102266666667,UnitedStates,Washington,DouglasCounty,20,NA
GC110HE,Cave&Oars,NA,NA,NA,NA,NA,NA,NA,NA
GC119NA,"Paleoman's""Cave""(SoeasyaCavemancandoit!)",NA,42.6350666666667,-77.9491833333333,UnitedStates,NewYork,WyomingCounty,305,NA
GC11A02,THEBEARCAVE,NA,40.3280833333333,-121.835916666667,UnitedStates,California,TehamaCounty,76,NA
GC11A8X,ForestCaveCache,NA,42.2527,-87.7590166666667,UnitedStates,Illinois,McHenryCounty,93,NA
GC11BER,tenniscave,NA,40.5889833333333,-121.583033333333,UnitedStates,California,ShastaCounty,25,NA
GC11C6X,TreeCave,NA,37.6324,-120.227433333333,UnitedStates,California,AlamedaCounty,152,NA
GC11CP2,RockCave,NA,33.8467833333333,-83.0919833333333,UnitedStates,Georgia,PauldingCounty,54,NA
GC11G09,CaveDweller#2,NA,37.2648666666667,-112.8223,UnitedStates,Utah,WashingtonCounty,88,NA
GC11HH5,"Mine#47""FRAMED""",NA,46.9160166666667,-122.082383333333,UnitedStates,Washington,GraysHarborCounty,40,NA
GC11Q3W,Afreundofyoursisafreundofmine,NA,NA,NA,NA,NA,NA,NA,NA
GC11V5D,"Mine#48""TheWorld""",NA,46.97005,-122.177716666667,UnitedStates,Washington,GraysHarborCounty,276,NA
GC11VJ6,TheCave,NA,34.4635166666667,-118.342983333333,UnitedStates,California,SantaBarbaraCounty,95,NA
GC11YJ2,ComanceCave,NA,37.4894833333333,-112.66375,UnitedStates,Utah,WashingtonCounty,9,NA
GC1217D,BigRiverCaveInn,NA,34.1895,-113.623016666667,UnitedStates,California,SanBernardinoCounty,88,NA
GC123FA,AboveIceCave,NA,43.3116833333333,-90.2203833333333,UnitedStates,Iowa,WinneshiekCounty,101,NA
GC12C80,LostFrenchmanMine,NA,45.9678,-121.4045,UnitedStates,Washington,CowlitzCounty,39,NA
GC12F3C,"Mine#49""ScreenSaver""",NA,47.1890166666667,-123.800733333333,UnitedStates,Washington,GraysHarborCounty,488,NA
GC12F46,WhiskeyCaveMathTest,NA,42.7095833333333,-101.017666666667,UnitedStates,Nebraska,DawesCounty,16,NA
GC12FE,MineOverlook,NA,34.226,-117.8705,UnitedStates,California,LosAngelesCounty,14,NA
GC12HG1,LakeOchedaCaveStump,NA,43.5618166666667,-94.3771,UnitedStates,Minnesota,NoblesCounty,5,NA
GC12HP6,Cave-InCache,NA,40.6501,-120.567016666667,UnitedStates,California,ShastaCounty,58,NA
GC12MNK,snake'scave,NA,38.7777333333333,-120.77165,UnitedStates,California,PlacerCounty,62,NA
GC12VE1,Porterville’sCOALMINEHILL,NA,39.0787,-86.1564833333333,UnitedStates,Illinois,CrawfordCounty,80,NA
GC12W18,PaintMineRuins,NA,45.84265,-91.2605833333333,UnitedStates,Wisconsin,BurnettCounty,64,NA
GC12W8A,BraveTheCave,NA,33.7114,-116.830483333333,UnitedStates,California,RiversideCounty,59,NA
GC12Z56,AroundBatman'sCave,NA,44.28655,-86.2291833333333,UnitedStates,Wisconsin,ManitowocCounty,3,NA
GC131H9,BigMama'sCave,NA,NA,NA,NA,NA,NA,NA,NA
GC133TD,BraveTheCave#2,NA,33.7043666666667,-116.828983333333,UnitedStates,California,RiversideCounty,22,NA
GC137AQ,It'sMine,NA,37.2480166666667,-112.62545,UnitedStates,Utah,WashingtonCounty,56,NA
GC13D6J,Mile1:ClayMine-DoOver,NA,44.8144833333333,-90.4786666666667,UnitedStates,Wisconsin,EauClaireCounty,98,NA
GC13FA2,CreeperCave,NA,36.6631166666667,-80.09145,UnitedStates,Virginia,WashingtonCounty,89,NA
GC13RAG,CreekCaveCache,NA,42.2034166666667,-105.4074,UnitedStates,Wyoming,CarbonCounty,22,NA
GC13TZ8,ManleyMine,NA,48.0184833333333,-120.523233333333,UnitedStates,Washington,SnohomishCounty,10,NA
GC13W1R,CaveCritter,NA,36.27255,-81.6533833333333,UnitedStates,Tennessee,WashingtonCounty,40,NA
GC13Y46,CaveBear,NA,34.3391,-115.160033333333,UnitedStates,California,SanBernardinoCounty,78,NA
GC13ZTF,OldAmoliteMine,NA,49.4939666666667,-111.045266666667,Canada,Alberta,DivisionNo.3Claresholm,19,NA
GC1411Q,onthewaytothecave,NA,34.4210666666667,-85.5943833333333,UnitedStates,Alabama,MarshallCounty,71,NA
GC141W4,CaveDweller#3,NA,37.2288333333333,-112.4326,UnitedStates,Utah,WashingtonCounty,143,NA
GC142HJ,HallCityCave,NA,40.4048,-122.988316666667,UnitedStates,California,TrinityCounty,4,NA
GC145P7,FUNK'sMINE,NA,41.0529666666667,-105.827683333333,UnitedStates,Wyoming,AlbanyCounty,63,NA
GC146WF,Pirate'sCave,NA,34.4454,-118.027383333333,UnitedStates,California,SantaBarbaraCounty,19,NA
GC147X3,SilicaMineCache,NA,43.9766,-102.15155,UnitedStates,SouthDakota,PenningtonCounty,160,NA
GC148E,TheDobleDog,NA,34.3037166666667,-115.169566666667,UnitedStates,California,SanBernardinoCounty,62,NA
GC14AE,TheWindCave,NA,34.4830333333333,-119.7614,UnitedStates,California,SantaBarbaraCounty,161,NA
GC14BYN,TheCave,NA,33.7385833333333,-117.605633333333,UnitedStates,California,LosAngelesCounty,50,NA
GC14CGX,"Mine#50""LightitUp""",NA,46.9486166666667,-122.233833333333,UnitedStates,Washington,GraysHarborCounty,141,NA
GC14CH2,"Mine#51""Bugs""JunetillNov.",NA,46.9879,-122.096766666667,UnitedStates,Washington,GraysHarborCounty,78,NA
GC14CH9,"Mine#52""ART?""",NA,46.9800833333333,-122.114483333333,UnitedStates,Washington,GraysHarborCounty,85,NA
GC14CHH,"Mine#54""BendOfTheRiver""",NA,46.9897666666667,-122.18715,UnitedStates,Washington,GraysHarborCounty,129,NA
GC14CRN,Mine#55MinusTheRocks,NA,46.9988333333333,-122.590166666667,UnitedStates,Washington,GraysHarborCounty,154,NA
GC14CRY,"Mine#56""JustAnotherBoatLaunch""",NA,46.9384833333333,-122.684783333333,UnitedStates,Washington,GraysHarborCounty,41,NA
GC14D5F,Mine##57Tulips,NA,47.07165,-123.946566666667,UnitedStates,Washington,GraysHarborCounty,47,NA
GC14DF,Mineandfalls,NA,37.5774333333333,-117.021766666667,UnitedStates,California,MonoCounty,4,NA
GC14F30,CAVESPRINGS,NA,32.9792,-93.5876666666667,UnitedStates,Texas,CassCounty,54,NA
GC14G7D,RussellCaveNationalPark,NA,NA,NA,NA,NA,NA,NA,NA
GC14H89,Mine#58D.P.S.K.L.,NA,46.9789333333333,-122.5213,UnitedStates,Washington,GraysHarborCounty,46,NA
GC14H8H,Mine#59ComingSoon,NA,47.0250666666667,-122.656783333333,UnitedStates,Washington,GraysHarborCounty,192,NA
GC14H8X,Mine#60McTheKnife,NA,47.0433666666667,-122.685516666667,UnitedStates,Washington,GraysHarborCounty,236,NA
GC14JHB,AllMine,NA,NA,NA,NA,NA,NA,NA,NA
GC14JHD,CaveDraw,NA,44.1265833333333,-102.15055,UnitedStates,SouthDakota,PenningtonCounty,33,NA
GC14QXC,"Mine#61""BobsPark""",NA,46.6667166666667,-122.188933333333,UnitedStates,Washington,PacificCounty,313,NA
GC14QXK,"Mine#62""ASuckerForElk""",NA,46.6851,-122.170883333333,UnitedStates,Washington,PacificCounty,323,NA
GC14THK,Mt.PinosCaveDweller,NA,34.8148333333333,-118.87735,UnitedStates,California,KernCounty,77,NA
GC1511N,IceCaveinFishCreekPark,NA,50.9064833333333,-113.976383333333,Canada,Alberta,DivisionNo.6Calgary,353,NA
GC151R5,"Rockpile'sFallsWindowandCave",NA,34.79405,-86.37355,UnitedStates,Alabama,ColbertCounty,122,NA
GC154A,MammothRockMineCache,NA,37.61605,-117.007683333333,UnitedStates,California,MonoCounty,181,NA
GC158A3,LionCave?,NA,37.23925,-121.884083333333,UnitedStates,California,SantaCruzCounty,89,NA
GC1597,CacheatCavePoint,NA,44.9315666666667,-86.8249166666667,UnitedStates,Wisconsin,DoorCounty,277,NA
GC15F3A,ItsAllMine,NA,48.4753,-118.252566666667,UnitedStates,Washington,OkanoganCounty,80,NA
GC15H7R,Mineyourownbusiness,NA,42.7318,-89.5276166666667,UnitedStates,Wisconsin,GrantCounty,232,NA
GC15K8A,"Mine#63""NotaHeavyHome""",NA,46.8869,-123.882883333333,UnitedStates,Washington,GraysHarborCounty,1027,NA
GC15NAV,TheCave,NA,42.2488833333333,-97.3491666666667,UnitedStates,Nebraska,HoltCounty,78,NA
GC16216,"HiHoHiHoIt'sOfftoWorkWeGo-DiamondMine",NA,46.2297833333333,-118.869783333333,UnitedStates,Washington,FranklinCounty,17,NA
GC162YY,OldMineSite,NA,46.9048666666667,-54.5995,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,54,NA
GC163Z7,MicoLanternfortheMicroCave,NA,30.5067333333333,-96.2702166666667,UnitedStates,Texas,WilliamsonCounty,47,NA
GC165EQ,RT-CoalhurstMineDisaster,NA,49.7363166666667,-111.071666666667,Canada,Alberta,DivisionNo.2Lethbridge,44,NA
GC16B0Y,PictureRockCave,NA,42.9753833333333,-90.8716666666667,UnitedStates,Wisconsin,GrantCounty,255,NA
GC16E6D,Montreal’sMileMine,NA,46.4315,-89.7687666666667,UnitedStates,Wisconsin,IronCounty,243,NA
GC16FJX,CedarMtnCave,NA,37.5895333333333,-120.3785,UnitedStates,California,AlamedaCounty,39,NA
GC16GH3,BrokenBootGoldMine,NA,44.37085,-102.256683333333,UnitedStates,SouthDakota,LawrenceCounty,74,NA
GC16H30,FrankensteinCave,NA,42.1958,-89.1246833333333,UnitedStates,Iowa,JacksonCounty,86,NA
GC16J29,BoomHollowCave,NA,45.0843333333333,-91.2138333333333,UnitedStates,Minnesota,WashingtonCounty,419,NA
GC16J29,BoomHollowCave,NA,45.0843333333333,-91.2138333333333,UnitedStates,Minnesota,WashingtonCounty,419,NA
GC16P77,ThePaintearthMine,NA,52.4169833333333,-111.812033333333,Canada,Alberta,DivisionNo.7Wainwright,63,NA
GC16Q0C,MakeMineRound,NA,36.7045166666667,-80.0034333333333,UnitedStates,Virginia,WashingtonCounty,52,NA
GC16QT5,#1Mine,NA,49.7001666666667,-111.14965,Canada,Alberta,DivisionNo.2Lethbridge,76,NA
GC16VD4,TheCaveofCaerbannog,NA,37.4378666666667,-120.6788,UnitedStates,California,StanislausCounty,42,NA
GC171X1,BatCaveSummit,NA,33.43115,-114.183933333333,UnitedStates,California,RiversideCounty,58,NA
GC173BB,MugglersCave,NA,48.7169,-121.701466666667,UnitedStates,Washington,WhatcomCounty,156,NA
GC174FD,MINE!!!!!,NA,42.4887666666667,-86.0676,UnitedStates,Illinois,LakeCounty,12,NA
GC176GF,ViewoftheLormanMine,NA,34.0908833333333,-114.286233333333,UnitedStates,California,SanBernardinoCounty,54,NA
GC176N1,TheStarMineSuspensionBridge,NA,51.4195833333333,-111.38425,Canada,Alberta,DivisionNo.5Strathmore,12,NA
GC177GM,FourHillsMine,NA,39.6973333333333,-119.293833333333,UnitedStates,California,PlumasCounty,1,NA
GC178AE,GoldMineRd,NA,32.6741166666667,-84.0886666666667,UnitedStates,Alabama,ElmoreCounty,6,NA
GC17A7D,KiddieCaveCache,NA,40.7733166666667,-90.9020166666667,UnitedStates,Iowa,DesMoinesCounty,104,NA
GC17C5N,BlueHillMine,NA,32.7572333333333,-84.1362833333333,UnitedStates,Alabama,TallapoosaCounty,19,NA
GC17C8,CaveSpringsCache,NA,39.0147666666667,-89.3326666666667,UnitedStates,Illinois,CalhounCounty,121,NA
GC17DX5,IndianCaveCache,NA,34.6363,-85.45165,UnitedStates,Alabama,MadisonCounty,16,NA
GC17FX1,HorseThiefCave,NA,40.9868666666667,-91.6396,UnitedStates,Iowa,WapelloCounty,23,NA
GC17N05,BellIslandMine#2,NA,47.4246,-51.0085666666667,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,75,NA
GC17N4K,MakeYourRideShineLikeMine,NA,30.472,-87.0066166666667,UnitedStates,Mississippi,HarrisonCounty,97,NA
GC17NEZ,MortuaryCave,NA,38.1511,-119.522283333333,UnitedStates,California,CalaverasCounty,106,NA
GC17PFE,Makeminetogo.,NA,33.0327333333333,-95.2947,UnitedStates,Texas,CollinCounty,133,NA
GC17QB3,TheLegendofDevil'sCave,NA,41.8176666666667,-87.6767166666667,UnitedStates,Illinois,KaneCounty,28,NA
GC17RTG,DeerofMine,NA,36.85055,-80.1897166666667,UnitedStates,Virginia,WashingtonCounty,25,NA
GC181MK,PepperTreeCave,NA,33.6665666666667,-116.41015,UnitedStates,California,OrangeCounty,14,NA
GC185CG,MakeMineCacheGreenwood,NA,35.1875166666667,-93.7126666666667,UnitedStates,Arkansas,SebastianCounty,60,NA
GC186HP,TheCaveofCaerbannog,NA,53.5,-112.366666666667,Canada,Alberta,DivisionNo.11Edmonton,17,NA
GC1883Y,QuartzCave,NA,38.7354833333333,-119.19895,UnitedStates,California,ElDoradoCounty,46,NA
GC1898X,TheGreenHornet(((GoldMine))),NA,34.3785333333333,-115.5712,UnitedStates,California,SanBernardinoCounty,34,NA
GC18E30,StarbrightMine,NA,35.12335,-115.090266666667,UnitedStates,California,SanBernardinoCounty,43,NA
GC18E8Q,Mine'sEye,NA,33.0713,-113.049166666667,UnitedStates,California,ImperialCounty,123,NA
GC18F31,CrystalCave,NA,44.8361833333333,-91.7510166666667,UnitedStates,Wisconsin,PierceCounty,85,NA
GC18FEN,RockCave,NA,33.2479,-114.005583333333,UnitedStates,California,ImperialCounty,127,NA
GC18QEG,MineYourOwnBusiness,NA,34.48615,-117.6119,UnitedStates,California,LosAngelesCounty,93,NA
GC18RPE,CaveDweller,NA,NA,NA,NA,NA,NA,NA,NA
GC18TA3,Smallcave,NA,33.1405333333333,-114.0482,UnitedStates,California,ImperialCounty,94,NA
GC18TXH,Cavehatesamuggle,NA,33.14465,-96.9414333333333,UnitedStates,Texas,DentonCounty,7,NA
GC18V7J,SunkenCave,NA,34.6432,-87.8593333333333,UnitedStates,Mississippi,TishomingoCounty,315,NA
GC18VQ5,TakeaWalk-TheCave,NA,34.76315,-95.3269166666667,UnitedStates,Oklahoma,PontotocCounty,11,NA
GC18VWV,HawkinsMine,NA,47.3805,-92.8307833333333,UnitedStates,Minnesota,ItascaCounty,144,NA
GC191E7,RockCave,NA,NA,NA,NA,NA,NA,NA,NA
GC19240,MineDon'tStink,NA,NA,NA,NA,NA,NA,NA,NA
GC193RM,"Mine#64""HuffAndPuff""",NA,46.8950333333333,-122.0029,UnitedStates,Washington,GraysHarborCounty,44,NA
GC194VM,MeridianCaveSecretMultiCache,NA,30.1807833333333,-96.0760333333333,UnitedStates,Texas,TravisCounty,56,NA
GC1956N,RedHillsMine,NA,33.3798666666667,-88.7378833333333,UnitedStates,Mississippi,ChoctawCounty,68,NA
GC199BK,"GeoDuck#2:BeMineValentine",NA,28.0559166666667,-96.95885,UnitedStates,Texas,AransasCounty,448,NA
GC19JCA,Drive-ThruMine,NA,35.1944833333333,-115.061516666667,UnitedStates,California,SanBernardinoCounty,22,NA
GC19KW5,SweetChildofMine,NA,NA,NA,NA,NA,NA,NA,NA
GC19MJN,CoolCave,NA,37.0408666666667,-112.646116666667,UnitedStates,Utah,WashingtonCounty,26,NA
GC19PT0,You'reNoCacheOfMine,NA,41.8247833333333,-87.6804833333333,UnitedStates,Illinois,KaneCounty,14,NA
GC19PXB,ThisMineisOK!,NA,34.0478166666667,-114.299133333333,UnitedStates,California,SanBernardinoCounty,43,NA
GC19PXC,MineyourManners,NA,34.0647666666667,-114.2454,UnitedStates,California,SanBernardinoCounty,157,NA
GC19Q7R,H4W-IslanderMine,NA,34.3787833333333,-113.745533333333,UnitedStates,California,SanBernardinoCounty,15,NA
GC19QEN,CaveFrogs,NA,37.0185,-112.146383333333,UnitedStates,Utah,WashingtonCounty,49,NA
GC19QK6,BytheMine,NA,34.0620833333333,-114.2482,UnitedStates,California,SanBernardinoCounty,129,NA
GC19QQX,LindenGroveCave,NA,47.86295,-91.0571333333333,UnitedStates,Minnesota,St.LouisCounty,58,NA
GC19VAD,RoseValleyFalls--InTheCave,NA,34.5273666666667,-118.819116666667,UnitedStates,California,VenturaCounty,53,NA
GC19YRD,CaveRoad,NA,34.7580833333333,-86.2418166666667,UnitedStates,Alabama,LauderdaleCounty,28,NA
GC1A072,LillBluePhantomMine,NA,NA,NA,NA,NA,NA,NA,NA
GC1A12N,Themine,NA,39.2066666666667,-120.955166666667,UnitedStates,California,NevadaCounty,321,NA
GC1A28R,SunsetMineShack,NA,33.9910333333333,-114.303666666667,UnitedStates,California,RiversideCounty,50,NA
GC1A2CB,MineView,NA,NA,NA,NA,NA,NA,NA,NA
GC1A2KX,MissionMine1981,NA,33.9896833333333,-114.309166666667,UnitedStates,California,RiversideCounty,9,NA
GC1A3BX,It'sMINE!!!,NA,NA,NA,NA,NA,NA,NA,NA
GC1A591,BluffCreekCave,NA,31.5345166666667,-96.4505166666667,UnitedStates,Texas,McLennanCounty,69,NA
GC1A6T5,TinMineCanyon,NA,NA,NA,NA,NA,NA,NA,NA
GC1A7PW,HorsethiefCave,NA,42.1359833333333,-89.1567,UnitedStates,Iowa,JacksonCounty,17,NA
GC1A9GP,GwinMineRd.1,NA,38.286,-119.242733333333,UnitedStates,California,CalaverasCounty,41,NA
GC1AAA4,SheltaCave,NA,34.7535666666667,-85.38965,UnitedStates,Alabama,MadisonCounty,253,NA
GC1AB9,FracturedCaveTrail,NA,38.8806,-93.13005,UnitedStates,Kansas,JohnsonCounty,38,NA
GC1AD51,Mine#65Nesting,NA,46.9679,-122.621016666667,UnitedStates,Washington,GraysHarborCounty,86,NA
GC1AD54,Mine#66OttersSwimmingHole,NA,46.9622333333333,-122.321383333333,UnitedStates,Washington,GraysHarborCounty,79,NA
GC1ANPQ,Mine#67Super...............,NA,47.0125333333333,-122.0928,UnitedStates,Washington,GraysHarborCounty,46,NA
GC1APF9,Thislittlelightofmine,NA,51.2696333333333,-113.994083333333,Canada,Alberta,DivisionNo.6Calgary,52,NA
GC1APPD,WelcomeToCaveCity!,NA,35.9334,-90.4510833333333,UnitedStates,Arkansas,IndependenceCounty,118,NA
GC1AVPC,What'smineisyours,NA,37.0425,-112.474616666667,UnitedStates,Utah,WashingtonCounty,120,NA
GC1AXC9,PetersLeapCave,NA,37.3695333333333,-112.721716666667,UnitedStates,Utah,WashingtonCounty,12,NA
GC1AYK1,GrandGulchMinePicnicAdventure,NA,37.0617833333333,-112.414883333333,UnitedStates,Utah,WashingtonCounty,8,NA
GC1B06E,VictoryisMine!-SPANC1,NA,53.4944333333333,-112.7291,Canada,Alberta,DivisionNo.11Edmonton,64,NA
GC1B0D,FracturedCaveTrail#2,NA,38.8806,-93.13005,UnitedStates,Kansas,JohnsonCounty,2,NA
GC1B0EQ,OatHillMineRoadTrailhead,NA,38.5896833333333,-121.422383333333,UnitedStates,California,NapaCounty,391,NA
GC1B344,ThisviewofthedunesisMine,NA,34.9231666666667,-114.427983333333,UnitedStates,California,SanBernardinoCounty,0,NA
GC1B3VG,YoursorMine?,NA,38.5438,-121.017266666667,UnitedStates,California,SonomaCounty,35,NA
GC1B9AG,Yeoldmine,NA,39.0582166666667,-93.3323166666667,UnitedStates,Kansas,WyandotteCounty,31,NA
GC1B9RD,TheReturnofCaveMan!,NA,NA,NA,NA,NA,NA,NA,NA
GC1BKB1,Forestville/MysteryCaveHistoryChallenge,NA,43.64045,-91.7815833333333,UnitedStates,Minnesota,FillmoreCounty,159,NA
GC1BKDJ,HillAnnexMineStateParkHistoryChallenge,NA,47.3276833333333,-92.7200833333333,UnitedStates,Minnesota,ItascaCounty,142,NA
GC1BNRD,SoudanUndergroundMineStateParkHistoryChallenge,NA,47.82395,-91.7591,UnitedStates,Minnesota,St.LouisCounty,174,NA
GC1BPCD,AlohaCave,NA,42.9675833333333,-110.9878,UnitedStates,Wyoming,LincolnCounty,158,NA
GC1BPYY,MastodonMine,NA,33.7344333333333,-114.200116666667,UnitedStates,California,RiversideCounty,180,NA
GC1BQJK,Cook'sCave,NA,40.6849833333333,-88.34465,UnitedStates,Illinois,PeoriaCounty,140,NA
GC1BV1W,Number5mine,NA,47.2073833333333,-119.0291,UnitedStates,Washington,KittitasCounty,22,NA
GC1BXQ4,ColossalCaveAdventure,NA,51.9362666666667,-111.038883333333,Canada,Alberta,DivisionNo.5Strathmore,18,NA
GC1BYEH,ILikeMineMediumRare,NA,33.4959333333333,-116.9454,UnitedStates,California,RiversideCounty,121,NA
GC1CD2T,CaveOfTheClanBear,NA,42.2181333333333,-90.9180833333333,UnitedStates,Iowa,JonesCounty,28,NA
GC1CE61,ChinaMine,NA,41.7125166666667,-122.102616666667,UnitedStates,California,DelNorteCounty,10,NA
GC1CPBV,CloëJean'sMine,NA,36.7520833333333,-120.590683333333,UnitedStates,California,SanBenitoCounty,38,NA
GC1CW8C,BoulderCave'sCache,NA,46.9579666666667,-120.906616666667,UnitedStates,Washington,YakimaCounty,16,NA
GC1D3Q5,StinkBugCave,NA,33.60605,-116.2,UnitedStates,California,OrangeCounty,174,NA
GC1D8V3,JeffDavisMineLookout,NA,34.23665,-115.346416666667,UnitedStates,California,SanBernardinoCounty,23,NA
GC1DB9F,MysteryCave,NA,43.6175666666667,-91.6880333333333,UnitedStates,Minnesota,FillmoreCounty,142,NA
GC1DEQH,"Quealy""NotATronaMine""",NA,41.5429833333333,-108.7683,UnitedStates,Wyoming,SweetwaterCounty,45,NA
GC1DFGR,ZincSaddleMine,NA,41.8345666666667,-122.0914,UnitedStates,California,DelNorteCounty,6,NA
GC1DGKQ,WasAGoodFriendofMine,NA,35.3021333333333,-92.8446166666667,UnitedStates,Arkansas,PopeCounty,110,NA
GC1DM48,Operation:MetalCave,NA,45.6284333333333,-121.328466666667,UnitedStates,Washington,ClarkCounty,94,NA
GC1DMXH,PattersonMine,NA,41.7835666666667,-122.117833333333,UnitedStates,California,DelNorteCounty,6,NA
GC1DMXR,BigDipperMine,NA,41.7902333333333,-122.116466666667,UnitedStates,California,DelNorteCounty,7,NA
GC1DRGM,ExploreCF-UnderwaterCave,NA,44.6995666666667,-90.9685833333333,UnitedStates,Wisconsin,EauClaireCounty,13,NA
GC1DW4G,BerkshireMine,NA,46.3002833333333,-89.3767833333333,UnitedStates,Wisconsin,AshlandCounty,38,NA
GC1DWY3,Wrathof(Cave)Woman:HearmeRoar!,NA,42.6636166666667,-76.1645,UnitedStates,NewYork,LivingstonCounty,26,NA
GC1DX76,RockCaveinCurlyReeds,NA,37.6832333333333,-121.913816666667,UnitedStates,California,AlamedaCounty,92,NA
GC1DX8A,LostDutchman'sMine,NA,44.0556666666667,-102.308866666667,UnitedStates,SouthDakota,PenningtonCounty,23,NA
GC1DYEJ,Noise:,NA,34.0752833333333,-84.9698833333333,UnitedStates,Georgia,PolkCounty,71,NA
GC1DZBH,GoldMineRidge,NA,32.8345,-85.5617,UnitedStates,Alabama,CoosaCounty,80,NA
GC1E1XW,CannonMine,NA,47.3968166666667,-119.675233333333,UnitedStates,Washington,ChelanCounty,98,NA
GC1E73X,NewBlackDiamondMine,NA,47.4621666666667,-121.90805,UnitedStates,Washington,KingCounty,253,NA
GC1EA4N,TiredCoalMine,NA,53.3852833333333,-116.42655,Canada,Alberta,DivisionNo.14Hinton,53,NA
GC1EBGF,WindRiverMine,NA,45.9392333333333,-120.054916666667,UnitedStates,Washington,SkamaniaCounty,4,NA
GC1EBKD,catfishcave,NA,32.9982,-95.1667,UnitedStates,Texas,CollinCounty,30,NA
GC1F1HY,TheLuckyPickMine,NA,NA,NA,NA,NA,NA,NA,NA
GC1F3V2,GuardianoftheCave,NA,30.1966,-96.1518666666667,UnitedStates,Texas,TravisCounty,62,NA
GC1F7DT,IceCaveAdventure,NA,46.57495,-120.7245,UnitedStates,Washington,YakimaCounty,6,NA
GC1F8ZP,YourPALorMine?,NA,31.8439166666667,-101.609516666667,UnitedStates,Texas,EctorCounty,26,NA
GC1F8ZY,ChinaRoadCache/BaldlwinMineArea,NA,34.3065833333333,-115.1716,UnitedStates,California,SanBernardinoCounty,4,NA
GC1FB6B,CaveofthePurplePig,NA,34.3539166666667,-115.1515,UnitedStates,California,SanBernardinoCounty,117,NA
GC1FEAY,GwinMine2,NA,38.29165,-119.248583333333,UnitedStates,California,CalaverasCounty,35,NA
GC1FG24,SugarRiverTrailCave,NA,42.7565166666667,-88.4199333333333,UnitedStates,Wisconsin,GreenCounty,57,NA
GC1FGBM,treasurecave,NA,42.52875,-86.0812,UnitedStates,Wisconsin,KenoshaCounty,42,NA
GC1FMVV,Starr'sCave,NA,40.85195,-90.86225,UnitedStates,Iowa,DesMoinesCounty,166,NA
GC1FNYV,LockMineCutoff,NA,39.7092333333333,-119.40435,UnitedStates,California,PlumasCounty,52,NA
GC1FPMJ,GooseMineTrail,NA,41.7141166666667,-92.37795,UnitedStates,Iowa,PolkCounty,144,NA
GC1FRZQ,"The""IceCave""",NA,43.8352166666667,-89.0748166666667,UnitedStates,Wisconsin,LaCrosseCounty,111,NA
GC1FT0A,Halfwaybetweenhereandthere,NA,39.3358666666667,-75.5113833333333,UnitedStates,Maryland,BaltimoreCounty,101,NA
GC1FYE6,CavePoint,NA,44.9305666666667,-86.8272666666667,UnitedStates,Wisconsin,DoorCounty,440,NA
GC1FZ2B,IndianaBonezandtheForbiddenCaveofCoins,NA,34.09865,-117.07255,UnitedStates,California,VenturaCounty,0,NA
GC1G48P,slantedcave,NA,34.0935166666667,-118.95745,UnitedStates,California,VenturaCounty,10,NA
GC1G7JE,Ole'Mine,NA,NA,NA,NA,NA,NA,NA,NA
GC1G9BW,BoneCaveCache,NA,39.6912,-77.21165,UnitedStates,Maryland,AlleganyCounty,77,NA
GC1G9YZ,DryCreekCave,NA,34.71085,-117.277266666667,UnitedStates,California,LosAngelesCounty,62,NA
GC1GB1C,LostMineorLostUs?,NA,NA,NA,NA,NA,NA,NA,NA
