GC,title,url,lat,lon,country,province.state,county,numfinds,numpage
GC3X56B,COALMINE,NA,NA,NA,NA,NA,NA,NA,NA
GC3X8N1,PathtoBurtonCaveNaturePreserveBeginsHere,NA,39.8933166666667,-90.74885,UnitedStates,Illinois,AdamsCounty,24,NA
GC3XDJK,OBG:WorkingInTheChertMine,NA,47.3732333333333,-90.7714333333333,UnitedStates,Minnesota,LakeCounty,28,NA
GC3XKQ7,TheCave,NA,37.3273833333333,-118.980966666667,UnitedStates,California,FresnoCounty,21,NA
GC3Y943,SerpentsCaveTwo,NA,34.2815166666667,-117.346566666667,UnitedStates,California,VenturaCounty,7,NA
GC3YCGJ,ReyesCave,NA,34.6374666666667,-118.759666666667,UnitedStates,California,VenturaCounty,5,NA
GC3YGFV,"TRTMissingLinkCave",NA,39.2008166666667,-119.820216666667,UnitedStates,California,PlacerCounty,8,NA
GC3YK29,BlueCanyonMine,NA,48.6956833333333,-121.704266666667,UnitedStates,Washington,WhatcomCounty,78,NA
GC3YP95,OldGreerCountyCemetery-CaveCreek,NA,NA,NA,NA,NA,NA,NA,NA
GC3YZ9J,BearDenroadcavecache,NA,44.95085,-90.6023666666667,UnitedStates,Wisconsin,ChippewaCounty,106,NA
GC407Z5,ILikeMineChocolateCovered,NA,NA,NA,NA,NA,NA,NA,NA
GC4082Y,"WineVine.Mine",NA,NA,NA,NA,NA,NA,NA,NA
GC40B1V,LipsThatTouchLiquorWillNeverTouchMine,NA,NA,NA,NA,NA,NA,NA,NA
GC40BFB,WarNinjasCoyotecave!!,NA,37.66745,-121.505916666667,UnitedStates,California,SanMateoCounty,86,NA
GC40NGR,YESITSMINE,NA,NA,NA,NA,NA,NA,NA,NA
GC40TFJ,AMouseCave,NA,38.7787666666667,-96.4982666666667,UnitedStates,Kansas,SalineCounty,29,NA
GC40XF5,cavesay...lakepretty!,NA,NA,NA,NA,NA,NA,NA,NA
GC417KK,Thislittlelightofmine.,NA,38.0418666666667,-120.649166666667,UnitedStates,California,SanJoaquinCounty,83,NA
GC41ATK,RobbersCaveAdvance,NA,34.9959833333333,-94.6499,UnitedStates,Oklahoma,LatimerCounty,5,NA
GC41ENT,HEARTLANDTRAILCASSLAKEEXPRESS:THECAVE,NA,47.2772833333333,-93.3728166666667,UnitedStates,Minnesota,CassCounty,41,NA
GC41YP2,CaveofTrees,NA,NA,NA,NA,NA,NA,NA,NA
GC421WC,AnotherTinMineCache,NA,NA,NA,NA,NA,NA,NA,NA
GC42G3G,Nevermine...Duke'sTricky,NA,40.53605,-121.54045,UnitedStates,California,ShastaCounty,25,NA
GC42NXJ,TurnoffToPopcornCaveTrail,NA,40.9563833333333,-120.560233333333,UnitedStates,California,ShastaCounty,28,NA
GC42RBA,Cavedweller,NA,35.0184666666667,-79.0102166666667,UnitedStates,SouthCarolina,YorkCounty,62,NA
GC42TM4,AnotherMine?,NA,40.5211833333333,-121.491333333333,UnitedStates,California,ShastaCounty,15,NA
GC42TQT,"SpelunkingCavingCave",NA,38.7698166666667,-120.51175,UnitedStates,California,SutterCounty,173,NA
GC42YA0,EchoCave,NA,NA,NA,NA,NA,NA,NA,NA
GC436G1,CaveCache,NA,38.8846166666667,-93.2804166666667,UnitedStates,Kansas,JohnsonCounty,272,NA
GC439NN,TheBatCave,NA,33.6955333333333,-116.879816666667,UnitedStates,California,RiversideCounty,47,NA
GC43JAK,CaveSpringsChurch,NA,NA,NA,NA,NA,NA,NA,NA
GC43RJV,JamesGangCave,NA,38.5829166666667,-94.5442,UnitedStates,Kansas,FranklinCounty,63,NA
GC43VTD,CaveofPlants,NA,37.0946166666667,-120.357016666667,UnitedStates,California,SantaClaraCounty,20,NA
GC43XTA,JesseJamesCaveEarthCache,NA,38.58275,-94.5439166666667,UnitedStates,Kansas,FranklinCounty,89,NA
GC44JWB,PCT-ManCave,NA,50.858,-113.14635,Canada,Alberta,DivisionNo.15Canmore,25,NA
GC44KB9,DisneyCave,NA,NA,NA,NA,NA,NA,NA,NA
GC44Z5C,ThelostmineinPine,NA,34.2009,-117.8838,UnitedStates,California,LosAngelesCounty,13,NA
GC44Z7Y,"HuntforAztecTreasure(4):MineAllMine!",NA,29.0388333333333,-94.5266666666667,UnitedStates,Texas,BrazoriaCounty,2,NA
GC45146,AllMine,NA,36.8091333333333,-117.889316666667,UnitedStates,California,InyoCounty,22,NA
GC453DT,TheCatCave,NA,39.193,-95.4235166666667,UnitedStates,Kansas,RileyCounty,134,NA
GC454AP,*SM015H.O.w.s.AboutaCavein*,NA,34.7056333333333,-114.047233333333,UnitedStates,California,SanBernardinoCounty,54,NA
GC4592T,BeMine,NA,37.1009833333333,-112.474983333333,UnitedStates,Utah,WashingtonCounty,33,NA
GC45ADE,CaveofWonders,NA,47.5140666666667,-120.1163,UnitedStates,Washington,KingCounty,88,NA
GC45CVF,"Sprucefirorpine...whichoneismine?CARW2013",NA,53.5669666666667,-112.434433333333,Canada,Alberta,DivisionNo.11Edmonton,66,NA
GC45E4R,GOINGONAVANRIDE#4-BEARCAVE?,NA,35.4509,-97.1921333333333,UnitedStates,Oklahoma,WashitaCounty,7,NA
GC45EXZ,Mine...AKey,NA,33.9832166666667,-80.7389833333333,UnitedStates,SouthCarolina,LexingtonCounty,145,NA
GC45JYG,IntotheCave,NA,36.1593,-78.5114833333333,UnitedStates,NorthCarolina,AlamanceCounty,42,NA
GC45MPW,Merlin'sCave,NA,39.4419833333333,-87.2503666666667,UnitedStates,Illinois,ShelbyCounty,112,NA
GC45R66,GhostMine,NA,37.86645,-119.5348,UnitedStates,California,TuolumneCounty,24,NA
GC460JR,Caveinacave,NA,33.0777666666667,-96.9896166666667,UnitedStates,Texas,DentonCounty,63,NA
GC46CX9,AmineforLauren,NA,34.2148166666667,-117.874866666667,UnitedStates,California,LosAngelesCounty,13,NA
GC46CXA,1-800-FOOT-MINE,NA,34.2133333333333,-117.873683333333,UnitedStates,California,LosAngelesCounty,19,NA
GC46G9K,BackToTheCave,NA,48.6085833333333,-121.570633333333,UnitedStates,Washington,SkagitCounty,113,NA
GC46H33,AreyououtofyourMine?,NA,NA,NA,NA,NA,NA,NA,NA
GC46RFZ,ShinnCave,NA,37.5676,-120.0153,UnitedStates,California,AlamedaCounty,97,NA
GC46V0Z,BullDawgMine,NA,33.4626833333333,-110.491266666667,UnitedStates,Arizona,PinalCounty,68,NA
GC46V5H,BATCAVE2,NA,NA,NA,NA,NA,NA,NA,NA
GC46V6N,BATCAVE1,NA,NA,NA,NA,NA,NA,NA,NA
GC46WQ9,FalseCaveCache,NA,44.0552166666667,-102.634516666667,UnitedStates,SouthDakota,PenningtonCounty,123,NA
GC478G8,KZ-MineDetector,NA,34.4287166666667,-116.321783333333,UnitedStates,California,LosAngelesCounty,13,NA
GC47TW9,VulcanMineMeld,NA,32.9273333333333,-116.960466666667,UnitedStates,California,SanDiegoCounty,123,NA
GC47XQF,"YourPadOrMine?",NA,34.2434166666667,-116.040383333333,UnitedStates,California,LosAngelesCounty,22,NA
GC47Y78,PriestMineOverlook,NA,34.0159166666667,-113.06625,UnitedStates,California,RiversideCounty,1,NA
GC483PB,TheGoldMine,NA,35.48695,-96.4841666666667,UnitedStates,Oklahoma,OklahomaCounty,21,NA
GC48AX5,TooWeeMine,NA,32.8486333333333,-113.236983333333,UnitedStates,California,ImperialCounty,9,NA
GC48XFR,CargoMine,NA,32.8341,-113.220566666667,UnitedStates,California,ImperialCounty,26,NA
GC493J7,KZ-HazzardMine,NA,34.54255,-116.2714,UnitedStates,California,LosAngelesCounty,21,NA
GC495WH,BentoniteMine,NA,33.7446666666667,-87.4693166666667,UnitedStates,Mississippi,MonroeCounty,29,NA
GC49BDQ,randomcavewithacontainer,NA,34.0966,-82.0853333333333,UnitedStates,Georgia,GwinnettCounty,46,NA
GC49BZM,Dredgingforcache@Empiremine,NA,39.208,-120.9527,UnitedStates,California,NevadaCounty,92,NA
GC49E78,"It'sMineAllMine!",NA,48.8114333333333,-118.54315,UnitedStates,Washington,OkanoganCounty,26,NA
GC49GER,BadgerintheBear'sCave,NA,42.9297166666667,-87.1635,UnitedStates,Wisconsin,JeffersonCounty,8,NA
GC49Y3P,ThirtiethSurprise“GeorgeWashingtonMine”,NA,NA,NA,NA,NA,NA,NA,NA
GC4A0MA,EauClaireHistory:TheCaveLady(VioletLeigh),NA,NA,NA,NA,NA,NA,NA,NA
GC4A43Q,DelawareMine,NA,47.4235,-87.8979833333333,UnitedStates,Michigan,KeweenawCounty,61,NA
GC4AEEJ,SilverbrookMansion&CopperMine,NA,45.37565,-91.3328,UnitedStates,Wisconsin,PolkCounty,181,NA
GC4APVN,MiniTreeCave,NA,NA,NA,NA,NA,NA,NA,NA
GC4B8CG,Thislittlelightofmine#1,NA,38.4238333333333,-120.666966666667,UnitedStates,California,SacramentoCounty,111,NA
GC4B9,'C'IsForCaveDwellers,NA,36.50345,-120.800416666667,UnitedStates,California,SanBenitoCounty,287,NA
GC4BDHD,Thislittlelightofmine#2,NA,38.3883666666667,-120.640066666667,UnitedStates,California,SacramentoCounty,63,NA
GC4BDKZ,Thislittlelightofmine#6,NA,38.3817166666667,-120.634833333333,UnitedStates,California,SacramentoCounty,77,NA
GC4BEZK,TrailtoManganeseMine,NA,47.5316333333333,-52.8121833333333,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,8,NA
GC4BFA,VanaldenCave,NA,34.1318166666667,-117.437916666667,UnitedStates,California,LosAngelesCounty,62,NA
GC4BJXF,Thislittlelightofmine#3,NA,38.4767,-120.57965,UnitedStates,California,SacramentoCounty,76,NA
GC4BJXN,Thislittlelightofmine#4,NA,38.4253666666667,-120.538983333333,UnitedStates,California,SacramentoCounty,75,NA
GC4BJXZ,Thislittlelightofmine#5,NA,NA,NA,NA,NA,NA,NA,NA
GC4BRMT,Fibonacci'sFling#9-BeeMine,NA,32.5743166666667,-82.4341333333333,UnitedStates,Georgia,HoustonCounty,24,NA
GC4C1GT,QuarryCave,NA,34.5556166666667,-117.58255,UnitedStates,California,LosAngelesCounty,57,NA
GC4C3T2,Crittercave,NA,36.0532666666667,-89.47395,UnitedStates,Arkansas,GreeneCounty,49,NA
GC4C4JK,BlackAngus-ACoolCowCavingCache,NA,NA,NA,NA,NA,NA,NA,NA
GC4CCVM,HBCleanupCave,NA,34.2759666666667,-117.34385,UnitedStates,California,VenturaCounty,20,NA
GC4CEQH,Crittercave#2,NA,36.0631666666667,-89.50345,UnitedStates,Arkansas,GreeneCounty,54,NA
GC4CQD0,KeynotMineEarthcache,NA,36.7196166666667,-116.063516666667,UnitedStates,California,InyoCounty,4,NA
GC4CX3T,ThisLittleLightOfMine,NA,47.4309,-121.835316666667,UnitedStates,Washington,KingCounty,247,NA
GC4D50G,"ColdCaveTrail""NotAllWhoWanderAreLost""",NA,36.42675,-93.7788166666667,UnitedStates,Arkansas,BentonCounty,111,NA
GC4D6NR,MAG=MineAGeocache!,NA,NA,NA,NA,NA,NA,NA,NA
GC4DRQG,DCP#10-CavePointPark,NA,44.93165,-86.8255166666667,UnitedStates,Wisconsin,DoorCounty,364,NA
GC4DWR3,CaveIn-CarsonRiver#8,NA,NA,NA,NA,NA,NA,NA,NA
GC4DXYN,MineCreekCowboy,NA,38.146,-93.2756666666667,UnitedStates,Kansas,LinnCounty,231,NA
GC4E15,IbexMine,NA,35.6911166666667,-115.637583333333,UnitedStates,California,SanBernardinoCounty,25,NA
GC4EA5G,CaveoftheMoundsTrailCache,NA,43.01495,-88.1842333333333,UnitedStates,Wisconsin,DaneCounty,192,NA
GC4EB0X,'taintmine!,NA,NA,NA,NA,NA,NA,NA,NA
GC4EWEC,AdventureTime:Marceline'scave,NA,39.0400666666667,-119.0969,UnitedStates,California,PlacerCounty,0,NA
GC4FCQV,TheTreeCave,NA,37.4312833333333,-121.78975,UnitedStates,California,SanMateoCounty,134,NA
GC4FHJF,OctagonBatCave,NA,47.5208333333333,-51.0539666666667,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,320,NA
GC4FHJF,OctagonBatCave,NA,47.5208333333333,-51.0539666666667,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,320,NA
GC4FP3C,TheTalcMineofManuels,NA,47.4860666666667,-51.04445,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,31,NA
GC4FPKD,YLHD-Thislittlelightofmine...,NA,53.5375666666667,-111.810483333333,Canada,Alberta,DivisionNo.10Lloydminster,157,NA
GC4G44M,Can'tSeemToMakeYouMine,NA,48.70785,-121.514316666667,UnitedStates,Washington,WhatcomCounty,147,NA
GC4G7AG,Trail118DomBoscoProspectMine,NA,NA,NA,NA,NA,NA,NA,NA
GC4G9A5,CelbrateHallock#3,NA,48.7766666666667,-95.0555166666667,UnitedStates,Minnesota,KittsonCounty,69,NA
GC4GDKA,TheCaveMan,NA,42.1400333333333,-86.0729333333333,UnitedStates,Illinois,CookCounty,49,NA
GC4GTHC,100GGS:SweetChildO'Mine(63),NA,46.29875,-91.5669166666667,UnitedStates,Minnesota,PineCounty,16,NA
GC4GVQH,ArcoMineLake,NA,46.90915,-92.0871333333333,UnitedStates,Minnesota,CassCounty,57,NA
GC4HER9,SierraTrek:StumpedonthewaytoExcelsiorMine,NA,39.4061166666667,-119.49275,UnitedStates,California,NevadaCounty,12,NA
GC4HQPP,GABC5-ThisLittleLightofMine,NA,32.3196666666667,-94.7184,UnitedStates,Texas,SmithCounty,139,NA
GC4J4V4,CLT:CONCRETECAVE,NA,46.2432166666667,-95.9841,UnitedStates,Minnesota,OtterTailCounty,49,NA
GC4J64D,HikingSeries:DarbyWindCave,NA,43.6864833333333,-109.035583333333,UnitedStates,Wyoming,TetonCounty,0,NA
GC4JQQA,SlateMine,NA,48.6097166666667,-52.6007166666667,Canada,NewfoundlandandLabrador,DivisionNo.1AvalonPeninsula-St.John's,14,NA
GC4JVGG,LandMine,NA,36.5195166666667,-120.187683333333,UnitedStates,California,MontereyCounty,7,NA
GC4K1GC,THISLITTLELIGHTOFMINE#1,NA,31.1477333333333,-88.7790666666667,UnitedStates,Mississippi,ForrestCounty,89,NA
GC4KBG2,#PopcornMine,NA,47.7787833333333,-91.88135,UnitedStates,Minnesota,St.LouisCounty,4,NA
GC4MAWT,CaveMonster,NA,52.57765,-112.5619,Canada,Alberta,DivisionNo.8RedDeer,37,NA
GC4MN96,CattleCave,NA,NA,NA,NA,NA,NA,NA,NA
GC4P84A,MakeMineaHamburger,NA,46.1400333333333,-121.105366666667,UnitedStates,Washington,CowlitzCounty,178,NA
GC4PNQQ,UndergroundMineElevator,NA,43.03335,-107.6017,UnitedStates,Wyoming,FremontCounty,70,NA
GC4PZRJ,I'llTakeMineonTheRocks,NA,NA,NA,NA,NA,NA,NA,NA
GC4Q3PM,AmericatheBeautiful-#7MammothCaveNat.Park,NA,39.6048166666667,-75.33805,UnitedStates,Maryland,BaltimoreCounty,96,NA
GC4Q6CA,MineView,NA,40.1517166666667,-120.957333333333,UnitedStates,California,PlumasCounty,7,NA
GC4Q71R,SunsetLodeMine,NA,43.8179666666667,-102.330633333333,UnitedStates,SouthDakota,CusterCounty,42,NA
GC4QCXA,ThisLittleLightofMine,NA,35.5181166666667,-119.299216666667,UnitedStates,California,SanLuisObispoCounty,17,NA
GC4QG17,MakeminePepperoni-number57inI-5series,NA,46.1652333333333,-121.097266666667,UnitedStates,Washington,CowlitzCounty,104,NA
GC4QYTX,VictoryisMine!,NA,44.8765666666667,-96.9938,UnitedStates,SouthDakota,CodingtonCounty,34,NA
GC4QYX8,ThiscacheisMINE,NA,NA,NA,NA,NA,NA,NA,NA
GC4RHPT,Yourmidnightormine?,NA,42.0652166666667,-86.1299166666667,UnitedStates,Illinois,CookCounty,25,NA
GC4RMEP,Cave-Inn,NA,47.6856666666667,-116.624566666667,UnitedStates,Washington,SpokaneCounty,283,NA
GC4T1H5,Wally'sGoldMine,NA,NA,NA,NA,NA,NA,NA,NA
GC4T3VC,Coalminehill,NA,54.11835,-114.497133333333,Canada,Alberta,DivisionNo.13Whitecourt,24,NA
GC4T81Y,MaryBelleMine,NA,44.1207833333333,-102.27375,UnitedStates,SouthDakota,PenningtonCounty,9,NA
GC4T8VE,lilkgurlMine,NA,32.9723166666667,-114.14085,UnitedStates,California,ImperialCounty,13,NA
GC4TEF9,GlitterGulchMine,NA,45.1077166666667,-94.9672333333333,UnitedStates,Minnesota,KandiyohiCounty,40,NA
GC4TJY5,ballardcave,NA,NA,NA,NA,NA,NA,NA,NA
GC4TKNC,thislittlelightofmine,NA,31.1883666666667,-82.47785,UnitedStates,Georgia,CookCounty,108,NA
GC4TQJD,Jethro'sDiamondMine,NA,NA,NA,NA,NA,NA,NA,NA
GC4TTHM,IndianCave,NA,40.2471333333333,-94.4808166666667,UnitedStates,Nebraska,RichardsonCounty,43,NA
GC4TYEJ,JackDanielsisafriendofmine!!,NA,32.8477666666667,-114.045016666667,UnitedStates,California,ImperialCounty,9,NA
GC4V1HC,StarMineCampground,NA,NA,NA,NA,NA,NA,NA,NA
GC4V2B5,BB'sMineShaftGapCache!,NA,29.74645,-93.0253,UnitedStates,Texas,HarrisCounty,27,NA
GC4VA1A,Bubba'sSilverMine,NA,NA,NA,NA,NA,NA,NA,NA
GC4VHWY,MineJunkPlusOne,NA,NA,NA,NA,NA,NA,NA,NA
GC4VQP2,TrailtoOakCanyonMine,NA,32.9088833333333,-115.4899,UnitedStates,California,SanDiegoCounty,15,NA
GC4VWX4,CaveofDoom,NA,37.83105,-93.2795,UnitedStates,Kansas,BourbonCounty,8,NA
GC4W0X5,LastTowerofAlpineMineBucketLine,NA,38.66725,-118.27185,UnitedStates,California,AlpineCounty,23,NA
GC4WCFN,CaveDweller,NA,34.5637166666667,-116.892166666667,UnitedStates,California,SanBernardinoCounty,10,NA
GC4WEKE,Mineinthemiddle,NA,34.6085333333333,-114.336583333333,UnitedStates,California,SanBernardinoCounty,32,NA
GC4WH1W,CaveLandingandPirate'sCoveParking,NA,35.1764333333333,-119.2809,UnitedStates,California,SanLuisObispoCounty,214,NA
GC4WPVP,TurtleCave,NA,34.4799833333333,-118.561416666667,UnitedStates,California,VenturaCounty,7,NA
GC4WR5K,Justpassingthrough,NA,37.9024166666667,-120.778633333333,UnitedStates,California,SanJoaquinCounty,101,NA
GC4WR8W,BluelightSpecial!,NA,37.9376333333333,-120.758666666667,UnitedStates,California,SanJoaquinCounty,17,NA
GC4WR9X,AliceIsMine,NA,34.0535833333333,-113.490033333333,UnitedStates,California,RiversideCounty,6,NA
GC4WTH1,ScootOverCaveCache,NA,30.4866833333333,-96.2785,UnitedStates,Texas,WilliamsonCounty,33,NA
GC4WV18,BookWorm,NA,37.9348166666667,-120.753733333333,UnitedStates,California,SanJoaquinCounty,17,NA
GC4WV1H,KennedyPark,NA,37.9287666666667,-120.753633333333,UnitedStates,California,SanJoaquinCounty,20,NA
GC4X17P,1-BYOP-youcan'tusemine,NA,NA,NA,NA,NA,NA,NA,NA
GC4X332,BluelightSpecial#2,NA,38.129,-120.7403,UnitedStates,California,SanJoaquinCounty,157,NA
GC4X3PV,MineWouldBeYou,NA,34.8964,-87.4516833333333,UnitedStates,Mississippi,AlcornCounty,77,NA
GC4X5KH,2-BYOP-youcan'tusemine,NA,53.5207666666667,-112.428883333333,Canada,Alberta,DivisionNo.11Edmonton,90,NA
GC4X8W8,CanineMineField,NA,33.9307666666667,-83.6649166666667,UnitedStates,Georgia,DeKalbCounty,108,NA
GC4X8Z4,COUGARSCAVE,NA,44.0965166666667,-102.44775,UnitedStates,SouthDakota,PenningtonCounty,21,NA
GC4XPGA,QwikAgMine,NA,37.9193833333333,-121.9439,UnitedStates,California,ContraCostaCounty,155,NA
GC4Y725,"CargoMinejustanotherhole!",NA,32.8312,-113.220883333333,UnitedStates,California,ImperialCounty,52,NA
GC4YEXZ,9ValentineBeMine,NA,46.27515,-118.790716666667,UnitedStates,Washington,FranklinCounty,149,NA
GC4YGFA,BeMineAtValentine,NA,43.6575,-89.6559166666667,UnitedStates,Wisconsin,VernonCounty,46,NA
GC4YHKE,"BeMine,Valentine",NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC4YQKV,LetterboxofLove:BeMine,NA,33.8087333333333,-83.6156,UnitedStates,Georgia,FultonCounty,155,NA
GC4YRX2,BigCave:IrishHillsPointsofInterest,NA,35.2546,-119.281483333333,UnitedStates,California,SanLuisObispoCounty,27,NA
GC4YRXA,MineView:DurataVistaTrail,NA,35.2573666666667,-119.2873,UnitedStates,California,SanLuisObispoCounty,24,NA
GC4ZBCZ,InjunJoe'sCave,NA,NA,NA,NA,NA,NA,NA,NA
GC4ZP0D,Robber'sCaveView,NA,37.01175,-95.6836833333333,UnitedStates,Kansas,ChautauquaCounty,20,NA
GC4ZQRY,☠DIZFIZRedSaucePaddleSeries-BelowTheCave,NA,NA,NA,NA,NA,NA,NA,NA
GC4ZTBR,LowerNobleMine,NA,NA,NA,NA,NA,NA,NA,NA
GC4ZZND,PropmanCave,NA,47.2807333333333,-119.58085,UnitedStates,Washington,ChelanCounty,8,NA
GC5044J,CCRockCave,NA,33.3128166666667,-116.901833333333,UnitedStates,California,SanDiegoCounty,83,NA
GC50P7F,Dragon'sCave,NA,33.3158333333333,-86.33455,UnitedStates,Alabama,TuscaloosaCounty,40,NA
GC50QXE,CAVECREEKSCHOOL,NA,NA,NA,NA,NA,NA,NA,NA
GC5151,MicaMineCache,NA,32.6396,-115.88815,UnitedStates,California,SanDiegoCounty,93,NA
GC51B3R,MissionImpossible:Episode5-ECRiverCave,NA,NA,NA,NA,NA,NA,NA,NA
GC51D7C,Canyoufindmine?,NA,34.1224,-115.903383333333,UnitedStates,California,SanBernardinoCounty,28,NA
GC51QH2,DryCreekCaveTrail,NA,34.5792666666667,-84.8731166666667,UnitedStates,Georgia,ChattoogaCounty,21,NA
GC51W5P,"NoTheHonorIsMine",NA,39.1216166666667,-87.4584,UnitedStates,Illinois,EffinghamCounty,139,NA
GC5296,Rhino'sGrotto(cave),NA,46.7365833333333,-119.215166666667,UnitedStates,Washington,YakimaCounty,24,NA
GC52AHJ,CaveCranny,NA,44.5510666666667,-91.4518833333333,UnitedStates,Minnesota,GoodhueCounty,24,NA
GC52J2T,WhenyougoyourwayandIgomine,NA,39.35305,-75.2739333333333,UnitedStates,Maryland,BaltimoreCounty,23,NA
GC52PKN,CoalMine,NA,32.98005,-115.424,UnitedStates,California,SanDiegoCounty,80,NA
GC52PKP,CopperMine,NA,32.9815833333333,-115.423283333333,UnitedStates,California,SanDiegoCounty,94,NA
GC52PKX,SilverMine,NA,32.98365,-115.423,UnitedStates,California,SanDiegoCounty,101,NA
GC52PM1,GoldMine,NA,32.9859,-115.425333333333,UnitedStates,California,SanDiegoCounty,77,NA
GC52PM6,DiamondMine,NA,32.9865333333333,-115.429516666667,UnitedStates,California,SanDiegoCounty,72,NA
GC52PM8,PlatinumMine,NA,32.9849,-115.430883333333,UnitedStates,California,SanDiegoCounty,69,NA
GC536XX,SmallCave,NA,40.1932166666667,-79.9576166666667,UnitedStates,Pennsylvania,WashingtonCounty,90,NA
GC53CRA,UpperPennMine,NA,NA,NA,NA,NA,NA,NA,NA
GC53KHQ,CCCNP-TheTreeFernCave,NA,34.6192666666667,-86.1972833333333,UnitedStates,Alabama,ColbertCounty,67,NA
GC53KT9,CaveofTheWinds,NA,41.8974333333333,-87.5325333333333,UnitedStates,Illinois,KaneCounty,11,NA
GC5451B,Minedumpvalley,NA,47.2887333333333,-92.5127666666667,UnitedStates,Minnesota,ItascaCounty,27,NA
GC54CKG,Mineoryours?,NA,37.5383,-120.43445,UnitedStates,California,AlamedaCounty,64,NA
GC54CKN,Mineyoumanners!,NA,37.4360333333333,-120.4878,UnitedStates,California,SantaClaraCounty,63,NA
GC54GFH,"CliffTreeRootCave",NA,47.1078333333333,-121.347566666667,UnitedStates,Washington,PierceCounty,10,NA
GC5598E,MooseMountainIceCave,NA,50.9088,-113.190816666667,Canada,Alberta,DivisionNo.15Canmore,21,NA
GC55EVB,BlackhawkMine,NA,NA,NA,NA,NA,NA,NA,NA
GC55T2W,MooseMountainMiniCave,NA,50.9090333333333,-113.193366666667,Canada,Alberta,DivisionNo.15Canmore,14,NA
GC55WX2,NewBlackDiamondMinefanhouse,NA,47.4526833333333,-121.890583333333,UnitedStates,Washington,KingCounty,70,NA
GC56F1N,LowerSalmonLakeMine,NA,39.6489833333333,-119.354983333333,UnitedStates,California,SierraCounty,13,NA
GC56FPX,CaveSpringsSwagRepositoryandTravelBugHotel,NA,36.26355,-93.7687166666667,UnitedStates,Arkansas,BentonCounty,54,NA
GC56JYP,OLDBRIDGETOBATCAVE,NA,42.1111166666667,-103.013,UnitedStates,Wyoming,PlatteCounty,43,NA
GC56N54,Guardingthecave,NA,36.1198833333333,-92.8747333333333,UnitedStates,Arkansas,BooneCounty,83,NA
GC56WKF,WaterMine,NA,38.7519,-121.686633333333,UnitedStates,California,NapaCounty,5,NA
GC5705Z,LockeMine,NA,39.686,-119.422983333333,UnitedStates,California,SierraCounty,8,NA
GC5731H,CaveofWonders,NA,40.85055,-120.467283333333,UnitedStates,California,ShastaCounty,8,NA
GC574KZ,GoldLakeMine,NA,39.6695333333333,-119.356166666667,UnitedStates,California,SierraCounty,11,NA
GC57GH0,CiscoKid(Wasafriendofmine),NA,45.7107333333333,-92.3510166666667,UnitedStates,Minnesota,MilleLacsCounty,5,NA
GC57M0K,FriendsofMine,NA,33.90875,-82.0318166666667,UnitedStates,Georgia,GwinnettCounty,52,NA
GC58474,TheBatsofCrystalCave🦇,NA,36.4578666666667,-93.74145,UnitedStates,Arkansas,BentonCounty,57,NA
GC5855B,WhiteQuartzMine,NA,43.88135,-102.393966666667,UnitedStates,SouthDakota,PenningtonCounty,46,NA
GC588Z8,BeeMine,NA,NA,NA,NA,NA,NA,NA,NA
GC58AZB,ViewoftheCave,NA,32.9072833333333,-116.783383333333,UnitedStates,California,SanDiegoCounty,53,NA
GC58RCH,DGB-Anoldwateringholeofmine...,NA,41.51185,-86.4631833333333,UnitedStates,Illinois,CookCounty,34,NA
GC591EK,HurleyCave,NA,48.9713666666667,-118.220833333333,UnitedStates,Washington,OkanoganCounty,2,NA
GC596H3,TreeCave,NA,35.6173166666667,-120.849516666667,UnitedStates,California,SanLuisObispoCounty,17,NA
GC59BK7,FeatherbugCave,NA,48.19955,-119.405516666667,UnitedStates,Washington,ChelanCounty,5,NA
GC5A4C8,Didtheyplaykickthecanatthemine?,NA,39.7605166666667,-119.294233333333,UnitedStates,California,PlumasCounty,13,NA
GC5A4D9,MammothMine,NA,39.75785,-119.292833333333,UnitedStates,California,PlumasCounty,11,NA
GC5A7T3,RoundLakeMine,NA,39.6845333333333,-119.323216666667,UnitedStates,California,PlumasCounty,22,NA
GC5AB6,Grayson'sGoldMine,NA,32.971,-95.374,UnitedStates,Texas,DallasCounty,44,NA
GC5AHA5,MammothConsolidatedMine,NA,37.59325,-117.0125,UnitedStates,California,MonoCounty,60,NA
GC5AJGG,TinMineWaterfall,NA,47.5541,-121.19935,UnitedStates,Washington,KitsapCounty,28,NA
GC5ATNJ,Fricke'sCave-AlluvialFanandErosion,NA,30.7700166666667,-89.8403166666667,UnitedStates,Louisiana,WashingtonParish,53,NA
GC5AV4E,MilfordMineMemorialPark,NA,46.53795,-92.0353333333333,UnitedStates,Minnesota,CrowWingCounty,42,NA
GC5AYZR,SCT-Cave?,NA,33.9777833333333,-83.0017833333333,UnitedStates,Georgia,PolkCounty,67,NA
GC5BJ6Z,Dave'sCave,NA,43.87085,-90.7908166666667,UnitedStates,Wisconsin,LaCrosseCounty,49,NA
