county,WNS_MAP_YR,WNS_STATUS
Fayette-Pennsylvania,2014-15,Absent
Fayette-Pennsylvania,2015-16,Absent
Fayette-Pennsylvania,2016-17,Absent
Fayette-Pennsylvania,2017-18,Absent
Fayette-Pennsylvania,2018-19,Absent
Fayette-West Virginia,2006-07,Absent
Fayette-West Virginia,2007-08,Absent
Fayette-West Virginia,2008-09,Absent
Fayette-West Virginia,2009-10,Absent
Fayette-West Virginia,2011-12,Absent
Fayette-West Virginia,2012-13,Absent
Fayette-West Virginia,2013-14,Absent
Fayette-West Virginia,2014-15,Absent
Fayette-West Virginia,2015-16,Absent
Fayette-West Virginia,2016-17,Absent
Fayette-West Virginia,2017-18,Absent
Fayette-West Virginia,2018-19,Absent
Fentress-Tennessee,2006-07,Absent
Fentress-Tennessee,2007-08,Absent
Fentress-Tennessee,2008-09,Absent
Fentress-Tennessee,2009-10,Absent
Fentress-Tennessee,2010-11,Absent
Fentress-Tennessee,2011-12,Absent
Fentress-Tennessee,2013-14,Absent
Fentress-Tennessee,2014-15,Absent
Fentress-Tennessee,2015-16,Absent
Fentress-Tennessee,2016-17,Absent
Fentress-Tennessee,2017-18,Absent
Fentress-Tennessee,2018-19,Absent
Fillmore-Minnesota,2006-07,Absent
Fillmore-Minnesota,2007-08,Absent
Fillmore-Minnesota,2008-09,Absent
Fillmore-Minnesota,2009-10,Absent
Fillmore-Minnesota,2010-11,Absent
Fillmore-Minnesota,2011-12,Absent
Fillmore-Minnesota,2012-13,Absent
Fillmore-Minnesota,2013-14,Absent
Fillmore-Minnesota,2014-15,Absent
Fillmore-Minnesota,2015-16,Absent
Fillmore-Minnesota,2017-18,Absent
Fillmore-Minnesota,2018-19,Absent
Floyd-Georgia,2006-07,Absent
Floyd-Georgia,2007-08,Absent
Floyd-Georgia,2008-09,Absent
Floyd-Georgia,2009-10,Absent
Floyd-Georgia,2010-11,Absent
Floyd-Georgia,2011-12,Absent
Floyd-Georgia,2012-13,Absent
Floyd-Georgia,2013-14,Absent
Floyd-Georgia,2015-16,Absent
Floyd-Georgia,2016-17,Absent
Floyd-Georgia,2017-18,Absent
Floyd-Georgia,2018-19,Absent
Foard-Texas,2006-07,Absent
Foard-Texas,2007-08,Absent
Foard-Texas,2008-09,Absent
Foard-Texas,2009-10,Absent
Foard-Texas,2010-11,Absent
Foard-Texas,2011-12,Absent
Foard-Texas,2012-13,Absent
Foard-Texas,2013-14,Absent
Foard-Texas,2014-15,Absent
Foard-Texas,2015-16,Absent
Foard-Texas,2016-17,Absent
Foard-Texas,2018-19,Absent
Forest Management District 50-Newfoundland,2006-07,Absent
Forest Management District 50-Newfoundland,2007-08,Absent
Forest Management District 50-Newfoundland,2008-09,Absent
Forest Management District 50-Newfoundland,2009-10,Absent
Forest Management District 50-Newfoundland,2010-11,Absent
Forest Management District 50-Newfoundland,2011-12,Absent
Forest Management District 50-Newfoundland,2012-13,Absent
Forest Management District 50-Newfoundland,2013-14,Absent
Forest Management District 50-Newfoundland,2014-15,Absent
Forest Management District 50-Newfoundland,2015-16,Absent
Forest Management District 50-Newfoundland,2016-17,Absent
Forest Management District 50-Newfoundland,2018-19,Absent
Forest-Pennsylvania,2006-07,Absent
Forest-Pennsylvania,2007-08,Absent
Forest-Pennsylvania,2008-09,Absent
Forest-Pennsylvania,2009-10,Absent
Forest-Pennsylvania,2010-11,Absent
Forest-Pennsylvania,2012-13,Absent
Forest-Pennsylvania,2013-14,Absent
Forest-Pennsylvania,2014-15,Absent
Forest-Pennsylvania,2015-16,Absent
Forest-Pennsylvania,2016-17,Absent
Forest-Pennsylvania,2017-18,Absent
Forest-Pennsylvania,2018-19,Absent
Franklin-Alabama,2006-07,Absent
Franklin-Alabama,2007-08,Absent
Franklin-Alabama,2008-09,Absent
Franklin-Alabama,2009-10,Absent
Franklin-Alabama,2010-11,Absent
Franklin-Alabama,2011-12,Absent
Franklin-Alabama,2012-13,Absent
Franklin-Alabama,2013-14,Absent
Franklin-Alabama,2014-15,Absent
Franklin-Alabama,2016-17,Absent
Franklin-Alabama,2017-18,Absent
Franklin-Alabama,2018-19,Absent
Franklin-Arkansas,2006-07,Absent
Franklin-Arkansas,2007-08,Absent
Franklin-Arkansas,2008-09,Absent
Franklin-Arkansas,2009-10,Absent
Franklin-Arkansas,2010-11,Absent
Franklin-Arkansas,2011-12,Absent
Franklin-Arkansas,2012-13,Absent
Franklin-Arkansas,2013-14,Absent
Franklin-Arkansas,2015-16,Absent
Franklin-Arkansas,2016-17,Absent
Franklin-Arkansas,2017-18,Absent
Franklin-Arkansas,2018-19,Absent
Franklin-Massachusetts,2006-07,Absent
Franklin-Massachusetts,2008-09,Absent
Franklin-Massachusetts,2009-10,Absent
Franklin-Massachusetts,2010-11,Absent
Franklin-Massachusetts,2011-12,Absent
Franklin-Massachusetts,2012-13,Absent
Franklin-Massachusetts,2013-14,Absent
Franklin-Massachusetts,2014-15,Absent
Franklin-Massachusetts,2015-16,Absent
Franklin-Massachusetts,2016-17,Absent
Franklin-Massachusetts,2017-18,Absent
Franklin-Massachusetts,2018-19,Absent
Franklin-Missouri,2006-07,Absent
Franklin-Missouri,2007-08,Absent
Franklin-Missouri,2008-09,Absent
Franklin-Missouri,2009-10,Absent
Franklin-Missouri,2010-11,Absent
Franklin-Missouri,2011-12,Absent
Franklin-Missouri,2013-14,Absent
Franklin-Missouri,2014-15,Absent
Franklin-Missouri,2015-16,Absent
Franklin-Missouri,2016-17,Absent
Franklin-Missouri,2017-18,Absent
Franklin-Missouri,2018-19,Absent
Franklin-New York,2006-07,Absent
Franklin-New York,2007-08,Absent
Franklin-New York,2009-10,Absent
Franklin-New York,2010-11,Absent
Franklin-New York,2011-12,Absent
Franklin-New York,2012-13,Absent
Franklin-New York,2013-14,Absent
Franklin-New York,2014-15,Absent
Franklin-New York,2015-16,Absent
Franklin-New York,2016-17,Absent
Franklin-New York,2017-18,Absent
Franklin-New York,2018-19,Absent
Franklin-Ohio,2006-07,Absent
Franklin-Ohio,2007-08,Absent
Franklin-Ohio,2008-09,Absent
Franklin-Ohio,2009-10,Absent
Franklin-Ohio,2010-11,Absent
Franklin-Ohio,2011-12,Absent
Franklin-Ohio,2012-13,Absent
Franklin-Ohio,2014-15,Absent
Franklin-Ohio,2015-16,Absent
Franklin-Ohio,2016-17,Absent
Franklin-Ohio,2017-18,Absent
Franklin-Ohio,2018-19,Absent
Franklin-Tennessee,2006-07,Absent
Franklin-Tennessee,2007-08,Absent
Franklin-Tennessee,2008-09,Absent
Franklin-Tennessee,2009-10,Absent
Franklin-Tennessee,2010-11,Absent
Franklin-Tennessee,2012-13,Absent
Franklin-Tennessee,2013-14,Absent
Franklin-Tennessee,2014-15,Absent
Franklin-Tennessee,2015-16,Absent
Franklin-Tennessee,2016-17,Absent
Franklin-Tennessee,2017-18,Absent
Franklin-Tennessee,2018-19,Absent
Frederick-Virginia,2006-07,Absent
Frederick-Virginia,2007-08,Absent
Frederick-Virginia,2008-09,Absent
Frederick-Virginia,2009-10,Absent
Frederick-Virginia,2011-12,Absent
Frederick-Virginia,2012-13,Absent
Frederick-Virginia,2013-14,Absent
Frederick-Virginia,2014-15,Absent
Frederick-Virginia,2015-16,Absent
Frederick-Virginia,2016-17,Absent
Frederick-Virginia,2017-18,Absent
Frederick-Virginia,2018-19,Absent
Frio-Texas,2006-07,Absent
Frio-Texas,2007-08,Absent
Frio-Texas,2008-09,Absent
Frio-Texas,2009-10,Absent
Frio-Texas,2010-11,Absent
Frio-Texas,2011-12,Absent
Frio-Texas,2012-13,Absent
Frio-Texas,2013-14,Absent
Frio-Texas,2014-15,Absent
Frio-Texas,2015-16,Absent
Frio-Texas,2016-17,Absent
Frio-Texas,2017-18,Absent
Fulton-Pennsylvania,2006-07,Absent
Fulton-Pennsylvania,2007-08,Absent
Fulton-Pennsylvania,2008-09,Absent
Fulton-Pennsylvania,2009-10,Absent
Fulton-Pennsylvania,2011-12,Absent
Fulton-Pennsylvania,2012-13,Absent
Fulton-Pennsylvania,2013-14,Absent
Fulton-Pennsylvania,2014-15,Absent
Fulton-Pennsylvania,2015-16,Absent
Fulton-Pennsylvania,2016-17,Absent
Fulton-Pennsylvania,2017-18,Absent
Fulton-Pennsylvania,2018-19,Absent
Garland-Arkansas,2006-07,Absent
Garland-Arkansas,2007-08,Absent
Garland-Arkansas,2008-09,Absent
Garland-Arkansas,2009-10,Absent
Garland-Arkansas,2010-11,Absent
Garland-Arkansas,2011-12,Absent
Garland-Arkansas,2012-13,Absent
Garland-Arkansas,2013-14,Absent
Garland-Arkansas,2015-16,Absent
Garland-Arkansas,2016-17,Absent
Garland-Arkansas,2017-18,Absent
Garland-Arkansas,2018-19,Absent
Garrard-Kentucky,2006-07,Absent
Garrard-Kentucky,2007-08,Absent
Garrard-Kentucky,2008-09,Absent
Garrard-Kentucky,2009-10,Absent
Garrard-Kentucky,2010-11,Absent
Garrard-Kentucky,2011-12,Absent
Garrard-Kentucky,2012-13,Absent
Garrard-Kentucky,2014-15,Absent
Garrard-Kentucky,2015-16,Absent
Garrard-Kentucky,2016-17,Absent
Garrard-Kentucky,2017-18,Absent
Garrard-Kentucky,2018-19,Absent
Garrett-Maryland,2006-07,Absent
Garrett-Maryland,2007-08,Absent
Garrett-Maryland,2008-09,Absent
Garrett-Maryland,2009-10,Absent
Garrett-Maryland,2011-12,Absent
Garrett-Maryland,2012-13,Absent
Garrett-Maryland,2013-14,Absent
Garrett-Maryland,2014-15,Absent
Garrett-Maryland,2015-16,Absent
Garrett-Maryland,2016-17,Absent
Garrett-Maryland,2017-18,Absent
Garrett-Maryland,2018-19,Absent
Gaston-North Carolina,2006-07,Absent
Gaston-North Carolina,2007-08,Absent
Gaston-North Carolina,2008-09,Absent
Gaston-North Carolina,2009-10,Absent
Gaston-North Carolina,2010-11,Absent
Gaston-North Carolina,2011-12,Absent
Gaston-North Carolina,2012-13,Absent
Gaston-North Carolina,2013-14,Absent
Gaston-North Carolina,2014-15,Absent
Gaston-North Carolina,2015-16,Absent
Gaston-North Carolina,2016-17,Absent
Gaston-North Carolina,2017-18,Absent
Geauga-Ohio,2006-07,Absent
Geauga-Ohio,2007-08,Absent
Geauga-Ohio,2008-09,Absent
Geauga-Ohio,2009-10,Absent
Geauga-Ohio,2010-11,Absent
Geauga-Ohio,2012-13,Absent
Geauga-Ohio,2013-14,Absent
Geauga-Ohio,2014-15,Absent
Geauga-Ohio,2015-16,Absent
Geauga-Ohio,2016-17,Absent
Geauga-Ohio,2017-18,Absent
Geauga-Ohio,2018-19,Absent
Giles-Tennessee,2006-07,Absent
Giles-Tennessee,2007-08,Absent
Giles-Tennessee,2008-09,Absent
Giles-Tennessee,2009-10,Absent
Giles-Tennessee,2010-11,Absent
Giles-Tennessee,2011-12,Absent
Giles-Tennessee,2012-13,Absent
Giles-Tennessee,2013-14,Absent
Giles-Tennessee,2015-16,Absent
Giles-Tennessee,2016-17,Absent
Giles-Tennessee,2017-18,Absent
Giles-Tennessee,2018-19,Absent
Giles-Virginia,2006-07,Absent
Giles-Virginia,2007-08,Absent
Giles-Virginia,2009-10,Absent
Giles-Virginia,2010-11,Absent
Giles-Virginia,2011-12,Absent
Giles-Virginia,2012-13,Absent
Giles-Virginia,2013-14,Absent
Giles-Virginia,2014-15,Absent
Giles-Virginia,2015-16,Absent
Giles-Virginia,2016-17,Absent
Giles-Virginia,2017-18,Absent
Giles-Virginia,2018-19,Absent
Gilmer-Georgia,2006-07,Absent
Gilmer-Georgia,2007-08,Absent
Gilmer-Georgia,2008-09,Absent
Gilmer-Georgia,2009-10,Absent
Gilmer-Georgia,2010-11,Absent
Gilmer-Georgia,2011-12,Absent
Gilmer-Georgia,2013-14,Absent
Gilmer-Georgia,2014-15,Absent
Gilmer-Georgia,2015-16,Absent
Gilmer-Georgia,2016-17,Absent
Gilmer-Georgia,2017-18,Absent
Gilmer-Georgia,2018-19,Absent
Gogebic-Michigan,2006-07,Absent
Gogebic-Michigan,2007-08,Absent
Gogebic-Michigan,2008-09,Absent
Gogebic-Michigan,2009-10,Absent
Gogebic-Michigan,2010-11,Absent
Gogebic-Michigan,2011-12,Absent
Gogebic-Michigan,2012-13,Absent
Gogebic-Michigan,2013-14,Absent
Gogebic-Michigan,2014-15,Absent
Gogebic-Michigan,2016-17,Absent
Gogebic-Michigan,2017-18,Absent
Gogebic-Michigan,2018-19,Absent
Goodhue-Minnesota,2006-07,Absent
Goodhue-Minnesota,2007-08,Absent
Goodhue-Minnesota,2008-09,Absent
Goodhue-Minnesota,2009-10,Absent
Goodhue-Minnesota,2010-11,Absent
Goodhue-Minnesota,2011-12,Absent
Goodhue-Minnesota,2012-13,Absent
Goodhue-Minnesota,2013-14,Absent
Goodhue-Minnesota,2014-15,Absent
Goodhue-Minnesota,2015-16,Absent
Goodhue-Minnesota,2017-18,Absent
Goodhue-Minnesota,2018-19,Absent
Goshen-Wyoming,2006-07,Absent
Goshen-Wyoming,2007-08,Absent
Goshen-Wyoming,2008-09,Absent
Goshen-Wyoming,2009-10,Absent
Goshen-Wyoming,2010-11,Absent
Goshen-Wyoming,2011-12,Absent
Goshen-Wyoming,2012-13,Absent
Goshen-Wyoming,2013-14,Absent
Goshen-Wyoming,2014-15,Absent
Goshen-Wyoming,2015-16,Absent
Goshen-Wyoming,2016-17,Absent
Goshen-Wyoming,2018-19,Absent
Grafton-New Hampshire,2006-07,Absent
Grafton-New Hampshire,2007-08,Absent
Grafton-New Hampshire,2009-10,Absent
Grafton-New Hampshire,2010-11,Absent
Grafton-New Hampshire,2011-12,Absent
Grafton-New Hampshire,2012-13,Absent
Grafton-New Hampshire,2013-14,Absent
Grafton-New Hampshire,2014-15,Absent
Grafton-New Hampshire,2015-16,Absent
Grafton-New Hampshire,2016-17,Absent
Grafton-New Hampshire,2017-18,Absent
Grafton-New Hampshire,2018-19,Absent
Grainger-Tennessee,2006-07,Absent
Grainger-Tennessee,2007-08,Absent
Grainger-Tennessee,2008-09,Absent
Grainger-Tennessee,2009-10,Absent
Grainger-Tennessee,2010-11,Absent
Grainger-Tennessee,2011-12,Absent
Grainger-Tennessee,2012-13,Absent
Grainger-Tennessee,2014-15,Absent
Grainger-Tennessee,2015-16,Absent
Grainger-Tennessee,2016-17,Absent
Grainger-Tennessee,2017-18,Absent
Grainger-Tennessee,2018-19,Absent
Grand Traverse-Michigan,2006-07,Absent
Grand Traverse-Michigan,2007-08,Absent
Grand Traverse-Michigan,2008-09,Absent
Grand Traverse-Michigan,2009-10,Absent
Grand Traverse-Michigan,2010-11,Absent
Grand Traverse-Michigan,2011-12,Absent
Grand Traverse-Michigan,2012-13,Absent
Grand Traverse-Michigan,2013-14,Absent
Grand Traverse-Michigan,2015-16,Absent
Grand Traverse-Michigan,2016-17,Absent
Grand Traverse-Michigan,2017-18,Absent
Grand Traverse-Michigan,2018-19,Absent
Grant-West Virginia,2006-07,Absent
Grant-West Virginia,2007-08,Absent
Grant-West Virginia,2008-09,Absent
Grant-West Virginia,2009-10,Absent
Grant-West Virginia,2011-12,Absent
Grant-West Virginia,2012-13,Absent
Grant-West Virginia,2013-14,Absent
Grant-West Virginia,2014-15,Absent
Grant-West Virginia,2015-16,Absent
Grant-West Virginia,2016-17,Absent
Grant-West Virginia,2017-18,Absent
Grant-West Virginia,2018-19,Absent
Grant-Wisconsin,2006-07,Absent
Grant-Wisconsin,2007-08,Absent
Grant-Wisconsin,2008-09,Absent
Grant-Wisconsin,2009-10,Absent
Grant-Wisconsin,2010-11,Absent
Grant-Wisconsin,2011-12,Absent
Grant-Wisconsin,2012-13,Absent
Grant-Wisconsin,2014-15,Absent
Grant-Wisconsin,2015-16,Absent
Grant-Wisconsin,2016-17,Absent
Grant-Wisconsin,2017-18,Absent
Grant-Wisconsin,2018-19,Absent
Green-Wisconsin,2006-07,Absent
Green-Wisconsin,2007-08,Absent
Green-Wisconsin,2008-09,Absent
Green-Wisconsin,2009-10,Absent
Green-Wisconsin,2010-11,Absent
Green-Wisconsin,2011-12,Absent
Green-Wisconsin,2012-13,Absent
Green-Wisconsin,2013-14,Absent
Green-Wisconsin,2014-15,Absent
Green-Wisconsin,2016-17,Absent
Green-Wisconsin,2017-18,Absent
Green-Wisconsin,2018-19,Absent
Greenbrier-West Virginia,2006-07,Absent
Greenbrier-West Virginia,2007-08,Absent
Greenbrier-West Virginia,2008-09,Absent
Greenbrier-West Virginia,2010-11,Absent
Greenbrier-West Virginia,2011-12,Absent
Greenbrier-West Virginia,2012-13,Absent
Greenbrier-West Virginia,2013-14,Absent
Greenbrier-West Virginia,2014-15,Absent
Greenbrier-West Virginia,2015-16,Absent
Greenbrier-West Virginia,2016-17,Absent
Greenbrier-West Virginia,2017-18,Absent
Greenbrier-West Virginia,2018-19,Absent
Greene-Indiana,2006-07,Absent
Greene-Indiana,2007-08,Absent
Greene-Indiana,2008-09,Absent
Greene-Indiana,2009-10,Absent
Greene-Indiana,2010-11,Absent
Greene-Indiana,2012-13,Absent
Greene-Indiana,2013-14,Absent
Greene-Indiana,2014-15,Absent
Greene-Indiana,2015-16,Absent
Greene-Indiana,2016-17,Absent
Greene-Indiana,2017-18,Absent
Greene-Indiana,2018-19,Absent
Greene-Missouri,2006-07,Absent
Greene-Missouri,2007-08,Absent
Greene-Missouri,2008-09,Absent
Greene-Missouri,2009-10,Absent
Greene-Missouri,2010-11,Absent
Greene-Missouri,2011-12,Absent
Greene-Missouri,2012-13,Absent
Greene-Missouri,2014-15,Absent
Greene-Missouri,2015-16,Absent
Greene-Missouri,2016-17,Absent
Greene-Missouri,2017-18,Absent
Greene-Missouri,2018-19,Absent
Greene-Tennessee,2006-07,Absent
Greene-Tennessee,2007-08,Absent
Greene-Tennessee,2008-09,Absent
Greene-Tennessee,2009-10,Absent
Greene-Tennessee,2010-11,Absent
Greene-Tennessee,2011-12,Absent
Greene-Tennessee,2013-14,Absent
Greene-Tennessee,2014-15,Absent
Greene-Tennessee,2015-16,Absent
Greene-Tennessee,2016-17,Absent
Greene-Tennessee,2017-18,Absent
Greene-Tennessee,2018-19,Absent
Greenville-South Carolina,2006-07,Absent
Greenville-South Carolina,2007-08,Absent
Greenville-South Carolina,2008-09,Absent
Greenville-South Carolina,2009-10,Absent
Greenville-South Carolina,2010-11,Absent
Greenville-South Carolina,2011-12,Absent
Greenville-South Carolina,2012-13,Absent
Greenville-South Carolina,2013-14,Absent
Greenville-South Carolina,2014-15,Absent
Greenville-South Carolina,2015-16,Absent
Greenville-South Carolina,2017-18,Absent
Greenville-South Carolina,2018-19,Absent
Grey-Ontario,2006-07,Absent
Grey-Ontario,2007-08,Absent
Grey-Ontario,2008-09,Absent
Grey-Ontario,2010-11,Absent
Grey-Ontario,2011-12,Absent
Grey-Ontario,2012-13,Absent
Grey-Ontario,2013-14,Absent
Grey-Ontario,2014-15,Absent
Grey-Ontario,2015-16,Absent
Grey-Ontario,2016-17,Absent
Grey-Ontario,2017-18,Absent
Grey-Ontario,2018-19,Absent
Grundy-Tennessee,2006-07,Absent
Grundy-Tennessee,2007-08,Absent
Grundy-Tennessee,2008-09,Absent
Grundy-Tennessee,2009-10,Absent
Grundy-Tennessee,2010-11,Absent
Grundy-Tennessee,2011-12,Absent
Grundy-Tennessee,2013-14,Absent
Grundy-Tennessee,2014-15,Absent
Grundy-Tennessee,2015-16,Absent
Grundy-Tennessee,2016-17,Absent
Grundy-Tennessee,2017-18,Absent
Grundy-Tennessee,2018-19,Absent
Guysborough-Nova Scotia,2006-07,Absent
Guysborough-Nova Scotia,2007-08,Absent
Guysborough-Nova Scotia,2008-09,Absent
Guysborough-Nova Scotia,2009-10,Absent
Guysborough-Nova Scotia,2010-11,Absent
Guysborough-Nova Scotia,2011-12,Absent
Guysborough-Nova Scotia,2013-14,Absent
Guysborough-Nova Scotia,2014-15,Absent
Guysborough-Nova Scotia,2015-16,Absent
Guysborough-Nova Scotia,2016-17,Absent
Guysborough-Nova Scotia,2017-18,Absent
Guysborough-Nova Scotia,2018-19,Absent
Habersham-Georgia,2006-07,Absent
Habersham-Georgia,2007-08,Absent
Habersham-Georgia,2008-09,Absent
Habersham-Georgia,2009-10,Absent
Habersham-Georgia,2010-11,Absent
Habersham-Georgia,2011-12,Absent
Habersham-Georgia,2012-13,Absent
Habersham-Georgia,2013-14,Absent
Habersham-Georgia,2014-15,Absent
Habersham-Georgia,2015-16,Absent
Habersham-Georgia,2017-18,Absent
Habersham-Georgia,2018-19,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2006-07,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2007-08,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2008-09,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2009-10,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2010-11,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2012-13,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2013-14,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2014-15,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2015-16,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2016-17,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2017-18,Absent
Haldimand-Norfolk Rgnl Municipal-Ontario,2018-19,Absent
Haliburton-Ontario,2006-07,Absent
Haliburton-Ontario,2007-08,Absent
Haliburton-Ontario,2008-09,Absent
Haliburton-Ontario,2009-10,Absent
Haliburton-Ontario,2011-12,Absent
Haliburton-Ontario,2012-13,Absent
Haliburton-Ontario,2013-14,Absent
Haliburton-Ontario,2014-15,Absent
Haliburton-Ontario,2015-16,Absent
Haliburton-Ontario,2016-17,Absent
Haliburton-Ontario,2017-18,Absent
Haliburton-Ontario,2018-19,Absent
Halifax-Nova Scotia,2006-07,Absent
Halifax-Nova Scotia,2007-08,Absent
Halifax-Nova Scotia,2008-09,Absent
Halifax-Nova Scotia,2009-10,Absent
Halifax-Nova Scotia,2011-12,Absent
Halifax-Nova Scotia,2012-13,Absent
Halifax-Nova Scotia,2013-14,Absent
Halifax-Nova Scotia,2014-15,Absent
Halifax-Nova Scotia,2015-16,Absent
Halifax-Nova Scotia,2016-17,Absent
Halifax-Nova Scotia,2017-18,Absent
Halifax-Nova Scotia,2018-19,Absent
Halton Regional Municipality-Ontario,2006-07,Absent
Halton Regional Municipality-Ontario,2007-08,Absent
Halton Regional Municipality-Ontario,2008-09,Absent
Halton Regional Municipality-Ontario,2009-10,Absent
Halton Regional Municipality-Ontario,2011-12,Absent
Halton Regional Municipality-Ontario,2012-13,Absent
Halton Regional Municipality-Ontario,2013-14,Absent
Halton Regional Municipality-Ontario,2014-15,Absent
Halton Regional Municipality-Ontario,2015-16,Absent
Halton Regional Municipality-Ontario,2016-17,Absent
Halton Regional Municipality-Ontario,2017-18,Absent
Halton Regional Municipality-Ontario,2018-19,Absent
Hamblen-Tennessee,2006-07,Absent
Hamblen-Tennessee,2007-08,Absent
Hamblen-Tennessee,2008-09,Absent
Hamblen-Tennessee,2009-10,Absent
Hamblen-Tennessee,2010-11,Absent
Hamblen-Tennessee,2011-12,Absent
Hamblen-Tennessee,2012-13,Absent
Hamblen-Tennessee,2014-15,Absent
Hamblen-Tennessee,2015-16,Absent
Hamblen-Tennessee,2016-17,Absent
Hamblen-Tennessee,2017-18,Absent
Hamblen-Tennessee,2018-19,Absent
Hamilton-New York,2006-07,Absent
Hamilton-New York,2007-08,Absent
Hamilton-New York,2009-10,Absent
Hamilton-New York,2010-11,Absent
Hamilton-New York,2011-12,Absent
Hamilton-New York,2012-13,Absent
Hamilton-New York,2013-14,Absent
Hamilton-New York,2014-15,Absent
Hamilton-New York,2015-16,Absent
Hamilton-New York,2016-17,Absent
Hamilton-New York,2017-18,Absent
Hamilton-New York,2018-19,Absent
Hamilton-Tennessee,2006-07,Absent
Hamilton-Tennessee,2007-08,Absent
Hamilton-Tennessee,2008-09,Absent
Hamilton-Tennessee,2009-10,Absent
Hamilton-Tennessee,2010-11,Absent
Hamilton-Tennessee,2012-13,Absent
Hamilton-Tennessee,2013-14,Absent
Hamilton-Tennessee,2014-15,Absent
Hamilton-Tennessee,2015-16,Absent
Hamilton-Tennessee,2016-17,Absent
Hamilton-Tennessee,2017-18,Absent
Hamilton-Tennessee,2018-19,Absent
Hampden-Massachusetts,2006-07,Absent
Hampden-Massachusetts,2008-09,Absent
Hampden-Massachusetts,2009-10,Absent
Hampden-Massachusetts,2010-11,Absent
Hampden-Massachusetts,2011-12,Absent
Hampden-Massachusetts,2012-13,Absent
Hampden-Massachusetts,2013-14,Absent
Hampden-Massachusetts,2014-15,Absent
Hampden-Massachusetts,2015-16,Absent
Hampden-Massachusetts,2016-17,Absent
Hampden-Massachusetts,2017-18,Absent
Hampden-Massachusetts,2018-19,Absent
Hancock-Maine,2006-07,Absent
Hancock-Maine,2007-08,Absent
Hancock-Maine,2008-09,Absent
Hancock-Maine,2009-10,Absent
Hancock-Maine,2010-11,Absent
Hancock-Maine,2012-13,Absent
Hancock-Maine,2013-14,Absent
Hancock-Maine,2014-15,Absent
Hancock-Maine,2015-16,Absent
Hancock-Maine,2016-17,Absent
Hancock-Maine,2017-18,Absent
Hancock-Maine,2018-19,Absent
Hancock-Tennessee,2006-07,Absent
Hancock-Tennessee,2007-08,Absent
Hancock-Tennessee,2008-09,Absent
Hancock-Tennessee,2009-10,Absent
Hancock-Tennessee,2010-11,Absent
Hancock-Tennessee,2012-13,Absent
Hancock-Tennessee,2013-14,Absent
Hancock-Tennessee,2014-15,Absent
Hancock-Tennessee,2015-16,Absent
Hancock-Tennessee,2016-17,Absent
Hancock-Tennessee,2017-18,Absent
Hancock-Tennessee,2018-19,Absent
Hants-Nova Scotia,2006-07,Absent
Hants-Nova Scotia,2007-08,Absent
Hants-Nova Scotia,2008-09,Absent
Hants-Nova Scotia,2009-10,Absent
Hants-Nova Scotia,2011-12,Absent
Hants-Nova Scotia,2012-13,Absent
Hants-Nova Scotia,2013-14,Absent
Hants-Nova Scotia,2014-15,Absent
Hants-Nova Scotia,2015-16,Absent
Hants-Nova Scotia,2016-17,Absent
Hants-Nova Scotia,2017-18,Absent
Hants-Nova Scotia,2018-19,Absent
Hardeman-Texas,2006-07,Absent
Hardeman-Texas,2007-08,Absent
Hardeman-Texas,2008-09,Absent
Hardeman-Texas,2009-10,Absent
Hardeman-Texas,2010-11,Absent
Hardeman-Texas,2011-12,Absent
Hardeman-Texas,2012-13,Absent
Hardeman-Texas,2013-14,Absent
Hardeman-Texas,2014-15,Absent
Hardeman-Texas,2015-16,Absent
Hardeman-Texas,2017-18,Absent
Hardeman-Texas,2018-19,Absent
Hardin-Illinois,2006-07,Absent
Hardin-Illinois,2007-08,Absent
Hardin-Illinois,2008-09,Absent
Hardin-Illinois,2009-10,Absent
Hardin-Illinois,2010-11,Absent
Hardin-Illinois,2011-12,Absent
Hardin-Illinois,2013-14,Absent
Hardin-Illinois,2014-15,Absent
Hardin-Illinois,2015-16,Absent
Hardin-Illinois,2016-17,Absent
Hardin-Illinois,2017-18,Absent
Hardin-Illinois,2018-19,Absent
Hardin-Kentucky,2006-07,Absent
Hardin-Kentucky,2007-08,Absent
Hardin-Kentucky,2008-09,Absent
Hardin-Kentucky,2009-10,Absent
Hardin-Kentucky,2010-11,Absent
Hardin-Kentucky,2011-12,Absent
Hardin-Kentucky,2012-13,Absent
Hardin-Kentucky,2014-15,Absent
Hardin-Kentucky,2015-16,Absent
Hardin-Kentucky,2016-17,Absent
Hardin-Kentucky,2017-18,Absent
Hardin-Kentucky,2018-19,Absent
Hardy-West Virginia,2006-07,Absent
Hardy-West Virginia,2007-08,Absent
Hardy-West Virginia,2008-09,Absent
Hardy-West Virginia,2010-11,Absent
