county,WNS_MAP_YR,WNS_STATUS
Texas-Missouri,2012-13,Absent
Texas-Missouri,2013-14,Absent
Texas-Missouri,2015-16,Absent
Texas-Missouri,2016-17,Absent
Texas-Missouri,2017-18,Absent
Texas-Missouri,2018-19,Absent
Thunder Bay District (Part 1 Of)-Ontario,2006-07,Absent
Thunder Bay District (Part 1 Of)-Ontario,2007-08,Absent
Thunder Bay District (Part 1 Of)-Ontario,2008-09,Absent
Thunder Bay District (Part 1 Of)-Ontario,2009-10,Absent
Thunder Bay District (Part 1 Of)-Ontario,2010-11,Absent
Thunder Bay District (Part 1 Of)-Ontario,2011-12,Absent
Thunder Bay District (Part 1 Of)-Ontario,2012-13,Absent
Thunder Bay District (Part 1 Of)-Ontario,2014-15,Absent
Thunder Bay District (Part 1 Of)-Ontario,2015-16,Absent
Thunder Bay District (Part 1 Of)-Ontario,2016-17,Absent
Thunder Bay District (Part 1 Of)-Ontario,2017-18,Absent
Thunder Bay District (Part 1 Of)-Ontario,2018-19,Absent
Thunder Bay District (Part 2 Of)-Ontario,2006-07,Absent
Thunder Bay District (Part 2 Of)-Ontario,2007-08,Absent
Thunder Bay District (Part 2 Of)-Ontario,2008-09,Absent
Thunder Bay District (Part 2 Of)-Ontario,2009-10,Absent
Thunder Bay District (Part 2 Of)-Ontario,2010-11,Absent
Thunder Bay District (Part 2 Of)-Ontario,2011-12,Absent
Thunder Bay District (Part 2 Of)-Ontario,2012-13,Absent
Thunder Bay District (Part 2 Of)-Ontario,2013-14,Absent
Thunder Bay District (Part 2 Of)-Ontario,2015-16,Absent
Thunder Bay District (Part 2 Of)-Ontario,2016-17,Absent
Thunder Bay District (Part 2 Of)-Ontario,2017-18,Absent
Thunder Bay District (Part 2 Of)-Ontario,2018-19,Absent
Thunder Bay District (Part 3 Of)-Ontario,2006-07,Absent
Thunder Bay District (Part 3 Of)-Ontario,2007-08,Absent
Thunder Bay District (Part 3 Of)-Ontario,2008-09,Absent
Thunder Bay District (Part 3 Of)-Ontario,2009-10,Absent
Thunder Bay District (Part 3 Of)-Ontario,2010-11,Absent
Thunder Bay District (Part 3 Of)-Ontario,2011-12,Absent
Thunder Bay District (Part 3 Of)-Ontario,2012-13,Absent
Thunder Bay District (Part 3 Of)-Ontario,2013-14,Absent
Thunder Bay District (Part 3 Of)-Ontario,2015-16,Absent
Thunder Bay District (Part 3 Of)-Ontario,2016-17,Absent
Thunder Bay District (Part 3 Of)-Ontario,2017-18,Absent
Thunder Bay District (Part 3 Of)-Ontario,2018-19,Absent
Thunder Bay District (Part 4 of)-Ontario,2006-07,Absent
Thunder Bay District (Part 4 of)-Ontario,2007-08,Absent
Thunder Bay District (Part 4 of)-Ontario,2008-09,Absent
Thunder Bay District (Part 4 of)-Ontario,2009-10,Absent
Thunder Bay District (Part 4 of)-Ontario,2010-11,Absent
Thunder Bay District (Part 4 of)-Ontario,2011-12,Absent
Thunder Bay District (Part 4 of)-Ontario,2012-13,Absent
Thunder Bay District (Part 4 of)-Ontario,2013-14,Absent
Thunder Bay District (Part 4 of)-Ontario,2015-16,Absent
Thunder Bay District (Part 4 of)-Ontario,2016-17,Absent
Thunder Bay District (Part 4 of)-Ontario,2017-18,Absent
Thunder Bay District (Part 4 of)-Ontario,2018-19,Absent
Timiskaming District-Ontario,2006-07,Absent
Timiskaming District-Ontario,2007-08,Absent
Timiskaming District-Ontario,2008-09,Absent
Timiskaming District-Ontario,2010-11,Absent
Timiskaming District-Ontario,2011-12,Absent
Timiskaming District-Ontario,2012-13,Absent
Timiskaming District-Ontario,2013-14,Absent
Timiskaming District-Ontario,2014-15,Absent
Timiskaming District-Ontario,2015-16,Absent
Timiskaming District-Ontario,2016-17,Absent
Timiskaming District-Ontario,2017-18,Absent
Timiskaming District-Ontario,2018-19,Absent
Tioga-Pennsylvania,2006-07,Absent
Tioga-Pennsylvania,2007-08,Absent
Tioga-Pennsylvania,2008-09,Absent
Tioga-Pennsylvania,2010-11,Absent
Tioga-Pennsylvania,2011-12,Absent
Tioga-Pennsylvania,2012-13,Absent
Tioga-Pennsylvania,2013-14,Absent
Tioga-Pennsylvania,2014-15,Absent
Tioga-Pennsylvania,2015-16,Absent
Tioga-Pennsylvania,2016-17,Absent
Tioga-Pennsylvania,2017-18,Absent
Tioga-Pennsylvania,2018-19,Absent
Transylvania-North Carolina,2006-07,Absent
Transylvania-North Carolina,2007-08,Absent
Transylvania-North Carolina,2008-09,Absent
Transylvania-North Carolina,2009-10,Absent
Transylvania-North Carolina,2011-12,Absent
Transylvania-North Carolina,2012-13,Absent
Transylvania-North Carolina,2013-14,Absent
Transylvania-North Carolina,2014-15,Absent
Transylvania-North Carolina,2015-16,Absent
Transylvania-North Carolina,2016-17,Absent
Transylvania-North Carolina,2017-18,Absent
Transylvania-North Carolina,2018-19,Absent
Trigg-Kentucky,2006-07,Absent
Trigg-Kentucky,2007-08,Absent
Trigg-Kentucky,2008-09,Absent
Trigg-Kentucky,2009-10,Absent
Trigg-Kentucky,2011-12,Absent
Trigg-Kentucky,2012-13,Absent
Trigg-Kentucky,2013-14,Absent
Trigg-Kentucky,2014-15,Absent
Trigg-Kentucky,2015-16,Absent
Trigg-Kentucky,2016-17,Absent
Trigg-Kentucky,2017-18,Absent
Trigg-Kentucky,2018-19,Absent
Tucker-West Virginia,2006-07,Absent
Tucker-West Virginia,2007-08,Absent
Tucker-West Virginia,2008-09,Absent
Tucker-West Virginia,2009-10,Absent
Tucker-West Virginia,2011-12,Absent
Tucker-West Virginia,2012-13,Absent
Tucker-West Virginia,2013-14,Absent
Tucker-West Virginia,2014-15,Absent
Tucker-West Virginia,2015-16,Absent
Tucker-West Virginia,2016-17,Absent
Tucker-West Virginia,2017-18,Absent
Tucker-West Virginia,2018-19,Absent
Ulster-New York,2006-07,Absent
Ulster-New York,2008-09,Absent
Ulster-New York,2009-10,Absent
Ulster-New York,2010-11,Absent
Ulster-New York,2011-12,Absent
Ulster-New York,2012-13,Absent
Ulster-New York,2013-14,Absent
Ulster-New York,2014-15,Absent
Ulster-New York,2015-16,Absent
Ulster-New York,2016-17,Absent
Ulster-New York,2017-18,Absent
Ulster-New York,2018-19,Absent
Union-Georgia,2006-07,Absent
Union-Georgia,2007-08,Absent
Union-Georgia,2008-09,Absent
Union-Georgia,2009-10,Absent
Union-Georgia,2010-11,Absent
Union-Georgia,2011-12,Absent
Union-Georgia,2012-13,Absent
Union-Georgia,2013-14,Absent
Union-Georgia,2014-15,Absent
Union-Georgia,2015-16,Absent
Union-Georgia,2017-18,Absent
Union-Georgia,2018-19,Absent
Union-Illinois,2006-07,Absent
Union-Illinois,2007-08,Absent
Union-Illinois,2008-09,Absent
Union-Illinois,2009-10,Absent
Union-Illinois,2010-11,Absent
Union-Illinois,2011-12,Absent
Union-Illinois,2012-13,Absent
Union-Illinois,2013-14,Absent
Union-Illinois,2015-16,Absent
Union-Illinois,2016-17,Absent
Union-Illinois,2017-18,Absent
Union-Illinois,2018-19,Absent
Union-Mississippi,2006-07,Absent
Union-Mississippi,2007-08,Absent
Union-Mississippi,2008-09,Absent
Union-Mississippi,2009-10,Absent
Union-Mississippi,2010-11,Absent
Union-Mississippi,2011-12,Absent
Union-Mississippi,2012-13,Absent
Union-Mississippi,2013-14,Absent
Union-Mississippi,2014-15,Absent
Union-Mississippi,2015-16,Absent
Union-Mississippi,2017-18,Absent
Union-Mississippi,2018-19,Absent
Union-Ohio,2006-07,Absent
Union-Ohio,2007-08,Absent
Union-Ohio,2008-09,Absent
Union-Ohio,2009-10,Absent
Union-Ohio,2010-11,Absent
Union-Ohio,2011-12,Absent
Union-Ohio,2013-14,Absent
Union-Ohio,2014-15,Absent
Union-Ohio,2015-16,Absent
Union-Ohio,2016-17,Absent
Union-Ohio,2017-18,Absent
Union-Ohio,2018-19,Absent
Union-South Carolina,2006-07,Absent
Union-South Carolina,2007-08,Absent
Union-South Carolina,2008-09,Absent
Union-South Carolina,2009-10,Absent
Union-South Carolina,2010-11,Absent
Union-South Carolina,2011-12,Absent
Union-South Carolina,2012-13,Absent
Union-South Carolina,2013-14,Absent
Union-South Carolina,2014-15,Absent
Union-South Carolina,2015-16,Absent
Union-South Carolina,2017-18,Absent
Union-South Carolina,2018-19,Absent
Union-Tennessee,2006-07,Absent
Union-Tennessee,2007-08,Absent
Union-Tennessee,2008-09,Absent
Union-Tennessee,2009-10,Absent
Union-Tennessee,2010-11,Absent
Union-Tennessee,2011-12,Absent
Union-Tennessee,2013-14,Absent
Union-Tennessee,2014-15,Absent
Union-Tennessee,2015-16,Absent
Union-Tennessee,2016-17,Absent
Union-Tennessee,2017-18,Absent
Union-Tennessee,2018-19,Absent
Val Verde-Texas,2006-07,Absent
Val Verde-Texas,2007-08,Absent
Val Verde-Texas,2008-09,Absent
Val Verde-Texas,2009-10,Absent
Val Verde-Texas,2010-11,Absent
Val Verde-Texas,2011-12,Absent
Val Verde-Texas,2012-13,Absent
Val Verde-Texas,2013-14,Absent
Val Verde-Texas,2014-15,Absent
Val Verde-Texas,2015-16,Absent
Val Verde-Texas,2016-17,Absent
Val Verde-Texas,2017-18,Absent
Van Buren-Iowa,2006-07,Absent
Van Buren-Iowa,2007-08,Absent
Van Buren-Iowa,2008-09,Absent
Van Buren-Iowa,2009-10,Absent
Van Buren-Iowa,2010-11,Absent
Van Buren-Iowa,2011-12,Absent
Van Buren-Iowa,2012-13,Absent
Van Buren-Iowa,2013-14,Absent
Van Buren-Iowa,2015-16,Absent
Van Buren-Iowa,2016-17,Absent
Van Buren-Iowa,2017-18,Absent
Van Buren-Iowa,2018-19,Absent
Van Buren-Tennessee,2006-07,Absent
Van Buren-Tennessee,2007-08,Absent
Van Buren-Tennessee,2008-09,Absent
Van Buren-Tennessee,2009-10,Absent
Van Buren-Tennessee,2010-11,Absent
Van Buren-Tennessee,2012-13,Absent
Van Buren-Tennessee,2013-14,Absent
Van Buren-Tennessee,2014-15,Absent
Van Buren-Tennessee,2015-16,Absent
Van Buren-Tennessee,2016-17,Absent
Van Buren-Tennessee,2017-18,Absent
Van Buren-Tennessee,2018-19,Absent
Vermillion-Indiana,2006-07,Absent
Vermillion-Indiana,2007-08,Absent
Vermillion-Indiana,2008-09,Absent
Vermillion-Indiana,2009-10,Absent
Vermillion-Indiana,2010-11,Absent
Vermillion-Indiana,2011-12,Absent
Vermillion-Indiana,2012-13,Absent
Vermillion-Indiana,2014-15,Absent
Vermillion-Indiana,2015-16,Absent
Vermillion-Indiana,2016-17,Absent
Vermillion-Indiana,2017-18,Absent
Vermillion-Indiana,2018-19,Absent
Vernon-Wisconsin,2006-07,Absent
Vernon-Wisconsin,2007-08,Absent
Vernon-Wisconsin,2008-09,Absent
Vernon-Wisconsin,2009-10,Absent
Vernon-Wisconsin,2010-11,Absent
Vernon-Wisconsin,2011-12,Absent
Vernon-Wisconsin,2012-13,Absent
Vernon-Wisconsin,2013-14,Absent
Vernon-Wisconsin,2014-15,Absent
Vernon-Wisconsin,2015-16,Absent
Vernon-Wisconsin,2017-18,Absent
Vernon-Wisconsin,2018-19,Absent
Victoria-New Brunswick,2006-07,Absent
Victoria-New Brunswick,2007-08,Absent
Victoria-New Brunswick,2008-09,Absent
Victoria-New Brunswick,2009-10,Absent
Victoria-New Brunswick,2010-11,Absent
Victoria-New Brunswick,2011-12,Absent
Victoria-New Brunswick,2012-13,Absent
Victoria-New Brunswick,2014-15,Absent
Victoria-New Brunswick,2015-16,Absent
Victoria-New Brunswick,2016-17,Absent
Victoria-New Brunswick,2017-18,Absent
Victoria-New Brunswick,2018-19,Absent
Victoria-Nova Scotia,2006-07,Absent
Victoria-Nova Scotia,2007-08,Absent
Victoria-Nova Scotia,2008-09,Absent
Victoria-Nova Scotia,2009-10,Absent
Victoria-Nova Scotia,2010-11,Absent
Victoria-Nova Scotia,2011-12,Absent
Victoria-Nova Scotia,2012-13,Absent
Victoria-Nova Scotia,2013-14,Absent
Victoria-Nova Scotia,2014-15,Absent
Victoria-Nova Scotia,2016-17,Absent
Victoria-Nova Scotia,2017-18,Absent
Victoria-Nova Scotia,2018-19,Absent
Victoria-Texas,2006-07,Absent
Victoria-Texas,2007-08,Absent
Victoria-Texas,2008-09,Absent
Victoria-Texas,2009-10,Absent
Victoria-Texas,2010-11,Absent
Victoria-Texas,2011-12,Absent
Victoria-Texas,2012-13,Absent
Victoria-Texas,2013-14,Absent
Victoria-Texas,2014-15,Absent
Victoria-Texas,2015-16,Absent
Victoria-Texas,2016-17,Absent
Victoria-Texas,2017-18,Absent
Wabasha-Minnesota,2006-07,Absent
Wabasha-Minnesota,2007-08,Absent
Wabasha-Minnesota,2008-09,Absent
Wabasha-Minnesota,2009-10,Absent
Wabasha-Minnesota,2010-11,Absent
Wabasha-Minnesota,2011-12,Absent
Wabasha-Minnesota,2012-13,Absent
Wabasha-Minnesota,2013-14,Absent
Wabasha-Minnesota,2014-15,Absent
Wabasha-Minnesota,2015-16,Absent
Wabasha-Minnesota,2016-17,Absent
Wabasha-Minnesota,2018-19,Absent
Walker-Georgia,2006-07,Absent
Walker-Georgia,2007-08,Absent
Walker-Georgia,2008-09,Absent
Walker-Georgia,2009-10,Absent
Walker-Georgia,2010-11,Absent
Walker-Georgia,2011-12,Absent
Walker-Georgia,2013-14,Absent
Walker-Georgia,2014-15,Absent
Walker-Georgia,2015-16,Absent
Walker-Georgia,2016-17,Absent
Walker-Georgia,2017-18,Absent
Walker-Georgia,2018-19,Absent
Warren-Kentucky,2006-07,Absent
Warren-Kentucky,2007-08,Absent
Warren-Kentucky,2008-09,Absent
Warren-Kentucky,2009-10,Absent
Warren-Kentucky,2010-11,Absent
Warren-Kentucky,2011-12,Absent
Warren-Kentucky,2013-14,Absent
Warren-Kentucky,2014-15,Absent
Warren-Kentucky,2015-16,Absent
Warren-Kentucky,2016-17,Absent
Warren-Kentucky,2017-18,Absent
Warren-Kentucky,2018-19,Absent
Warren-Missouri,2006-07,Absent
Warren-Missouri,2007-08,Absent
Warren-Missouri,2008-09,Absent
Warren-Missouri,2009-10,Absent
Warren-Missouri,2010-11,Absent
Warren-Missouri,2011-12,Absent
Warren-Missouri,2012-13,Absent
Warren-Missouri,2013-14,Absent
Warren-Missouri,2014-15,Absent
Warren-Missouri,2016-17,Absent
Warren-Missouri,2017-18,Absent
Warren-Missouri,2018-19,Absent
Warren-New Jersey,2006-07,Absent
Warren-New Jersey,2007-08,Absent
Warren-New Jersey,2009-10,Absent
Warren-New Jersey,2010-11,Absent
Warren-New Jersey,2011-12,Absent
Warren-New Jersey,2012-13,Absent
Warren-New Jersey,2013-14,Absent
Warren-New Jersey,2014-15,Absent
Warren-New Jersey,2015-16,Absent
Warren-New Jersey,2016-17,Absent
Warren-New Jersey,2017-18,Absent
Warren-New Jersey,2018-19,Absent
Warren-New York,2006-07,Absent
Warren-New York,2008-09,Absent
Warren-New York,2009-10,Absent
Warren-New York,2010-11,Absent
Warren-New York,2011-12,Absent
Warren-New York,2012-13,Absent
Warren-New York,2013-14,Absent
Warren-New York,2014-15,Absent
Warren-New York,2015-16,Absent
Warren-New York,2016-17,Absent
Warren-New York,2017-18,Absent
Warren-New York,2018-19,Absent
Warren-Ohio,2006-07,Absent
Warren-Ohio,2007-08,Absent
Warren-Ohio,2008-09,Absent
Warren-Ohio,2009-10,Absent
Warren-Ohio,2010-11,Absent
Warren-Ohio,2011-12,Absent
Warren-Ohio,2013-14,Absent
Warren-Ohio,2014-15,Absent
Warren-Ohio,2015-16,Absent
Warren-Ohio,2016-17,Absent
Warren-Ohio,2017-18,Absent
Warren-Ohio,2018-19,Absent
Warren-Pennsylvania,2006-07,Absent
Warren-Pennsylvania,2007-08,Absent
Warren-Pennsylvania,2008-09,Absent
Warren-Pennsylvania,2009-10,Absent
Warren-Pennsylvania,2010-11,Absent
Warren-Pennsylvania,2012-13,Absent
Warren-Pennsylvania,2013-14,Absent
Warren-Pennsylvania,2014-15,Absent
Warren-Pennsylvania,2015-16,Absent
Warren-Pennsylvania,2016-17,Absent
Warren-Pennsylvania,2017-18,Absent
Warren-Pennsylvania,2018-19,Absent
Warren-Tennessee,2006-07,Absent
Warren-Tennessee,2007-08,Absent
Warren-Tennessee,2008-09,Absent
Warren-Tennessee,2009-10,Absent
Warren-Tennessee,2010-11,Absent
Warren-Tennessee,2011-12,Absent
Warren-Tennessee,2013-14,Absent
Warren-Tennessee,2014-15,Absent
Warren-Tennessee,2015-16,Absent
Warren-Tennessee,2016-17,Absent
Warren-Tennessee,2017-18,Absent
Warren-Tennessee,2018-19,Absent
Washington-Arkansas,2006-07,Absent
Washington-Arkansas,2007-08,Absent
Washington-Arkansas,2008-09,Absent
Washington-Arkansas,2009-10,Absent
Washington-Arkansas,2010-11,Absent
Washington-Arkansas,2011-12,Absent
Washington-Arkansas,2012-13,Absent
Washington-Arkansas,2013-14,Absent
Washington-Arkansas,2014-15,Absent
Washington-Arkansas,2016-17,Absent
Washington-Arkansas,2017-18,Absent
Washington-Arkansas,2018-19,Absent
Washington-Indiana,2006-07,Absent
Washington-Indiana,2007-08,Absent
Washington-Indiana,2008-09,Absent
Washington-Indiana,2009-10,Absent
Washington-Indiana,2011-12,Absent
Washington-Indiana,2012-13,Absent
Washington-Indiana,2013-14,Absent
Washington-Indiana,2014-15,Absent
Washington-Indiana,2015-16,Absent
Washington-Indiana,2016-17,Absent
Washington-Indiana,2017-18,Absent
Washington-Indiana,2018-19,Absent
Washington-Maryland,2006-07,Absent
Washington-Maryland,2007-08,Absent
Washington-Maryland,2008-09,Absent
Washington-Maryland,2009-10,Absent
Washington-Maryland,2011-12,Absent
Washington-Maryland,2012-13,Absent
Washington-Maryland,2013-14,Absent
Washington-Maryland,2014-15,Absent
Washington-Maryland,2015-16,Absent
Washington-Maryland,2016-17,Absent
Washington-Maryland,2017-18,Absent
Washington-Maryland,2018-19,Absent
Washington-Minnesota,2006-07,Absent
Washington-Minnesota,2007-08,Absent
Washington-Minnesota,2008-09,Absent
Washington-Minnesota,2009-10,Absent
Washington-Minnesota,2010-11,Absent
Washington-Minnesota,2011-12,Absent
Washington-Minnesota,2012-13,Absent
Washington-Minnesota,2013-14,Absent
Washington-Minnesota,2014-15,Absent
Washington-Minnesota,2016-17,Absent
Washington-Minnesota,2017-18,Absent
Washington-Minnesota,2018-19,Absent
Washington-Missouri,2006-07,Absent
Washington-Missouri,2007-08,Absent
Washington-Missouri,2008-09,Absent
Washington-Missouri,2009-10,Absent
Washington-Missouri,2010-11,Absent
Washington-Missouri,2011-12,Absent
Washington-Missouri,2013-14,Absent
Washington-Missouri,2014-15,Absent
Washington-Missouri,2015-16,Absent
Washington-Missouri,2016-17,Absent
Washington-Missouri,2017-18,Absent
Washington-Missouri,2018-19,Absent
Washington-New York,2006-07,Absent
Washington-New York,2007-08,Absent
Washington-New York,2009-10,Absent
Washington-New York,2010-11,Absent
Washington-New York,2011-12,Absent
Washington-New York,2012-13,Absent
Washington-New York,2013-14,Absent
Washington-New York,2014-15,Absent
Washington-New York,2015-16,Absent
Washington-New York,2016-17,Absent
Washington-New York,2017-18,Absent
Washington-New York,2018-19,Absent
Washington-Vermont,2006-07,Absent
Washington-Vermont,2007-08,Absent
Washington-Vermont,2009-10,Absent
Washington-Vermont,2010-11,Absent
Washington-Vermont,2011-12,Absent
Washington-Vermont,2012-13,Absent
Washington-Vermont,2013-14,Absent
Washington-Vermont,2014-15,Absent
Washington-Vermont,2015-16,Absent
Washington-Vermont,2016-17,Absent
Washington-Vermont,2017-18,Absent
Washington-Vermont,2018-19,Absent
Washington-Wisconsin,2006-07,Absent
Washington-Wisconsin,2007-08,Absent
Washington-Wisconsin,2008-09,Absent
Washington-Wisconsin,2009-10,Absent
Washington-Wisconsin,2010-11,Absent
Washington-Wisconsin,2011-12,Absent
Washington-Wisconsin,2012-13,Absent
Washington-Wisconsin,2013-14,Absent
Washington-Wisconsin,2014-15,Absent
Washington-Wisconsin,2015-16,Absent
Washington-Wisconsin,2017-18,Absent
Washington-Wisconsin,2018-19,Absent
Wayne-Kentucky,2006-07,Absent
Wayne-Kentucky,2007-08,Absent
Wayne-Kentucky,2008-09,Absent
Wayne-Kentucky,2009-10,Absent
Wayne-Kentucky,2010-11,Absent
Wayne-Kentucky,2012-13,Absent
Wayne-Kentucky,2013-14,Absent
Wayne-Kentucky,2014-15,Absent
Wayne-Kentucky,2015-16,Absent
Wayne-Kentucky,2016-17,Absent
Wayne-Kentucky,2017-18,Absent
Wayne-Kentucky,2018-19,Absent
Wayne-Mississippi,2006-07,Absent
Wayne-Mississippi,2007-08,Absent
Wayne-Mississippi,2008-09,Absent
Wayne-Mississippi,2009-10,Absent
Wayne-Mississippi,2010-11,Absent
Wayne-Mississippi,2011-12,Absent
Wayne-Mississippi,2012-13,Absent
Wayne-Mississippi,2013-14,Absent
Wayne-Mississippi,2014-15,Absent
Wayne-Mississippi,2015-16,Absent
Wayne-Mississippi,2017-18,Absent
Wayne-Mississippi,2018-19,Absent
Wayne-Ohio,2006-07,Absent
Wayne-Ohio,2007-08,Absent
Wayne-Ohio,2008-09,Absent
Wayne-Ohio,2009-10,Absent
Wayne-Ohio,2010-11,Absent
Wayne-Ohio,2011-12,Absent
Wayne-Ohio,2013-14,Absent
Wayne-Ohio,2014-15,Absent
Wayne-Ohio,2015-16,Absent
Wayne-Ohio,2016-17,Absent
Wayne-Ohio,2017-18,Absent
Wayne-Ohio,2018-19,Absent
Wayne-Tennessee,2006-07,Absent
Wayne-Tennessee,2007-08,Absent
Wayne-Tennessee,2008-09,Absent
Wayne-Tennessee,2009-10,Absent
Wayne-Tennessee,2010-11,Absent
Wayne-Tennessee,2011-12,Absent
Wayne-Tennessee,2012-13,Absent
Wayne-Tennessee,2014-15,Absent
Wayne-Tennessee,2015-16,Absent
Wayne-Tennessee,2016-17,Absent
Wayne-Tennessee,2017-18,Absent
Wayne-Tennessee,2018-19,Absent
Webster-Iowa,2006-07,Absent
Webster-Iowa,2007-08,Absent
Webster-Iowa,2008-09,Absent
Webster-Iowa,2009-10,Absent
Webster-Iowa,2010-11,Absent
Webster-Iowa,2011-12,Absent
Webster-Iowa,2012-13,Absent
Webster-Iowa,2013-14,Absent
Webster-Iowa,2014-15,Absent
Webster-Iowa,2016-17,Absent
Webster-Iowa,2017-18,Absent
Webster-Iowa,2018-19,Absent
Wellington-Ontario,2006-07,Absent
Wellington-Ontario,2007-08,Absent
Wellington-Ontario,2008-09,Absent
Wellington-Ontario,2009-10,Absent
Wellington-Ontario,2010-11,Absent
Wellington-Ontario,2012-13,Absent
Wellington-Ontario,2013-14,Absent
Wellington-Ontario,2014-15,Absent
Wellington-Ontario,2015-16,Absent
Wellington-Ontario,2016-17,Absent
Wellington-Ontario,2017-18,Absent
Wellington-Ontario,2018-19,Absent
Westmoreland-Pennsylvania,2006-07,Absent
Westmoreland-Pennsylvania,2007-08,Absent
Westmoreland-Pennsylvania,2008-09,Absent
Westmoreland-Pennsylvania,2009-10,Absent
Westmoreland-Pennsylvania,2011-12,Absent
Westmoreland-Pennsylvania,2012-13,Absent
Westmoreland-Pennsylvania,2013-14,Absent
Westmoreland-Pennsylvania,2014-15,Absent
Westmoreland-Pennsylvania,2015-16,Absent
Westmoreland-Pennsylvania,2016-17,Absent
Westmoreland-Pennsylvania,2017-18,Absent
Westmoreland-Pennsylvania,2018-19,Absent
Westmorland-New Brunswick,2006-07,Absent
Westmorland-New Brunswick,2007-08,Absent
Westmorland-New Brunswick,2008-09,Absent
Westmorland-New Brunswick,2009-10,Absent
Westmorland-New Brunswick,2010-11,Absent
Westmorland-New Brunswick,2012-13,Absent
Westmorland-New Brunswick,2013-14,Absent
Westmorland-New Brunswick,2014-15,Absent
Westmorland-New Brunswick,2015-16,Absent
Westmorland-New Brunswick,2016-17,Absent
Westmorland-New Brunswick,2017-18,Absent
Westmorland-New Brunswick,2018-19,Absent
Wetzel-West Virginia,2006-07,Absent
Wetzel-West Virginia,2007-08,Absent
Wetzel-West Virginia,2008-09,Absent
Wetzel-West Virginia,2009-10,Absent
Wetzel-West Virginia,2010-11,Absent
Wetzel-West Virginia,2011-12,Absent
Wetzel-West Virginia,2012-13,Absent
Wetzel-West Virginia,2013-14,Absent
Wetzel-West Virginia,2014-15,Absent
Wetzel-West Virginia,2016-17,Absent
Wetzel-West Virginia,2017-18,Absent
Wetzel-West Virginia,2018-19,Absent
Wheeler-Texas,2006-07,Absent
Wheeler-Texas,2007-08,Absent
Wheeler-Texas,2008-09,Absent
Wheeler-Texas,2009-10,Absent
Wheeler-Texas,2010-11,Absent
Wheeler-Texas,2011-12,Absent
Wheeler-Texas,2012-13,Absent
Wheeler-Texas,2013-14,Absent
Wheeler-Texas,2014-15,Absent
Wheeler-Texas,2015-16,Absent
Wheeler-Texas,2016-17,Absent
Wheeler-Texas,2018-19,Absent
White-Tennessee,2006-07,Absent
White-Tennessee,2007-08,Absent
White-Tennessee,2008-09,Absent
White-Tennessee,2009-10,Absent
White-Tennessee,2010-11,Absent
White-Tennessee,2011-12,Absent
White-Tennessee,2013-14,Absent
White-Tennessee,2014-15,Absent
White-Tennessee,2015-16,Absent
White-Tennessee,2016-17,Absent
White-Tennessee,2017-18,Absent
White-Tennessee,2018-19,Absent
Whitley-Kentucky,2006-07,Absent
Whitley-Kentucky,2007-08,Absent
Whitley-Kentucky,2008-09,Absent
Whitley-Kentucky,2009-10,Absent
Whitley-Kentucky,2010-11,Absent
Whitley-Kentucky,2011-12,Absent
Whitley-Kentucky,2013-14,Absent
Whitley-Kentucky,2014-15,Absent
Whitley-Kentucky,2015-16,Absent
Whitley-Kentucky,2016-17,Absent
Whitley-Kentucky,2017-18,Absent
Whitley-Kentucky,2018-19,Absent
Windham-Vermont,2006-07,Absent
Windham-Vermont,2007-08,Absent
Windham-Vermont,2009-10,Absent
Windham-Vermont,2010-11,Absent
Windham-Vermont,2011-12,Absent
Windham-Vermont,2012-13,Absent
Windham-Vermont,2013-14,Absent
Windham-Vermont,2014-15,Absent
Windham-Vermont,2015-16,Absent
Windham-Vermont,2016-17,Absent
Windham-Vermont,2017-18,Absent
Windham-Vermont,2018-19,Absent
Windsor-Vermont,2006-07,Absent
Windsor-Vermont,2007-08,Absent
Windsor-Vermont,2009-10,Absent
Windsor-Vermont,2010-11,Absent
Windsor-Vermont,2011-12,Absent
Windsor-Vermont,2012-13,Absent
Windsor-Vermont,2013-14,Absent
Windsor-Vermont,2014-15,Absent
Windsor-Vermont,2015-16,Absent
Windsor-Vermont,2016-17,Absent
Windsor-Vermont,2017-18,Absent
Windsor-Vermont,2018-19,Absent
Winona-Minnesota,2006-07,Absent
Winona-Minnesota,2007-08,Absent
Winona-Minnesota,2008-09,Absent
Winona-Minnesota,2009-10,Absent
Winona-Minnesota,2010-11,Absent
Winona-Minnesota,2011-12,Absent
Winona-Minnesota,2012-13,Absent
Winona-Minnesota,2013-14,Absent
Winona-Minnesota,2014-15,Absent
Winona-Minnesota,2015-16,Absent
Winona-Minnesota,2016-17,Absent
Winona-Minnesota,2018-19,Absent
Winston-Mississippi,2006-07,Absent
Winston-Mississippi,2007-08,Absent
Winston-Mississippi,2008-09,Absent
Winston-Mississippi,2009-10,Absent
Winston-Mississippi,2010-11,Absent
Winston-Mississippi,2011-12,Absent
Winston-Mississippi,2012-13,Absent
Winston-Mississippi,2014-15,Absent
Winston-Mississippi,2015-16,Absent
Winston-Mississippi,2016-17,Absent
Winston-Mississippi,2017-18,Absent
Winston-Mississippi,2018-19,Absent
Wise-Virginia,2006-07,Absent
Wise-Virginia,2007-08,Absent
Wise-Virginia,2008-09,Absent
Wise-Virginia,2009-10,Absent
Wise-Virginia,2011-12,Absent
Wise-Virginia,2012-13,Absent
Wise-Virginia,2013-14,Absent
