KeyID,SiteCode,Col Date,Species,Sex,Reprod Status,Age Class,Capture Time,Capture method,Recapture,Body wt (g),R Forearm (mm),BMI,WDI,UV,Feces,Band ID,wingPCR_Sum,wing_qPCR (Ct),wingFC_Pd,FecalPCR_Sum,Fecal qPCR (Ct),,
44697.023,VA1,8/13/2012,MYSE,F,PL,adult,20:29,mist net,No,6.2,,,0,Neg,Yes,VDGIF A54700 silver,Neg,0.00,,Neg,0.00,,
44697.024,VA1,8/13/2012,PESU,F,NL,juv,20:46,mist net,No,5.3,35.4,0.15,0,Neg,No,,Neg,0.00,,,,,
44697.025,VA1,8/13/2012,PESU,M,S,adult,20:50,mist net,No,5.0,33.0,0.15,1,Neg,No,,Neg,0.00,,,,,
44697.026,VA1,8/13/2012,PESU,M,S,adult,21:20,mist net,No,4.9,34.4,0.14,0,Neg,No,,Neg,0.00,,,,,
44697.027,VA1,8/13/2012,MYSE,F,NL,juv,21:29,mist net,No,5.8,35.6,0.16,0,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.028,VA1,8/13/2012,PESU,M,S,adult,21:37,mist net,No,5.6,34.9,0.16,1,Neg,No,,Neg,0.00,,,,,
44697.029,VA1,8/13/2012,MYLE,F,NL,juv,21:44,mist net,No,5.2,32.6,0.16,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.030,VA1,8/13/2012,EPFU,M,S,adult,22:11,mist net,No,16.8,48.1,0.35,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.031,VA1,8/13/2012,MYSE,M,S,adult,22:12,mist net,No,5.4,35.3,0.15,0,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.032,VA1,8/13/2012,MYSE,M,S,adult,22:39,mist net,No,6.4,35.8,0.18,0,Neg,No,,Neg,0.00,,,,,
44697.033,VA1,8/13/2012,PESU,M,S,adult,22:40,mist net,No,5.3,33.6,0.16,0,Neg,No,,Neg,0.00,,,,,
44697.034,VA1,8/13/2012,PESU,M,S,adult,22:43,mist net,No,5.2,32.5,0.16,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.035,VA1,8/13/2012,MYSE,M,S,adult,22:48,mist net,No,6.6,35.9,0.18,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.036,VA1,8/13/2012,PESU,M,S,adult,22:52,mist net,No,5.1,32.1,0.16,0,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.037,VA1,8/13/2012,MYLE,M,S,adult,22:56,mist net,No,4.5,32.6,0.14,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.038,VA1,8/13/2012,MYLE,M,S,adult,22:57,mist net,No,5.8,35.6,0.16,0,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.039,VA1,8/13/2012,PESU,M,S,adult,23:02,mist net,No,6.0,33.3,0.18,0,Neg,No,,Neg,0.00,,,,,
44697.040,VA1,8/13/2012,EPFU,M,S,adult,23:06,mist net,No,16.3,45.3,0.36,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.041,VA1,8/13/2012,PESU,M,S,adult,23:08,mist net,No,5.4,34.6,0.16,0,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.042,VA1,8/13/2012,MYLE,F,PL,adult,23:13,mist net,No,4.3,31.2,0.14,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.043,VA1,8/13/2012,PESU,M,S,adult,23:28,mist net,No,5.2,33.5,0.16,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.044,VA1,8/13/2012,MYLU,M,S,adult,23:36,mist net,No,6.6,36.4,0.18,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.045,VA1,8/13/2012,MYLE,F,NL,adult,23:39,mist net,No,4.6,32.3,0.14,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.046,VA1,8/13/2012,MYSE,F,PL,adult,23:39,mist net,No,5.5,36.3,0.15,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.047,VA1,8/13/2012,PESU,M,S,adult,23:49,mist net,No,5.4,36.2,0.15,1,Neg,No,,Neg,0.00,,,,,
44697.048,VA1,8/13/2012,PESU,M,S,adult,23:32,mist net,No,5.8,34.3,0.17,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
44697.049,VA1,8/13/2012,PESU,F,PL,adult,23:37,mist net,No,5.5,33.2,0.17,1,Neg,Yes,,Neg,0.00,,Neg,0.00,,
