GC,title,nospace,url,lat,lon,country,province/state,county,numfinds
GC56QK1,Down North to Smokey #10,down-north-to-smokey-10,https://www.geocaching.com/geocache/GC56QK1_down-north-to-smokey-10,N 46° 35.547,W 060° 22.824,Canada,Nova Scotia,Victoria (Nova Scotia),201
GC56QM2,Down North to Smokey #4,down-north-to-smokey-4,https://www.geocaching.com/geocache/GC56QM2_down-north-to-smokey-4,N 46° 28.249,W 060° 27.561,Canada,Nova Scotia,Victoria (Nova Scotia),88
GC57026,Birthday Bash Cache,birthday-bash-cache,https://www.geocaching.com/geocache/GC57026_birthday-bash-cache,N 43° 57.914,W 064° 44.243,Canada,Nova Scotia,Queens (Nova Scotia),65
GC57EPM,"Yes, it really is up there",yes-it-really-is-up-there,https://www.geocaching.com/geocache/GC57EPM_yes-it-really-is-up-there,N 45° 04.495,W 064° 21.205,Canada,Nova Scotia,Kings (Nova Scotia),35
GC57EVM,Washed ashore,washed-ashore,https://www.geocaching.com/geocache/GC57EVM_washed-ashore,N 45° 06.278,W 064° 16.508,Canada,Nova Scotia,Kings (Nova Scotia),21
GC57F0X,Old Post Road,old-post-road,https://www.geocaching.com/geocache/GC57F0X_old-post-road,N 45° 06.081,W 064° 19.017,Canada,Nova Scotia,Kings (Nova Scotia),146
GC5A8RM,Harvest Highway (Wolfville),harvest-highway-wolfville,https://www.geocaching.com/geocache/GC5A8RM_harvest-highway-wolfville,N 45° 04.833,W 064° 21.514,Canada,Nova Scotia,Kings (Nova Scotia),49
GC5ADT7,A remote location,a-remote-location,https://www.geocaching.com/geocache/GC5ADT7_a-remote-location,N 45° 07.207,W 064° 20.290,Canada,Nova Scotia,Kings (Nova Scotia),73
GC5B1NW,That Ain't No One Kilometre,that-aint-no-one-kilometre,https://www.geocaching.com/geocache/GC5B1NW_that-aint-no-one-kilometre,N 46° 14.819,W 060° 25.786,Canada,Nova Scotia,Victoria (Nova Scotia),53
GC5BVEA,Looking For Loons,looking-for-loons,https://www.geocaching.com/geocache/GC5BVEA_looking-for-loons,N 44° 19.753,W 064° 58.785,Canada,Nova Scotia,Queens (Nova Scotia),24
GC5C2M0,Starr's Point Cemetery,starrs-point-cemetery,https://www.geocaching.com/geocache/GC5C2M0_starrs-point-cemetery,N 45° 06.315,W 064° 22.245,Canada,Nova Scotia,Kings (Nova Scotia),63
GC5C2MX,"Geocaching: A ""gateway"" addiction?",geocaching-a-gateway-addiction,https://www.geocaching.com/geocache/GC5C2MX_geocaching-a-gateway-addiction,N 45° 06.235,W 064° 22.429,Canada,Nova Scotia,Kings (Nova Scotia),60
GC5C3EV,Wolfville's Rail Tail: Cherry Lane,wolfvilles-rail-tail-cherry-lane,https://www.geocaching.com/geocache/GC5C3EV_wolfvilles-rail-tail-cherry-lane,N 45° 05.473,W 064° 22.635,Canada,Nova Scotia,Kings (Nova Scotia),100
GC5C9G8,Biggest little port in the world,biggest-little-port-in-the-world,https://www.geocaching.com/geocache/GC5C9G8_biggest-little-port-in-the-world,N 45° 05.659,W 064° 24.370,Canada,Nova Scotia,Kings (Nova Scotia),142
GC5CC9J,Wolfville Rotary Park,wolfville-rotary-park,https://www.geocaching.com/geocache/GC5CC9J_wolfville-rotary-park,N 45° 05.484,W 064° 21.167,Canada,Nova Scotia,Kings (Nova Scotia),97
GC5EBWY,MacBelger Crescent,macbelger-crescent,https://www.geocaching.com/geocache/GC5EBWY_macbelger-crescent,N 46° 14.396,W 060° 28.140,Canada,Nova Scotia,Victoria (Nova Scotia),53
GC5ER86,Sky's Halloween Hide,skys-halloween-hide,https://www.geocaching.com/geocache/GC5ER86_skys-halloween-hide,N 44° 59.128,W 064° 57.365,Canada,Nova Scotia,Kings (Nova Scotia),80
GC5GJ48,It takes two,it-takes-two,https://www.geocaching.com/geocache/GC5GJ48_it-takes-two,N 45° 05.564,W 064° 24.348,Canada,Nova Scotia,Kings (Nova Scotia),11
GC5GJ58,Guides & Pathfinders,guides-pathfinders,https://www.geocaching.com/geocache/GC5GJ58_guides-pathfinders,N 44° 59.328,W 064° 28.293,Canada,Nova Scotia,Kings (Nova Scotia),17
GC5GZMY,Viewpark,viewpark,https://www.geocaching.com/geocache/GC5GZMY_viewpark,N 45° 05.166,W 064° 14.393,Canada,Nova Scotia,Kings (Nova Scotia),88
GC5H9ZN,Cape Split Earthcache,cape-split-earthcache,https://www.geocaching.com/geocache/GC5H9ZN_cape-split-earthcache,N 45° 20.000,W 064° 29.657,Canada,Nova Scotia,Kings (Nova Scotia),71
GC5J6CJ,3.... 2.... 1....,2003-02-01,https://www.geocaching.com/geocache/GC5J6CJ_37653,N 45° 05.012,W 064° 22.171,Canada,Nova Scotia,Kings (Nova Scotia),78
GC5JE5W,Bridging the Gaspereau,bridging-the-gaspereau,https://www.geocaching.com/geocache/GC5JE5W_bridging-the-gaspereau,N 44° 59.503,W 064° 31.891,Canada,Nova Scotia,Kings (Nova Scotia),27
GC5JH4K,A sign,a-sign,https://www.geocaching.com/geocache/GC5JH4K_a-sign,N 45° 04.843,W 064° 21.961,Canada,Nova Scotia,Kings (Nova Scotia),60
GC5JQYW,Gimmie Shelter,gimmie-shelter,https://www.geocaching.com/geocache/GC5JQYW_gimmie-shelter,N 45° 04.017,W 064° 28.574,Canada,Nova Scotia,Kings (Nova Scotia),41
GC5MMN0,Pop up!,pop-up,https://www.geocaching.com/geocache/GC5MMN0_pop-up,N 45° 05.681,W 064° 22.117,Canada,Nova Scotia,Kings (Nova Scotia),60
GC5R54D,Campus Tour,campus-tour,https://www.geocaching.com/geocache/GC5R54D_campus-tour,N 45° 05.250,W 064° 22.000,Canada,Nova Scotia,Kings (Nova Scotia),48
GC5RB97,B.O.B. ahead,bob-ahead,https://www.geocaching.com/geocache/GC5RB97_bob-ahead,N 44° 59.006,W 064° 28.011,Canada,Nova Scotia,Kings (Nova Scotia),14
GC5V7AF,Beavers on stilts?,beavers-on-stilts,https://www.geocaching.com/geocache/GC5V7AF_beavers-on-stilts,N 45° 03.004,W 064° 19.635,Canada,Nova Scotia,Kings (Nova Scotia),35
GC5VRTZ,Bishop Pear Tree - A Heritage Tree,bishop-pear-tree-a-heritage-tree,https://www.geocaching.com/geocache/GC5VRTZ_bishop-pear-tree-a-heritage-tree,N 45° 04.396,W 064° 25.977,Canada,Nova Scotia,Kings (Nova Scotia),45
GC5VT85,The devil made me do it,the-devil-made-me-do-it,https://www.geocaching.com/geocache/GC5VT85_the-devil-made-me-do-it,N 45° 03.556,W 064° 28.828,Canada,Nova Scotia,Kings (Nova Scotia),19
GC5WJPH,Arrr!,arrr,https://www.geocaching.com/geocache/GC5WJPH_arrr,N 45° 18.612,W 064° 24.527,Canada,Nova Scotia,Kings (Nova Scotia),95
GC5YCRR,"Gone, But Not Forgotten",gone-but-not-forgotten,https://www.geocaching.com/geocache/GC5YCRR_gone-but-not-forgotten,N 44° 25.736,W 065° 07.241,Canada,Nova Scotia,Queens (Nova Scotia),78
GC611M4,NSML01: What? No Micro Logics in Nova Scotia?!?,nsml01-what-no-micro-logics-in-nova-scotia,https://www.geocaching.com/geocache/GC611M4_nsml01-what-no-micro-logics-in-nova-scotia,N 45° 04.375,W 064° 25.025,Canada,Nova Scotia,Kings (Nova Scotia),34
GC61BVX,NSML02: A Micro Logic Tutorial,nsml02-a-micro-logic-tutorial,https://www.geocaching.com/geocache/GC61BVX_nsml02-a-micro-logic-tutorial,N 45° 04.255,W 064° 25.067,Canada,Nova Scotia,Kings (Nova Scotia),38
GC61V41,NSML03: Micro Logics are for the Birds!,nsml03-micro-logics-are-for-the-birds,https://www.geocaching.com/geocache/GC61V41_nsml03-micro-logics-are-for-the-birds,N 45° 03.650,W 064° 25.000,Canada,Nova Scotia,Kings (Nova Scotia),32
GC6296G,NSML04: It's not fair! (a Micro Logic puzzle),nsml04-its-not-fair-a-micro-logic-puzzle,https://www.geocaching.com/geocache/GC6296G_nsml04-its-not-fair-a-micro-logic-puzzle,N 45° 07.700,W 064° 19.500,Canada,Nova Scotia,Kings (Nova Scotia),28
GC62BJP,A 4000-year old forest [LOW TIDE ONLY],a-4000year-old-forest-low-tide-only,https://www.geocaching.com/geocache/GC62BJP_a-4000year-old-forest-low-tide-only,N 45° 08.419,W 064° 17.233,Canada,Nova Scotia,Kings (Nova Scotia),18
GC63EHQ,Ozboz & Milo's Stashe Cache #3,ozboz-milos-stashe-cache-3,https://www.geocaching.com/geocache/GC63EHQ_ozboz-milos-stashe-cache-3,N 45° 12.097,W 064° 36.900,Canada,Nova Scotia,Kings (Nova Scotia),53
GC63J74,NSML05: A Futoshiki MicroLogic,nsml05-a-futoshiki-micrologic,https://www.geocaching.com/geocache/GC63J74_nsml05-a-futoshiki-micrologic,N 45° 03.600,W 064° 24.200,Canada,Nova Scotia,Kings (Nova Scotia),32
GC63RVW,"NSML06: ""Amnesia"" micro logic",nsml06-amnesia-micro-logic,https://www.geocaching.com/geocache/GC63RVW_nsml06-amnesia-micro-logic,N 45° 03.700,W 064° 28.800,Canada,Nova Scotia,Kings (Nova Scotia),19
GC64JQK,NSML07: Esoqwatik Micro Logic,nsml07-esoqwatik-micro-logic,https://www.geocaching.com/geocache/GC64JQK_nsml07-esoqwatik-micro-logic,N 45° 05.800,W 064° 21.700,Canada,Nova Scotia,Kings (Nova Scotia),32
GC64Y60,Tiger Tracking,tiger-tracking,https://www.geocaching.com/geocache/GC64Y60_tiger-tracking,N 45° 04.029,W 064° 26.266,Canada,Nova Scotia,Kings (Nova Scotia),30
GC664T0,"NSML09: ""Depths of Despair"" micro logic",nsml09-depths-of-despair-micro-logic,https://www.geocaching.com/geocache/GC664T0_nsml09-depths-of-despair-micro-logic,N 45° 00.000,W 064° 35.650,Canada,Nova Scotia,Kings (Nova Scotia),16
GC664TD,Story Book Series; The goose did WHAT?,story-book-series-the-goose-did-what,https://www.geocaching.com/geocache/GC664TD_story-book-series-the-goose-did-what,N 44° 58.510,W 064° 40.242,Canada,Nova Scotia,Kings (Nova Scotia),21
GC666A2,The Right Honourables,the-right-honourables,https://www.geocaching.com/geocache/GC666A2_the-right-honourables,N 44° 58.100,W 064° 55.450,Canada,Nova Scotia,Kings (Nova Scotia),21
GC66F08,Bison in a forest,bison-in-a-forest,https://www.geocaching.com/geocache/GC66F08_bison-in-a-forest,N 45° 05.013,W 064° 25.131,Canada,Nova Scotia,Kings (Nova Scotia),30
GC67Z4R,W - Weathered,w-weathered,https://www.geocaching.com/geocache/GC67Z4R_w-weathered,N 45° 03.501,W 064° 39.679,Canada,Nova Scotia,Kings (Nova Scotia),51
GC67Z4W,X - X marks the spot,x-x-marks-the-spot,https://www.geocaching.com/geocache/GC67Z4W_x-x-marks-the-spot,N 45° 03.590,W 064° 39.711,Canada,Nova Scotia,Kings (Nova Scotia),52
GC67Z56,Y - Year 2015,y-year-2015,https://www.geocaching.com/geocache/GC67Z56_y-year-2015,N 45° 03.698,W 064° 39.623,Canada,Nova Scotia,Kings (Nova Scotia),51
GC67Z5H,Z - Ziplock,z-ziplock,https://www.geocaching.com/geocache/GC67Z5H_z-ziplock,N 45° 03.762,W 064° 39.526,Canada,Nova Scotia,Kings (Nova Scotia),49
GC67ZVM,NSML11: A Modular Micrologic,nsml11-a-modular-micrologic,https://www.geocaching.com/geocache/GC67ZVM_nsml11-a-modular-micrologic,N 45° 05.130,W 064° 23.940,Canada,Nova Scotia,Kings (Nova Scotia),28
GC6815Y,Bigelow's Shipyard II,bigelows-shipyard-ii,https://www.geocaching.com/geocache/GC6815Y_bigelows-shipyard-ii,N 45° 09.401,W 064° 25.170,Canada,Nova Scotia,Kings (Nova Scotia),62
GC687XJ,Hanging Out On Albany New Road,hanging-out-on-albany-new-road,https://www.geocaching.com/geocache/GC687XJ_hanging-out-on-albany-new-road,N 44° 25.628,W 065° 06.552,Canada,Nova Scotia,Queens (Nova Scotia),60
GC68C4C,What goes up... (easy multi),what-goes-up-easy-multi,https://www.geocaching.com/geocache/GC68C4C_what-goes-up-easy-multi,N 45° 04.960,W 064° 22.056,Canada,Nova Scotia,Kings (Nova Scotia),55
GC68CHF,What?!? No Mega Logics in Nova Scotia ?!?,what-no-mega-logics-in-nova-scotia-,https://www.geocaching.com/geocache/GC68CHF_what-no-mega-logics-in-nova-scotia-,N 45° 06.500,W 064° 21.000,Canada,Nova Scotia,Kings (Nova Scotia),22
GC68P10,1 in 3,1-in-3,https://www.geocaching.com/geocache/GC68P10_1-in-3,N 45° 05.226,W 064° 20.778,Canada,Nova Scotia,Kings (Nova Scotia),53
GC68P5M,"""Entlistungsfreude"" mega logic",entlistungsfreude-mega-logic,https://www.geocaching.com/geocache/GC68P5M_entlistungsfreude-mega-logic,N 45° 05.500,W 064° 15.500,Canada,Nova Scotia,Kings (Nova Scotia),23
GC690YF,1475 Sarah Drive,1475-sarah-drive,https://www.geocaching.com/geocache/GC690YF_1475-sarah-drive,N 45° 03.753,W 064° 33.766,Canada,Nova Scotia,Kings (Nova Scotia),51
GC6BXKX,We're Here For A Good Time,were-here-for-a-good-time,https://www.geocaching.com/geocache/GC6BXKX_were-here-for-a-good-time,N 45° 04.092,W 064° 26.517,Canada,Nova Scotia,Kings (Nova Scotia),164
GC6CH9D,Farewell to Nova Scotia - Bonjour Québec,farewell-to-nova-scotia-bonjour-québec,https://www.geocaching.com/geocache/GC6CH9D_farewell-to-nova-scotia-bonjour-québec,N 44° 58.015,W 064° 55.887,Canada,Nova Scotia,Kings (Nova Scotia),17
GC6DD41,Which way to the Sticks?,which-way-to-the-sticks,https://www.geocaching.com/geocache/GC6DD41_which-way-to-the-sticks,N 45° 01.415,W 064° 32.719,Canada,Nova Scotia,Kings (Nova Scotia),45
GC6E88W,Order up! (a mega logic),order-up-a-mega-logic,https://www.geocaching.com/geocache/GC6E88W_order-up-a-mega-logic,N 45° 03.075,W 064° 23.450,Canada,Nova Scotia,Kings (Nova Scotia),16
GC6E9D1,Two Little Libraries,two-little-libraries,https://www.geocaching.com/geocache/GC6E9D1_two-little-libraries,N 45° 05.124,W 064° 22.054,Canada,Nova Scotia,Kings (Nova Scotia),41
GC6EVEZ,SRSLY? A Mega Logic,srsly-a-mega-logic,https://www.geocaching.com/geocache/GC6EVEZ_srsly-a-mega-logic,N 45° 04.691,W 064° 21.823,Canada,Nova Scotia,Kings (Nova Scotia),22
GC6JC8D,"UCA2016.08:""Indeterminate Tillage""",uca201608indeterminate-tillage,https://www.geocaching.com/geocache/GC6JC8D_uca201608indeterminate-tillage,N 45° 07.978,W 064° 24.448,Canada,Nova Scotia,Kings (Nova Scotia),79
GC6JDPK,Evangeline Beach { Shore Series #3 },evangeline-beach-shore-series-3-,https://www.geocaching.com/geocache/GC6JDPK_evangeline-beach-shore-series-3-,N 45° 08.266,W 064° 19.112,Canada,Nova Scotia,Kings (Nova Scotia),108
GC6JMRH,The Really Cool Cache #1,the-really-cool-cache-1,https://www.geocaching.com/geocache/GC6JMRH_the-really-cool-cache-1,N 45° 06.559,W 064° 25.965,Canada,Nova Scotia,Kings (Nova Scotia),58
GC6M7WR,Black Rock Lighthouse ( Shore Series #17 ),black-rock-lighthouse--shore-series-17-,https://www.geocaching.com/geocache/GC6M7WR_black-rock-lighthouse--shore-series-17-,N 45° 10.209,W 064° 45.678,Canada,Nova Scotia,Kings (Nova Scotia),39
GC6MJVF,FC2: Visual Change | Changement visuel,fc2-visual-change-changement-visuel,https://www.geocaching.com/geocache/GC6MJVF_fc2-visual-change-changement-visuel,N 44° 23.140,W 065° 11.944,Canada,Nova Scotia,Queens (Nova Scotia),156
GC6MVQR,Part #2 - A Nova Scotia Adventure,part-2-a-nova-scotia-adventure,https://www.geocaching.com/geocache/GC6MVQR_part-2-a-nova-scotia-adventure,N 44° 52.000,W 064° 53.000,Canada,Nova Scotia,Kings (Nova Scotia),6
GC6N3RZ,Part #3 - A Nova Scotia Adventure,part-3-a-nova-scotia-adventure,https://www.geocaching.com/geocache/GC6N3RZ_part-3-a-nova-scotia-adventure,N 44° 20.500,W 064° 49.500,Canada,Nova Scotia,Queens (Nova Scotia),6
GC6NGNY,Trail to Little Split Cove,trail-to-little-split-cove,https://www.geocaching.com/geocache/GC6NGNY_trail-to-little-split-cove,N 45° 19.807,W 064° 29.187,Canada,Nova Scotia,Kings (Nova Scotia),50
GC6PMK0,"Caledonia, Rome of North Queens",caledonia-rome-of-north-queens,https://www.geocaching.com/geocache/GC6PMK0_caledonia-rome-of-north-queens,N 44° 22.574,W 065° 01.953,Canada,Nova Scotia,Queens (Nova Scotia),86
GC6PQ5D,Kolourful Kate's 40th B-Day Kache,kolourful-kates-40th-bday-kache,https://www.geocaching.com/geocache/GC6PQ5D_kolourful-kates-40th-bday-kache,N 45° 11.815,W 064° 36.562,Canada,Nova Scotia,Kings (Nova Scotia),39
GC6QJZB,"8 Mile Lake Cache, Queens County, Nova Scotia",8-mile-lake-cache-queens-county-nova-scotia,https://www.geocaching.com/geocache/GC6QJZB_8-mile-lake-cache-queens-county-nova-scotia,N 44° 09.841,W 064° 48.620,Canada,Nova Scotia,Queens (Nova Scotia),3
GC6QWGZ,Courthouse,courthouse,https://www.geocaching.com/geocache/GC6QWGZ_courthouse,N 44° 02.308,W 064° 42.740,Canada,Nova Scotia,Queens (Nova Scotia),104
GC6RCKZ,New Charleston Cemetery (Since 1960),new-charleston-cemetery-since-1960,https://www.geocaching.com/geocache/GC6RCKZ_new-charleston-cemetery-since-1960,N 44° 10.115,W 064° 39.121,Canada,Nova Scotia,Queens (Nova Scotia),67
GC6RGDZ,"NSML13: ""Mini Me"" Micro Logic",nsml13-mini-me-micro-logic,https://www.geocaching.com/geocache/GC6RGDZ_nsml13-mini-me-micro-logic,N 45° 03.500,W 064° 27.000,Canada,Nova Scotia,Kings (Nova Scotia),15
GC6RGEE,"NSML14: ""Use the Schwartz"" Micro Logic",nsml14-use-the-schwartz-micro-logic,https://www.geocaching.com/geocache/GC6RGEE_nsml14-use-the-schwartz-micro-logic,N 45° 03.400,W 064° 26.800,Canada,Nova Scotia,Kings (Nova Scotia),12
GC6RGF6,"NSML15: ""Old Scout Camp"" Micro Logic",nsml15-old-scout-camp-micro-logic,https://www.geocaching.com/geocache/GC6RGF6_nsml15-old-scout-camp-micro-logic,N 45° 03.300,W 064° 26.800,Canada,Nova Scotia,Kings (Nova Scotia),12
GC6RNQD,Meadow Pond,meadow-pond,https://www.geocaching.com/geocache/GC6RNQD_meadow-pond,N 44° 01.955,W 064° 43.079,Canada,Nova Scotia,Queens (Nova Scotia),88
GC6T5KF,FF2016: Flight of the Bumblebee,ff2016-flight-of-the-bumblebee,https://www.geocaching.com/geocache/GC6T5KF_ff2016-flight-of-the-bumblebee,N 45° 04.212,W 064° 28.539,Canada,Nova Scotia,Kings (Nova Scotia),34
GC6X7V7,Bird on a wire,bird-on-a-wire,https://www.geocaching.com/geocache/GC6X7V7_bird-on-a-wire,N 45° 05.316,W 064° 23.573,Canada,Nova Scotia,Kings (Nova Scotia),33
GC6XRR8,Lily's cache,lilys-cache,https://www.geocaching.com/geocache/GC6XRR8_lilys-cache,N 45° 03.579,W 064° 19.498,Canada,Nova Scotia,Kings (Nova Scotia),17
GC6Y11A,White Rock Community Trail #1,white-rock-community-trail-1,https://www.geocaching.com/geocache/GC6Y11A_white-rock-community-trail-1,N 45° 03.531,W 064° 23.833,Canada,Nova Scotia,Kings (Nova Scotia),31
GC6YNCX,"As easy as A, B, C....?",as-easy-as-a-b-c,https://www.geocaching.com/geocache/GC6YNCX_as-easy-as-a-b-c,N 45° 05.387,W 064° 22.899,Canada,Nova Scotia,Kings (Nova Scotia),28
GC6YTW8,It's..... Bicycle Repair Man! [TOOL @TH],its-bicycle-repair-man-tool-th,https://www.geocaching.com/geocache/GC6YTW8_its-bicycle-repair-man-tool-th,N 45° 05.108,W 064° 20.466,Canada,Nova Scotia,Kings (Nova Scotia),35
GC6ZJN2,"NSML16: New year, new micrologic",nsml16-new-year-new-micrologic,https://www.geocaching.com/geocache/GC6ZJN2_nsml16-new-year-new-micrologic,N 45° 04.116,W 064° 26.176,Canada,Nova Scotia,Kings (Nova Scotia),10
GC6ZJNH,You must be kidding,you-must-be-kidding,https://www.geocaching.com/geocache/GC6ZJNH_you-must-be-kidding,N 45° 04.119,W 064° 26.075,Canada,Nova Scotia,Kings (Nova Scotia),33
GC6ZMED,Mountain bike skills park,mountain-bike-skills-park,https://www.geocaching.com/geocache/GC6ZMED_mountain-bike-skills-park,N 45° 05.064,W 064° 20.333,Canada,Nova Scotia,Kings (Nova Scotia),18
GC707R9,NSML17: Just. One. More. Micro. Logic.,nsml17-just-one-more-micro-logic,https://www.geocaching.com/geocache/GC707R9_nsml17-just-one-more-micro-logic,N 45° 06.103,W 064° 21.922,Canada,Nova Scotia,Kings (Nova Scotia),16
GC70QR2,It's going to be great.... Believe me.,its-going-to-be-great-believe-me,https://www.geocaching.com/geocache/GC70QR2_its-going-to-be-great-believe-me,N 45° 04.796,W 064° 26.033,Canada,Nova Scotia,Kings (Nova Scotia),9
GC70QW0,NSML18: Secret Ops Micro Logic,nsml18-secret-ops-micro-logic,https://www.geocaching.com/geocache/GC70QW0_nsml18-secret-ops-micro-logic,N 45° 04.906,W 064° 26.263,Canada,Nova Scotia,Kings (Nova Scotia),10
GC72PEY,NS 39 - Canada 150,ns-39-canada-150,https://www.geocaching.com/geocache/GC72PEY_ns-39-canada-150,N 45° 00.502,W 064° 40.444,Canada,Nova Scotia,Kings (Nova Scotia),76
GC72PF8,NS 38 - Canada 150,ns-38-canada-150,https://www.geocaching.com/geocache/GC72PF8_ns-38-canada-150,N 45° 00.622,W 064° 40.021,Canada,Nova Scotia,Kings (Nova Scotia),82
GC72PHN,NS 42 - Canada 150,ns-42-canada-150,https://www.geocaching.com/geocache/GC72PHN_ns-42-canada-150,N 45° 00.374,W 064° 39.393,Canada,Nova Scotia,Kings (Nova Scotia),78
GC72PWT,NS 15 - Canada 150,ns-15-canada-150,https://www.geocaching.com/geocache/GC72PWT_ns-15-canada-150,N 45° 01.709,W 064° 40.565,Canada,Nova Scotia,Kings (Nova Scotia),74
GC72T19,NS 22 - Canada 150,ns-22-canada-150,https://www.geocaching.com/geocache/GC72T19_ns-22-canada-150,N 45° 01.744,W 064° 39.431,Canada,Nova Scotia,Kings (Nova Scotia),80
GC72TKF,NS 18 - Canada 150,ns-18-canada-150,https://www.geocaching.com/geocache/GC72TKF_ns-18-canada-150,N 45° 02.046,W 064° 40.037,Canada,Nova Scotia,Kings (Nova Scotia),79
GC74X6F,Experiment C-201-A,experiment-c201a,https://www.geocaching.com/geocache/GC74X6F_experiment-c201a,N 45° 05.295,W 064° 20.943,Canada,Nova Scotia,Kings (Nova Scotia),33
GC756XH,NSML19: Wooden ya know it?,nsml19-wooden-ya-know-it,https://www.geocaching.com/geocache/GC756XH_nsml19-wooden-ya-know-it,N 45° 03.380,W 064° 28.430,Canada,Nova Scotia,Kings (Nova Scotia),12
GC759DQ,How many roads?,how-many-roads,https://www.geocaching.com/geocache/GC759DQ_how-many-roads,N 45° 05.150,W 064° 20.450,Canada,Nova Scotia,Kings (Nova Scotia),34
GC75P5T,Our Islands - Nos îles,our-islands-nos-îles,https://www.geocaching.com/geocache/GC75P5T_our-islands-nos-îles,N 44° 22.991,W 065° 12.381,Canada,Nova Scotia,Queens (Nova Scotia),55
GC7613Q,Gateway to the Arm of Gold,gateway-to-the-arm-of-gold,https://www.geocaching.com/geocache/GC7613Q_gateway-to-the-arm-of-gold,N 46° 14.273,W 060° 29.735,Canada,Nova Scotia,Victoria (Nova Scotia),35
GC768R7,Informative Info on the Bay of Fundy.,informative-info-on-the-bay-of-fundy,https://www.geocaching.com/geocache/GC768R7_informative-info-on-the-bay-of-fundy,N 45° 12.039,W 064° 37.225,Canada,Nova Scotia,Kings (Nova Scotia),53
GC76B2C,The Old Clam Flats,the-old-clam-flats,https://www.geocaching.com/geocache/GC76B2C_the-old-clam-flats,N 43° 56.995,W 064° 49.358,Canada,Nova Scotia,Queens (Nova Scotia),63
GC76B4J,Back Beach Cache,back-beach-cache,https://www.geocaching.com/geocache/GC76B4J_back-beach-cache,N 43° 57.038,W 064° 49.239,Canada,Nova Scotia,Queens (Nova Scotia),62
GC77B7A,Ch-ch-ch-changes,chchchchanges,https://www.geocaching.com/geocache/GC77B7A_chchchchanges,N 44° 03.638,W 064° 45.007,Canada,Nova Scotia,Queens (Nova Scotia),25
GC77B7G,Resting in Milton,resting-in-milton,https://www.geocaching.com/geocache/GC77B7G_resting-in-milton,N 44° 03.738,W 064° 44.877,Canada,Nova Scotia,Queens (Nova Scotia),25
GC78X0K,"Mona Parsons, Wolfville's unlikely war hero",mona-parsons-wolfvilles-unlikely-war-hero,https://www.geocaching.com/geocache/GC78X0K_mona-parsons-wolfvilles-unlikely-war-hero,N 45° 05.479,W 064° 21.685,Canada,Nova Scotia,Kings (Nova Scotia),50
GC79HA8,Guarding Waterman's Lake,guarding-watermans-lake,https://www.geocaching.com/geocache/GC79HA8_guarding-watermans-lake,N 44° 25.695,W 064° 54.844,Canada,Nova Scotia,Queens (Nova Scotia),16
GC7A74A,The Puff-Inn Travel Bug Hotel,the-puffinn-travel-bug-hotel,https://www.geocaching.com/geocache/GC7A74A_the-puffinn-travel-bug-hotel,N 46° 15.689,W 060° 29.088,Canada,Nova Scotia,Victoria (Nova Scotia),17
GC7AAWG,Coldbrook Village Park Drive,coldbrook-village-park-drive,https://www.geocaching.com/geocache/GC7AAWG_coldbrook-village-park-drive,N 45° 04.135,W 064° 33.596,Canada,Nova Scotia,Kings (Nova Scotia),62
GC7AAWW,While you Wait 1,while-you-wait-1,https://www.geocaching.com/geocache/GC7AAWW_while-you-wait-1,N 45° 04.226,W 064° 33.663,Canada,Nova Scotia,Kings (Nova Scotia),61
GC7AAX3,While you Wait 2,while-you-wait-2,https://www.geocaching.com/geocache/GC7AAX3_while-you-wait-2,N 45° 04.178,W 064° 33.772,Canada,Nova Scotia,Kings (Nova Scotia),59
GC7AAX6,While you Wait 3,while-you-wait-3,https://www.geocaching.com/geocache/GC7AAX6_while-you-wait-3,N 45° 04.227,W 064° 33.912,Canada,Nova Scotia,Kings (Nova Scotia),57
GC7AG3W,NSML20: Big Numbers,nsml20-big-numbers,https://www.geocaching.com/geocache/GC7AG3W_nsml20-big-numbers,N 45° 05.600,W 064° 23.600,Canada,Nova Scotia,Kings (Nova Scotia),12
GC7BB24,AVA-20,ava20,https://www.geocaching.com/geocache/GC7BB24_ava20,N 45° 05.160,W 064° 53.723,Canada,Nova Scotia,Kings (Nova Scotia),62
GC7BB2B,AVA-21,ava21,https://www.geocaching.com/geocache/GC7BB2B_ava21,N 45° 05.193,W 064° 53.426,Canada,Nova Scotia,Kings (Nova Scotia),61
GC7BB58,AVA-22,ava22,https://www.geocaching.com/geocache/GC7BB58_ava22,N 45° 05.334,W 064° 53.132,Canada,Nova Scotia,Kings (Nova Scotia),62
GC7C43P,FF2017: Walking Trail,ff2017-walking-trail,https://www.geocaching.com/geocache/GC7C43P_ff2017-walking-trail,N 45° 04.543,W 064° 27.121,Canada,Nova Scotia,Kings (Nova Scotia),49
GC7ETVX,Relaxing near the beach,relaxing-near-the-beach,https://www.geocaching.com/geocache/GC7ETVX_relaxing-near-the-beach,N 45° 19.626,W 064° 29.281,Canada,Nova Scotia,Kings (Nova Scotia),12
GC7GMFN,NSML21: Gasp! Another micro logic,nsml21-gasp-another-micro-logic,https://www.geocaching.com/geocache/GC7GMFN_nsml21-gasp-another-micro-logic,N 45° 01.600,W 064° 26.900,Canada,Nova Scotia,Kings (Nova Scotia),2
